Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,67880888.2,^,61743430.44,^,1,New South Wales
3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,108402681.9,,100035618.9,,2,Victoria
3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,35586645.61,^,31967527.02,^,3,Queensland
3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,224938888,,201889567.2,,4,South Australia
3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,47015932.73,^,42267669.06,^,5,Western Australia
3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,122768814.7,,120312626.5,,6,Tasmania
