Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRMR_Code,NRMR name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
3601958,Vegetables for human consumption - Cabbages,9308688.05,,6565683.44,,Vegetables for human consumption,Cabbages,101,Central Tablelands,,,
3601958,Vegetables for human consumption - Cabbages,20617.85,*,14542.36,*,Vegetables for human consumption,Cabbages,102,Central West,,,
3601958,Vegetables for human consumption - Cabbages,10146367.39,^,7156522.6,^,Vegetables for human consumption,Cabbages,103,Greater Sydney,,,
3601958,Vegetables for human consumption - Cabbages,1665952.38,**,1175043.78,**,Vegetables for human consumption,Cabbages,105,Murray,,,
3601958,Vegetables for human consumption - Cabbages,10353.39,*,7302.54,*,Vegetables for human consumption,Cabbages,106,North Coast,,,
3601958,Vegetables for human consumption - Cabbages,334918.6,**,236227.65,**,Vegetables for human consumption,Cabbages,109,Northern Tablelands,,,
3601958,Vegetables for human consumption - Cabbages,34473.83,*,24315.37,*,Vegetables for human consumption,Cabbages,110,Riverina,,,
3601958,Vegetables for human consumption - Cabbages,13829.04,^,9754.02,^,Vegetables for human consumption,Cabbages,111,South East NSW,,,
3601958,Vegetables for human consumption - Cabbages,8869.83,**,7007.15,**,Vegetables for human consumption,Cabbages,201,Corangamite,,,
3601958,Vegetables for human consumption - Cabbages,6028761.06,,4762715.3,,Vegetables for human consumption,Cabbages,202,East Gippsland,,,
3601958,Vegetables for human consumption - Cabbages,669762.75,,529111.91,,Vegetables for human consumption,Cabbages,204,Goulburn Broken,,,
3601958,Vegetables for human consumption - Cabbages,429186.16,*,339056.64,*,Vegetables for human consumption,Cabbages,205,Mallee,,,
3601958,Vegetables for human consumption - Cabbages,170589.59,*,134765.61,*,Vegetables for human consumption,Cabbages,206,North Central,,,
3601958,Vegetables for human consumption - Cabbages,8383376.38,*,6622859.09,*,Vegetables for human consumption,Cabbages,208,Port Phillip and Western Port,,,
3601958,Vegetables for human consumption - Cabbages,5037463.06,,3979590.86,,Vegetables for human consumption,Cabbages,209,West Gippsland,,,
3601958,Vegetables for human consumption - Cabbages,1536713.08,*,1144262.05,*,Vegetables for human consumption,Cabbages,303,Condamine,,,
3601958,Vegetables for human consumption - Cabbages,6383948.91,^,4753594.27,^,Vegetables for human consumption,Cabbages,309,Queensland Murray Darling Basin,,,
3601958,Vegetables for human consumption - Cabbages,24713700.19,,18402231.17,,Vegetables for human consumption,Cabbages,311,South East Queensland,,,
3601958,Vegetables for human consumption - Cabbages,1782460.16,*,1385009.14,*,Vegetables for human consumption,Cabbages,401,Adelaide and Mount Lofty Ranges,,,
3601958,Vegetables for human consumption - Cabbages,739515.34,,574619.01,,Vegetables for human consumption,Cabbages,407,South Australian Murray Darling Basin,,,
3601958,Vegetables for human consumption - Cabbages,4659988.51,,3459954.66,,Vegetables for human consumption,Cabbages,501,Northern Agricultural,,,
3601958,Vegetables for human consumption - Cabbages,887424.64,,658896.26,,Vegetables for human consumption,Cabbages,503,Perth,,,
3601958,Vegetables for human consumption - Cabbages,13563.38,**,10070.56,**,Vegetables for human consumption,Cabbages,504,Rangelands,,,
3601958,Vegetables for human consumption - Cabbages,199689.16,,148265.48,,Vegetables for human consumption,Cabbages,505,South Coast,,,
3601958,Vegetables for human consumption - Cabbages,2565224.83,^,1904631.65,^,Vegetables for human consumption,Cabbages,506,South West,,,
3601958,Vegetables for human consumption - Cabbages,435090.04,*,321941.64,*,Vegetables for human consumption,Cabbages,601,Cradle Coast,,,
3601958,Vegetables for human consumption - Cabbages,2089.8,,1556.1,,Vegetables for human consumption,Cabbages,701,Northern Territory,,,
