Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,State_Code,State,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
3614058,Vegetables for human consumption - Melons,82931971.34,^,70833148.41,^,Vegetables for human consumption,Melons,1,New South Wales,,,
3614058,Vegetables for human consumption - Melons,4081621.11,*,3482178.21,*,Vegetables for human consumption,Melons,2,Victoria,,,
3614058,Vegetables for human consumption - Melons,67402518.74,,57500734.2,,Vegetables for human consumption,Melons,3,Queensland,,,
3614058,Vegetables for human consumption - Melons,5927664.1,,5072918.58,,Vegetables for human consumption,Melons,4,South Australia,,,
3614058,Vegetables for human consumption - Melons,24219164.8,,21019623.59,,Vegetables for human consumption,Melons,5,Western Australia,,,
3614058,Vegetables for human consumption - Melons,36189616.69,,30932712.64,,Vegetables for human consumption,Melons,7,Northern Territory,,,
