Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,State_Code,State,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
3601958,Vegetables for human consumption - Cabbages,21535200.54,^,15189391.76,^,Vegetables for human consumption,Cabbages,1,New South Wales,,,
3601958,Vegetables for human consumption - Cabbages,20728008.82,^,16375106.57,^,Vegetables for human consumption,Cabbages,2,Victoria,,,
3601958,Vegetables for human consumption - Cabbages,32634362.18,,24300087.49,,Vegetables for human consumption,Cabbages,3,Queensland,,,
3601958,Vegetables for human consumption - Cabbages,2521975.5,^,1959628.15,^,Vegetables for human consumption,Cabbages,4,South Australia,,,
3601958,Vegetables for human consumption - Cabbages,8325890.51,,6181818.6,,Vegetables for human consumption,Cabbages,5,Western Australia,,,
3601958,Vegetables for human consumption - Cabbages,435090.04,*,321941.64,*,Vegetables for human consumption,Cabbages,6,Tasmania,,,
3601958,Vegetables for human consumption - Cabbages,2089.8,,1556.1,,Vegetables for human consumption,Cabbages,7,Northern Territory,,,
