Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRMR_Code,NRMR name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,2495330.23,*,2421093.6,*,Broadacre crops,Other oilseeds,102,Central West,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,114692.45,^,111280.33,^,Broadacre crops,Other oilseeds,105,Murray,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,5962058.91,*,5784686.33,*,Broadacre crops,Other oilseeds,106,North Coast,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,9418156.43,^,9137964.18,^,Broadacre crops,Other oilseeds,108,North West NSW,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,5693886.5,^,5524492.11,^,Broadacre crops,Other oilseeds,109,Northern Tablelands,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,7309820.48,^,7092351.69,^,Broadacre crops,Other oilseeds,110,Riverina,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,1076160,,1044144,,Broadacre crops,Other oilseeds,112,Western,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,607188.94,*,589124.93,*,Broadacre crops,Other oilseeds,201,Corangamite,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,31388,,30454.2,,Broadacre crops,Other oilseeds,202,East Gippsland,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,920371.86,,892990.59,,Broadacre crops,Other oilseeds,205,Mallee,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,441243.07,**,428115.99,**,Broadacre crops,Other oilseeds,206,North Central,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,825056,,800510.4,,Broadacre crops,Other oilseeds,210,Wimmera,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,2433514.75,*,2361117.15,*,Broadacre crops,Other oilseeds,301,Burnett Mary,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,2513193.66,*,2438425.58,*,Broadacre crops,Other oilseeds,303,Condamine,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,41505.45,**,40270.66,**,Broadacre crops,Other oilseeds,304,Cooperative Management Area,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,631431.37,^,612646.14,^,Broadacre crops,Other oilseeds,306,Fitzroy Basin,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,720749.2,,699306.75,,Broadacre crops,Other oilseeds,307,North Queensland Dry Tropics,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,102309.46,**,99265.73,**,Broadacre crops,Other oilseeds,310,Reef Catchments,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,1976253.18,**,1917459.21,**,Broadacre crops,Other oilseeds,311,South East Queensland,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,738554.54,**,716582.37,**,Broadacre crops,Other oilseeds,314,Terrain NRM,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,462371.21,**,448615.56,**,Broadacre crops,Other oilseeds,401,Adelaide and Mount Lofty Ranges,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,41461.77,**,40228.28,**,Broadacre crops,Other oilseeds,408,South East,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,816.11,^,791.83,^,Broadacre crops,Other oilseeds,501,Northern Agricultural,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,344496.86,**,334248.01,**,Broadacre crops,Other oilseeds,502,Peel-Harvey,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,589197.6,,571668.84,,Broadacre crops,Other oilseeds,504,Rangelands,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,2364417.54,*,2294075.6,*,Broadacre crops,Other oilseeds,601,Cradle Coast,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,467513.02,^,453604.4,^,Broadacre crops,Other oilseeds,602,North,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,47734.52,*,46314.41,*,Broadacre crops,Other oilseeds,603,South,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,3449.23,*,3346.62,*,Broadacre crops,Other oilseeds,701,Northern Territory,,,
