Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,SA4,SA4 name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,741702.13,^,726363.05,^,Fruit and nuts,All other fruit n.e.c.,101,Capital Region,,,
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,183231.58,*,179442.19,*,Fruit and nuts,All other fruit n.e.c.,102,Central Coast,,,
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,2938739.32,*,2877963.5,*,Fruit and nuts,All other fruit n.e.c.,103,Central West,,,
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,87813318.54,^,85997258.81,^,Fruit and nuts,All other fruit n.e.c.,104,Coffs Harbour - Grafton,,,
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,480881.43,**,470936.36,**,Fruit and nuts,All other fruit n.e.c.,108,Mid North Coast,,,
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,6781440.78,**,6641194.39,**,Fruit and nuts,All other fruit n.e.c.,109,Murray,,,
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,12724731.31,^,12461572.23,^,Fruit and nuts,All other fruit n.e.c.,112,Richmond - Tweed,,,
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,4743613.22,^,4645510.96,^,Fruit and nuts,All other fruit n.e.c.,113,Riverina,,,
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,407476.45,*,399049.46,*,Fruit and nuts,All other fruit n.e.c.,114,Southern Highlands and Shoalhaven,,,
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,2220267.6,**,2174350.44,**,Fruit and nuts,All other fruit n.e.c.,115,Sydney - Baulkham Hills and Hawkesbury,,,
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,641310.55,*,628047.66,*,Fruit and nuts,All other fruit n.e.c.,123,Sydney - Outer South West,,,
