Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRM_Code,NRM name
9100358,Livestock slaughtered and other disposals - Pigs,224423366.6,^,217094081.6,^,Livestock slaughtered and other disposals,Pigs,1,New South Wales
9100358,Livestock slaughtered and other disposals - Pigs,306344296.1,,296398837.3,,Livestock slaughtered and other disposals,Pigs,2,Victoria
9100358,Livestock slaughtered and other disposals - Pigs,293061756.3,,282671207.6,,Livestock slaughtered and other disposals,Pigs,3,Queensland
9100358,Livestock slaughtered and other disposals - Pigs,347016504.9,,317239957.4,,Livestock slaughtered and other disposals,Pigs,4,South Australia
9100358,Livestock slaughtered and other disposals - Pigs,162880973.6,,149034647.1,,Livestock slaughtered and other disposals,Pigs,5,Western Australia
9100358,Livestock slaughtered and other disposals - Pigs,8267623.21,^,7559726.36,^,Livestock slaughtered and other disposals,Pigs,6,Tasmania
