Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors,State_Code,State
AGFERTTYPELTRDTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Volume applied (L),160,,12,,9991,New South Wales and Australian Capital Territory
AGFERTTYPELTRDTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Volume applied (L),np,0,33,,9992,Victoria
AGFERTTYPELTRDTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Volume applied (L),np,0,,0,9993,Queensland
AGFERTTYPELTRDTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Volume applied (L),np,0,,0,9994,South Australia
AGFERTTYPELTRDTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Volume applied (L),np,0,10,,9995,Western Australia
AGFERTTYPELTRDTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Volume applied (L),np,0,,0,9996,Tasmania
