Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors,State_Code,State
LMSOILENHAHABI_F,Soil management - Soil enhancer use - Biochar - Area applied to (ha),"1,388",,32,,9991,New South Wales and Australian Capital Territory
LMSOILENHAHABI_F,Soil management - Soil enhancer use - Biochar - Area applied to (ha),np,0,,0,9992,Victoria
LMSOILENHAHABI_F,Soil management - Soil enhancer use - Biochar - Area applied to (ha),287,,,0,9993,Queensland
LMSOILENHAHABI_F,Soil management - Soil enhancer use - Biochar - Area applied to (ha),"1,268",,43,,9994,South Australia
LMSOILENHAHABI_F,Soil management - Soil enhancer use - Biochar - Area applied to (ha),"1,370",,15,,9995,Western Australia
LMSOILENHAHABI_F,Soil management - Soil enhancer use - Biochar - Area applied to (ha),np,0,,0,9996,Tasmania
LMSOILENHAHABI_F,Soil management - Soil enhancer use - Biochar - Area applied to (ha),np,0,,0,9997,Northern Territory
