Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,SA4,SA4 name
4208158,Fruit and nuts - Nuts - Almonds,17297174.52,,17297121.29,,109,Murray
4208158,Fruit and nuts - Nuts - Almonds,1942019.27,**,1942013.29,**,112,Richmond - Tweed
4208158,Fruit and nuts - Nuts - Almonds,47229885.65,,47229740.31,,113,Riverina
4208158,Fruit and nuts - Nuts - Almonds,5823718.39,,5786595.95,,209,Melbourne - North East
4208158,Fruit and nuts - Nuts - Almonds,368463712.5,,366114994.9,,215,North West
4208158,Fruit and nuts - Nuts - Almonds,5041126.14,*,5034678.97,*,402,Adelaide - North
4208158,Fruit and nuts - Nuts - Almonds,196108.29,**,195857.48,**,403,Adelaide - South
4208158,Fruit and nuts - Nuts - Almonds,68835982.48,,68747947.21,,407,South Australia - South East
4208158,Fruit and nuts - Nuts - Almonds,25.54,**,25.54,**,501,Bunbury
4208158,Fruit and nuts - Nuts - Almonds,953992.95,^,953992.95,^,511,Western Australia - Outback (South)
