Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors,State_Code,State
LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"579,824",0,,0,9991,New South Wales
LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"343,595",,,0,9992,Victoria
LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"143,032",,807,0,9993,Queensland
LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"816,378",0,,0,9994,South Australia
LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"1,114,097",0,,0,9995,Western Australia
LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"5,825",,77,,9996,Tasmania
LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"1,217",,2,,9997,Northern Territory
LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"579,824",0,,0,9991,Australian Capital Territory
