Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRMR_Code,NRMR name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",5374623.99,^,4837161.59,^,"Nurseries, cut flowers or cultivated turf",Outdoor,101,Central Tablelands,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",149043.91,**,134139.52,**,"Nurseries, cut flowers or cultivated turf",Outdoor,101,Central Tablelands,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",2523389.68,,2271050.71,,"Nurseries, cut flowers or cultivated turf",Outdoor,102,Central West,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",705632.75,,635069.47,,"Nurseries, cut flowers or cultivated turf",Outdoor,102,Central West,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",98025659.43,^,88223093.49,^,"Nurseries, cut flowers or cultivated turf",Outdoor,103,Greater Sydney,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",6124323.62,^,5511891.26,^,"Nurseries, cut flowers or cultivated turf",Outdoor,103,Greater Sydney,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",16826205.73,*,15143585.16,*,"Nurseries, cut flowers or cultivated turf",Outdoor,104,Hunter,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",714481.13,**,643033.02,**,"Nurseries, cut flowers or cultivated turf",Outdoor,104,Hunter,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",6719781.51,^,6047803.36,^,"Nurseries, cut flowers or cultivated turf",Outdoor,105,Murray,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",44481648.18,^,40033483.36,^,"Nurseries, cut flowers or cultivated turf",Outdoor,106,North Coast,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",3637705.49,^,3273934.94,^,"Nurseries, cut flowers or cultivated turf",Outdoor,106,North Coast,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",636646.26,**,572981.63,**,"Nurseries, cut flowers or cultivated turf",Outdoor,109,Northern Tablelands,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",115492.69,*,103943.42,*,"Nurseries, cut flowers or cultivated turf",Outdoor,109,Northern Tablelands,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",17528803.25,,15775922.93,,"Nurseries, cut flowers or cultivated turf",Outdoor,110,Riverina,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",56917.8,*,51226.02,*,"Nurseries, cut flowers or cultivated turf",Outdoor,110,Riverina,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",5867744.51,*,5280970.06,*,"Nurseries, cut flowers or cultivated turf",Outdoor,111,South East NSW,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",1920293.87,^,1728264.49,^,"Nurseries, cut flowers or cultivated turf",Outdoor,111,South East NSW,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",5348153.84,**,4813338.46,**,"Nurseries, cut flowers or cultivated turf",Outdoor,112,Western,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",9062870.28,^,8156583.25,^,"Nurseries, cut flowers or cultivated turf",Outdoor,201,Corangamite,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",18547043.39,,16692339.05,,"Nurseries, cut flowers or cultivated turf",Outdoor,201,Corangamite,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",725042.74,*,652538.46,*,"Nurseries, cut flowers or cultivated turf",Outdoor,202,East Gippsland,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",1010487.69,*,909438.92,*,"Nurseries, cut flowers or cultivated turf",Outdoor,202,East Gippsland,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",4807866.23,**,4327079.61,**,"Nurseries, cut flowers or cultivated turf",Outdoor,203,Glenelg Hopkins,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",150600.11,**,135540.1,**,"Nurseries, cut flowers or cultivated turf",Outdoor,203,Glenelg Hopkins,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",25044080.5,*,22539672.45,*,"Nurseries, cut flowers or cultivated turf",Outdoor,204,Goulburn Broken,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",5396528.94,**,4856876.05,**,"Nurseries, cut flowers or cultivated turf",Outdoor,204,Goulburn Broken,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",39042182.73,^,35137964.46,^,"Nurseries, cut flowers or cultivated turf",Outdoor,205,Mallee,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",9394335.14,,8454901.63,,"Nurseries, cut flowers or cultivated turf",Outdoor,206,North Central,,,
