Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRMR_Code,NRMR name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",10257567.56,^,9231810.8,^,"Nurseries, cut flowers or cultivated turf",Nurseries,101,Central Tablelands,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",3882373.89,,3494136.5,,"Nurseries, cut flowers or cultivated turf",Nurseries,102,Central West,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",140223636.8,,126201273.1,,"Nurseries, cut flowers or cultivated turf",Nurseries,103,Greater Sydney,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",23743462.97,*,21369116.68,*,"Nurseries, cut flowers or cultivated turf",Nurseries,104,Hunter,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",7044011.51,^,6339610.36,^,"Nurseries, cut flowers or cultivated turf",Nurseries,105,Murray,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",72745579.11,^,65471021.2,^,"Nurseries, cut flowers or cultivated turf",Nurseries,106,North Coast,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",1977549.58,*,1779794.62,*,"Nurseries, cut flowers or cultivated turf",Nurseries,109,Northern Tablelands,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",19440007.42,,17496006.68,,"Nurseries, cut flowers or cultivated turf",Nurseries,110,Riverina,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",9887241.82,*,8898517.64,*,"Nurseries, cut flowers or cultivated turf",Nurseries,111,South East NSW,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",5483594.9,**,4935235.41,**,"Nurseries, cut flowers or cultivated turf",Nurseries,112,Western,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",25485380.62,^,22936842.56,^,"Nurseries, cut flowers or cultivated turf",Nurseries,201,Corangamite,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",1602864.73,*,1442578.26,*,"Nurseries, cut flowers or cultivated turf",Nurseries,202,East Gippsland,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",7186557.25,**,6467901.52,**,"Nurseries, cut flowers or cultivated turf",Nurseries,203,Glenelg Hopkins,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",36711260.3,*,33040134.27,*,"Nurseries, cut flowers or cultivated turf",Nurseries,204,Goulburn Broken,,,
1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",43549553.42,^,39194598.08,^,"Nurseries, cut flowers or cultivated turf",Nurseries,205,Mallee,,,
