Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
9100158,Livestock slaughtered and other disposals - Cattle and calves,2387243142,,2213929770,,1,New South Wales
9100158,Livestock slaughtered and other disposals - Cattle and calves,2048104352,,1870631718,,2,Victoria
9100158,Livestock slaughtered and other disposals - Cattle and calves,5472550321,,4995195654,,3,Queensland
9100158,Livestock slaughtered and other disposals - Cattle and calves,484174735.1,,443866448.4,,4,South Australia
9100158,Livestock slaughtered and other disposals - Cattle and calves,796233331.1,,721586788.9,,5,Western Australia
9100158,Livestock slaughtered and other disposals - Cattle and calves,337003448.1,,309411025.9,,6,Tasmania
9100158,Livestock slaughtered and other disposals - Cattle and calves,492034987.1,,443388657.1,,7,Northern Territory
9100158,Livestock slaughtered and other disposals - Cattle and calves,2409945.25,^,2235555.94,^,8,Australian Capital Territory
