Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors,State_Code,State
LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),"1,010,844",0,,0,9991,New South Wales and Australian Capital Territory
LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),"820,560",0,,0,9992,Victoria
LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),"527,069",0,,0,9993,Queensland
LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),"1,302,160",0,,0,9994,South Australia
LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),"2,065,260",0,,0,9995,Western Australia
LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),"3,176",,65,,9996,Tasmania
LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),22,,1,,9997,Northern Territory
