Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRM_Code,NRM name
3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,64916299.92,,58785094.96,,Vegetables for human consumption,Fresh market and processing,1,New South Wales
3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,116973431.4,^,107865919.5,^,Vegetables for human consumption,Fresh market and processing,2,Victoria
3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,41323051.3,,37609348.46,,Vegetables for human consumption,Fresh market and processing,3,Queensland
3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,168448327.5,,151752350.7,,Vegetables for human consumption,Fresh market and processing,4,South Australia
3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,49379444.68,,44271262.24,,Vegetables for human consumption,Fresh market and processing,5,Western Australia
3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,110541054.2,,110538836.8,,Vegetables for human consumption,Fresh market and processing,6,Tasmania
