Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRM_Code,NRM name
3601858,Vegetables for human consumption - Brussels sprouts,37858.82,^,34072.94,^,Vegetables for human consumption,Brussels sprouts,1,New South Wales
3601858,Vegetables for human consumption - Brussels sprouts,3867805.08,,3530481.07,,Vegetables for human consumption,Brussels sprouts,2,Victoria
3601858,Vegetables for human consumption - Brussels sprouts,1763446.7,*,1594161.03,*,Vegetables for human consumption,Brussels sprouts,3,Queensland
3601858,Vegetables for human consumption - Brussels sprouts,17852371.37,,16087725.24,,Vegetables for human consumption,Brussels sprouts,4,South Australia
3601858,Vegetables for human consumption - Brussels sprouts,761.22,,750.48,,Vegetables for human consumption,Brussels sprouts,5,Western Australia
3601858,Vegetables for human consumption - Brussels sprouts,960466.21,**,947468.43,**,Vegetables for human consumption,Brussels sprouts,6,Tasmania
