DATE,LGA_CODE,LGA Name,"Agriculture, forestry and fishing (%)",Mining (%),Manufacturing  (%),"Electricity, Gas, Water & Waste Services (%)",Construction (%),Wholesale trade (%),Retail trade (%),Accommodation and food services (%),"Transport, Postal and Warehousing (%)",Information media and telecommunications (%),Financial and insurance services (%),"Rental, Hiring, & Real Estate Services (%)",Professional Scientific & Technical Services (%),Administrative and support services (%),Public administration and safety (%),Education and training (%),Health care and social assistance (%),Arts and recreation services (%),Other services (%),Total persons employed (no.)
2011,21180,Brimbank (C),0.3,0.1,15.7,0.9,7.8,4.6,11,6.6,9.2,1.6,4.3,1.1,4.8,4,4.5,5.4,9.1,1.5,3.7,76382
2011,21270,Buloke (S),30.1,0.4,4.8,0.5,5.6,4,7.6,3.6,6.3,0.8,0.8,0.4,1.6,1.4,5.5,8.3,11.7,0.4,3.2,2726
2011,21370,Campaspe (S),12.9,0.5,14.5,1.3,8,2.7,11.4,6.6,3.9,0.6,1.7,0.9,3.1,1.7,3.8,6.8,12.1,1.2,3.8,15941
2011,21450,Cardinia (S),3.3,0.4,13.7,1.2,13.6,6.1,11.4,4.4,5,1.3,2.2,1.4,4.6,2.8,4,7.1,9.5,1.5,4.4,36256
2011,21610,Casey (C),0.7,0.2,17.5,1.1,10.1,6.5,11.8,4.8,5.5,1.5,3.4,1.2,4.7,3.3,3.9,5.5,10.1,1.3,4.2,119534
2011,21670,Central Goldfields (S),6.3,0.7,17.1,0.8,7.1,2.1,14.6,5.7,4.9,1.3,1.4,0.5,2.4,2.3,5.1,7,14.3,1.3,3.2,4428
2011,21750,Colac-Otway (S),12,0.3,12.7,1,7.5,2.5,10.5,8.4,4.2,1,1.3,0.9,3,4.9,4.8,6,12.6,1.2,3.2,9477
2011,21830,Corangamite (S),30.5,0.4,8.7,1,6.1,2.7,9.7,5.1,4.3,0.4,0.9,0.3,2.2,1.9,3.7,6.3,9.8,0.8,2.4,7566
2011,21890,Darebin (C),0.3,0.2,8.4,0.9,6.3,4,9.6,7.1,4.2,3,4.7,1.2,9.6,3.7,6.6,9.9,12.4,2.3,3.4,63808
2011,22110,East Gippsland (S),8.2,1,8.7,1.3,9.9,2.8,12.1,8.7,4.2,0.6,1.2,1.2,3.2,2.3,5,9,13.4,1.2,3.5,17047
2011,22170,Frankston (C),0.4,0.2,14,1,11.6,5.4,12.3,5.1,4.2,1.5,2.8,1.4,4.9,3.4,4.4,6.9,11.9,1.5,4.3,60579
2011,22250,Gannawarra (S),23.9,1,7.8,2.5,6.9,2.5,11.6,4.7,4.5,0.5,1.7,0.4,2.4,1.8,5.2,5.5,10.5,0.7,3.7,4378
2011,22310,Glen Eira (C),0.2,0.2,6.9,0.9,5.5,5.2,10.3,5.6,2.9,3.1,6.4,1.8,13.4,3.6,4.7,9.8,12,2.1,3.3,66044
2011,22410,Glenelg (S),12.7,0.4,16.5,1.1,6.8,2.6,9.5,6.8,5.5,0.5,1.2,1,2.8,2,4.8,6.7,12.3,1.1,3.3,8801
2011,22490,Golden Plains (S),7.8,0.5,13,1.2,10,3.6,10.6,4.5,5.5,1.2,1.6,1.1,3.9,2.3,6.1,7.3,12.6,1,4.1,8976
2011,22620,Greater Bendigo (C),2.4,1.5,10.2,1.4,9.1,2.6,12.9,6.5,3.7,1.4,3.8,1,4.1,2.6,6.2,8.7,15.1,1.3,3.8,45744
2011,22670,Greater Dandenong (C),1,0.1,22.8,0.8,6.4,5.9,10.6,6.2,5.6,1.6,3.4,0.9,4.4,3.9,3.2,4.3,9.7,0.9,3.9,54074
2011,22750,Greater Geelong (C),1,0.3,11.3,1.2,9.8,3.3,12.7,6.7,4.3,1.3,2.9,1.3,5,3,6.1,9.1,13.6,1.6,3.6,95399
2011,22830,Greater Shepparton (C),8.2,0.2,12.4,2.2,8,3.4,12.7,5.2,4.1,1.1,1.8,0.8,3.8,2.7,4.1,7.8,14.1,0.8,4.1,26651
2011,22910,Hepburn (S),7.1,0.5,8.4,0.7,8.4,2.4,10,9.9,4.3,1.4,1.4,1.4,5.7,2.4,6.3,8.7,13.4,1.8,3.3,6199
2011,22980,Hindmarsh (S),26.8,0.2,7.8,0.8,3.5,2.9,8.4,3.3,6.9,0.7,1.1,0.2,2,1.4,4.9,6.7,17.2,0.9,3,2436
2011,23110,Hobsons Bay (C),0.2,0.2,11.3,0.9,7.7,4.6,9.1,5.8,7.5,2.4,4.9,1.5,8.2,3.6,6.4,7.8,9.4,2.1,3.4,39441
2011,23190,Horsham (RC),9.5,0.9,5.3,1.9,8.4,4.4,12.7,6.4,4.7,1.2,2,0.9,3.1,2.7,5.9,6.4,15.5,1.2,5,9176
2011,23270,Hume (C),0.3,0.1,13.9,1,10,4.5,11.1,5.9,10.1,1.4,3.6,1.3,4.3,3.6,5.5,6,9.2,1.2,3.9,70926
2011,23350,Indigo (S),8.3,0.3,15.3,0.4,7.2,2.8,9.9,6.4,4.2,0.6,1.1,0.9,4.1,2.6,8.1,8.5,14,0.7,2.8,7355
2011,23430,Kingston (C) (Vic.),0.2,0.1,12.6,1,8.5,5.7,11,5,4,2.1,4.8,1.4,8.1,3.4,5.1,7.9,11,1.7,3.7,70388
2011,23670,Knox (C),0.2,0.1,13.9,1,9.6,6.9,12.3,4.8,3.7,2,4.1,1.2,6.9,3.2,4.4,7,10.8,1.3,4.4,77597
2011,23810,Latrobe (C) (Vic.),2.2,1.8,9.7,6.5,9.9,2.3,12.6,6.3,3.5,1,2,1.1,3.4,2.8,7.4,7.8,12.9,0.9,3.6,30259
2011,23940,Loddon (S),37.3,0.5,7.4,1.3,5.1,2.1,7.3,3.2,3.6,0.2,1.2,0.5,1.6,1.4,5.4,6.2,10.2,0.7,2.6,2937
2011,24130,Macedon Ranges (S),2.7,0.3,9.3,0.9,11,3.3,9.7,4.8,7.3,1.5,3,1.5,6.7,2.9,7.2,9.4,10.3,2.3,3.7,20656
2011,24210,Manningham (C),0.2,0.2,7.9,0.7,7.5,5.6,12.4,6.5,3.1,2.2,5.7,1.9,10.7,3,4.1,8.3,12,1.6,3.9,53188
2011,24250,Mansfield (S),9.4,1.2,4.5,0.8,11,1.9,12,13.1,3.6,1,1,2,4,2.8,5.3,11.2,8.9,1.2,3.3,3713
2011,24330,Maribyrnong (C),0.2,0.2,9.5,1,5.1,4.4,9.3,7.4,5.8,3.1,5.6,1.4,9,4.4,6.5,8.2,10.1,2.9,3.1,34674
2011,24410,Maroondah (C),0.3,0.2,11.5,0.9,10.4,5.1,11.6,4.5,3,2,4.2,1.4,7.7,3.6,5.3,8.5,12.1,1.4,4.3,52983
2011,24600,Melbourne (C),0.3,0.4,4.2,1,3,3.5,7.6,10.7,2.6,3.6,8.1,1.7,18.8,3.4,5,8.4,10,3.1,2.4,48773
2011,24650,Melton (C),0.3,0.2,12.7,1,10.6,4.7,11.2,5.4,10.1,1.6,4.1,1.3,4.7,3.6,5.3,6.1,9.3,1.5,3.8,50935
2011,24780,Mildura (RC),11.1,1.2,7.7,1.4,6.7,3.2,13.6,7.3,4.8,1,1.8,0.9,3.3,3.3,5.4,8.3,11.9,1,3.6,21477
2011,24850,Mitchell (S),3,0.5,12.4,1.1,11.6,3.5,9.9,5.4,7,0.9,1.8,1.2,3.4,2.7,10.8,6.7,9.8,1.3,4.1,15961
2011,24900,Moira (S),16.5,0.2,14.8,0.9,7.8,3.3,10.7,7.4,4,0.5,1.3,0.8,2.6,1.8,3.1,5.7,11.6,1,3.4,11661
2011,24970,Monash (C),0.2,0.2,9.9,0.9,5.7,5.9,11.2,6.7,3.5,2.5,5.6,1.3,10.6,3.5,4.2,9.4,11.3,1.4,3.5,78333
2011,25060,Moonee Valley (C),0.2,0.2,7.7,0.9,7.5,4.1,10,5.8,6,2.3,5.7,1.6,10.1,3.3,6.5,9.7,10.6,2.5,3.1,53139
2011,25150,Moorabool (S),4.4,0.8,9.4,1.4,12.3,3.8,9.8,5.1,7.6,1.2,2,1.2,5.1,2.7,7,8.4,10.5,1.5,3.5,13327
2011,25250,Moreland (C),0.2,0.2,8,0.9,6.7,3.9,8.9,7,5,2.9,5,1.1,9.7,3.7,6.7,10.1,11.4,2.5,3.6,69855
2011,25340,Mornington Peninsula (S),1.5,0.3,9.8,0.9,13,3.9,12.3,6.5,3,1.1,2.1,1.9,5.7,3.5,5.8,8.2,12.3,1.9,3.9,63628
2011,25430,Mount Alexander (S),4.5,0.7,13.5,0.7,7.7,2.3,11.4,5.2,3.1,1.8,1.2,1,5.2,2.5,6.9,9.6,15,2.1,3.3,7425
2011,25490,Moyne (S),27.6,0.3,7.7,1.1,7.8,2.6,8.5,6.3,3.5,0.4,1.2,0.5,2.7,1.9,4.6,6.4,10.7,0.9,2.5,7824
2011,25620,Murrindindi (S),11.3,0.4,7.8,1.1,11.9,3,9,7.6,3.8,0.7,1.1,1,3.3,2.3,7.1,8.9,11.6,1.9,3.1,5939
2011,25710,Nillumbik (S),0.5,0.2,8.9,0.9,12.3,4.7,9.9,4.3,3.5,1.9,3.7,1.3,8.7,3,5.8,10.8,12.4,1.9,3.7,33078
2011,25810,Northern Grampians (S),13.4,4.3,11.7,0.9,5.4,2.7,10.7,8,2.8,0.4,0.9,0.6,2.6,2.2,6.7,6.1,13.8,1.5,3.1,5178
2011,25900,Port Phillip (C),0.2,0.4,5.5,1,5.1,4.4,7.8,6.5,2.9,4.4,7.8,2.2,17.4,4.3,4.8,7.4,9.7,3.2,2.9,54934
2011,25990,Pyrenees (S),22.3,0.7,10.9,0.6,7.4,2.7,8.7,4.9,5.2,0.8,1.2,0.5,2.5,1.5,7.3,6,10,1.2,3,2598
2011,26080,Queenscliffe (B),1.3,0.3,5.6,0.8,8,2,9.8,11.7,3.6,1.6,2.9,1.6,8.9,3.1,9.5,12.2,12.8,1.9,2.5,1153
2011,26170,South Gippsland (S),16.7,0.9,9.6,1.7,9.6,3.9,10.2,5.9,4.2,0.7,1.5,1,3.6,2.1,3.9,6.6,10.6,1.4,3.5,12493
2011,26260,Southern Grampians (S),18.7,2.2,5.2,0.6,6.9,3.4,10.1,6.4,3.6,1.3,1.7,0.7,3,1.6,6.3,8,14.3,0.6,3.1,7726
2011,26350,Stonnington (C),0.3,0.4,4.9,0.9,4.3,4.6,9.4,6.6,2.1,3.4,8.3,2.6,17.1,3.9,4.1,7.7,11.9,2.5,2.7,50934
2011,26430,Strathbogie (S),20.2,0.4,8.8,0.8,8,2.5,8.4,6,5.4,0.8,1.4,0.7,3.2,2.4,6.3,6.8,10.6,1.9,2.9,4155
2011,26490,Surf Coast (S),3.7,0.3,7.5,1.2,12.6,4.4,10.1,8.4,2.7,1.3,2.5,1.7,6.7,2.8,5.2,10.2,12.1,1.8,3.2,12491
2011,26610,Swan Hill (RC),18.3,0.4,9.1,0.9,6.5,3.8,11.2,5.7,4.6,0.6,1.8,0.5,2.6,2.1,5.2,7.5,11.8,1,3.5,8952
2011,26670,Towong (S),24.2,0.5,7.2,1.5,8.6,3.5,7.3,5.4,4,0.5,1.3,0.5,2.9,1.3,6.1,7.7,11.7,0.4,3.3,2752
2011,26700,Wangaratta (RC),7.8,0.3,13.1,0.6,6.9,3,11.5,7.3,3.9,1.2,1.7,0.9,3.3,3.2,6.4,7,15.7,1.1,3.5,12579
2011,26730,Warrnambool (C),2.3,0.4,10.3,1.4,8.8,3.8,13.7,8.8,3.6,1.2,2.2,1.3,3.9,2.7,4.9,9.2,14.9,1.5,3.5,15121
2011,26810,Wellington (S),11.8,4,7.1,1.9,8.5,1.9,11.3,5.9,3.5,0.4,1.4,0.9,3.2,2.5,8.2,8.1,12.5,1,3.7,17886
2011,26890,West Wimmera (S),44.3,0.5,4,0.4,3.9,1.9,6.4,2.5,4.1,0.2,1,0.3,1.3,1.2,5.5,6.2,11.4,0.3,1.2,2037
2011,26980,Whitehorse (C),0.2,0.2,8.1,0.9,6,5.2,10.5,6.1,3,2.7,5.5,1.5,11,3.6,5.1,10.1,12.7,1.7,3.7,71321
2011,27070,Whittlesea (C),0.5,0.1,14.2,1.1,10.5,4.6,12.2,5.1,6.8,1.6,3.8,1.2,4.7,3.4,5.1,5.9,11.2,1.2,3.8,71492
2011,27170,Wodonga (C),0.9,0.2,13.5,0.7,8,3.2,12.4,6.3,4.8,1,2,1.1,3.7,2.6,13.2,7.2,12.7,0.8,3.7,16888
2011,27260,Wyndham (C),0.6,0.2,11.8,1,8.3,5.2,10.6,5.4,9,2.1,5,1.4,6.4,3.9,6.2,5.8,9.3,1.9,3.4,77258
2011,27350,Yarra (C),0.3,0.3,5.2,1,3.8,3.4,7.7,7.2,2.2,4.4,6.5,1.5,17,3.6,6.3,9.7,11.8,3.3,2.9,43040
2011,27450,Yarra Ranges (S),1.9,0.2,12.5,1,13.1,5.3,11.1,5.1,3.4,1.5,2.4,1.3,5.9,3.4,4.4,8.1,10.9,1.6,4.6,73581
2011,27630,Yarriambiack (S),28.2,0.3,4.2,0.9,5,3.5,8.8,3.2,6.3,0.5,1.2,0.2,2.3,1.3,4,7.2,17,0.3,3.2,2844
2011,29399,Unincorporated Vic,4.4,1.4,3.2,,3.6,0.6,4.4,40.8,8.9,,1.4,6.3,2.2,2.4,1.8,8.5,2,5.1,0.6,505
2011,30250,Aurukun (S),,1.3,,,,,4.3,,,,,,,1.3,30.3,15,12,7.7,22.2,234
2011,30300,Balonne (S),36.7,0.7,1.9,1.3,5.2,2.7,8.7,4.3,3.5,0.1,1,0.7,2,1.4,5.9,7.4,8.7,0.3,3.1,2300
2011,30370,Banana (S),18,16.7,8,4,5,2.2,7.4,4.8,3.2,0.3,1.3,0.9,2.1,2.9,4.7,6.6,6.6,0.2,3,7526
2011,30410,Barcaldine (R),31.9,2.1,2.9,1.2,10.1,1.4,6.3,3.6,5.2,0.4,0.2,0.7,2.7,0.9,10.2,5.8,9,0.5,2.4,1639
2011,30450,Barcoo (S),46.8,1.4,,,4.1,1.4,1.8,5,2.8,,,,,,21.6,7.8,3.7,1.4,,218
2011,30760,Blackall-Tambo (R),31,2.8,3.1,0.8,6.2,2.5,10.1,4.6,3.9,0.3,0.4,0.3,1.6,1.2,9.5,6.4,9.3,1.1,1.5,1116
2011,30900,Boulia (S),45.9,,,1.7,6,1.3,4.3,3,2.6,,,,,,18.9,4.7,4.3,,2.1,233
2011,31000,Brisbane (C),0.3,1.5,7.1,1.1,6.7,3.8,9.1,6.5,5,1.7,4.1,1.9,11.1,3.4,7.9,9.1,12.9,1.5,3.4,540390
2011,31750,Bulloo (S),39.1,7.6,,,7.1,1.3,4.6,3.8,2.5,,,,,1.7,20.6,2.1,1.3,1.3,,238
2011,31820,Bundaberg (R),9.4,2.3,8.6,1.1,8,3,12.8,6.4,3.8,0.7,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,34012
2011,31900,Burdekin (S),20,2.9,14.5,1.8,5.6,2.2,10.2,4.7,3,0.5,1.6,0.8,3.1,1.6,4.6,7.1,9.3,0.4,4.1,8014
2011,31950,Burke (S),23.6,26.4,1.4,,7.2,,3.1,5.5,4.1,,,,2.7,3.4,12.3,3.8,1,1,1,292
2011,32080,Cairns (R),1.3,1.4,5.1,1.1,8.8,3.2,11.8,9.6,6.7,0.9,1.7,2,5,3.7,8.3,8,12.8,1.8,4.1,69200
2011,32250,Carpentaria (S),24.4,6.8,2.8,0.4,3.6,2.8,6.7,7.9,6.4,0.8,0.9,1.2,0.8,2.8,9.5,7.4,9.2,0.4,1.6,850
2011,32260,Cassowary Coast (R),17.1,2,8.4,1.2,10.4,2.3,10.5,6.8,4.1,0.6,1.2,1.4,2.7,2.5,4.9,6.9,9.4,0.9,3.6,12475
2011,32270,Central Highlands (R) (Qld),11,26,3.4,0.7,7.9,2.7,7.3,6.5,4.2,0.4,1,1.8,2.9,2.2,3.8,6.6,4.5,0.5,4.2,15266
2011,32310,Charters Towers (R),11,13.7,4,0.6,7,1.8,10.2,6.3,4.6,0.5,0.7,1,2,1.9,6.5,11.5,9.9,0.4,3.5,5141
2011,32330,Cherbourg (S),2,2,,,5.4,,1.5,1.5,,,,,1.5,2,41.1,11.9,23.8,,5.4,202
2011,32450,Cloncurry (S),12.3,19,5.7,0.4,8.3,2,5.9,5.1,13.1,0.4,1.1,0.6,0.8,2,8.6,4.8,4.8,0.2,1.8,1678
2011,32500,Cook (S),12.2,1.8,0.9,1.1,9.9,1.1,7.8,12.8,3.4,0.3,0.6,1,1.4,2.8,14.3,7.8,10.7,2.6,2.7,1590
2011,32600,Croydon (S),39.6,,,,2.9,,,5,2.2,,,,,,25.9,5,2.2,,2.2,139
2011,32750,Diamantina (S),33.2,,,1.6,4.3,,3.2,11.8,7,,,,,,25.1,3.2,2.1,1.6,,187
2011,32770,Doomadgee (S),1.4,3.2,,1.1,8.4,,5.6,,,,,,1.1,1.4,16.1,17.9,15.1,,21.1,285
2011,32810,Douglas (S),4.1,1.2,4.7,0.8,7.1,1.1,10.6,24.6,8.4,0.8,1.1,2.8,3.1,5.5,4,5.7,7,1.8,3.1,5306
2011,33100,Etheridge (S),42.1,3.7,1.1,,5.7,0.7,3.3,9.2,2.6,,,,1.5,1.8,12.3,3.5,2.9,,2,456
2011,33200,Flinders (S) (Qld),35.3,1,2.7,0.9,5.9,0.8,8,5,11.9,,1,0.9,0.7,1.3,11.4,5.8,4.1,0.3,2.1,898
2011,33220,Fraser Coast (R),2.4,1.7,8,2,8.8,2.4,12.6,8.3,4.4,1.1,1.4,1.8,3.4,3.1,5.9,8.8,16.2,0.8,4.2,32234
2011,33360,Gladstone (R),1.5,3.4,17,2.6,13.8,2.4,9.5,5.9,7.7,0.4,1.1,1.8,7.2,2.5,3.9,6.3,6.4,0.5,3.4,28285
2011,33430,Gold Coast (C),0.4,0.7,7.6,0.7,11.3,3.7,12.4,9.6,3.9,1.7,2.8,2.7,6.3,4,4.3,7.1,11.1,2.9,4.1,231643
2011,33610,Goondiwindi (R),26.1,1.1,4.6,0.9,6.2,4,10.9,6.6,5.2,0.5,1.4,0.8,3.8,1.1,3.5,7,9.2,0.5,3.8,5058
2011,33620,Gympie (R),8.8,2.1,11.5,1,9.1,3.1,12,6.8,4.6,0.7,1.3,1.4,3.3,2.7,5.4,7.8,11.1,0.8,4.2,17352
2011,33800,Hinchinbrook (S),16.4,1.7,13.7,0.7,7.5,2,11,5.6,3.5,0.5,1.5,0.7,2.9,1.9,5.3,8.3,9.9,0.5,3.7,5216
2011,33830,Hope Vale (S),1.1,5.7,,,5.4,,2.9,,,,,,1.4,5,45.9,12.9,10.4,2.9,4.7,279
2011,33960,Ipswich (C),0.6,1,14.4,1.4,7.8,4.2,10.7,5.2,6.8,0.9,2.4,1.4,4.5,3.1,9.7,6.9,12.1,0.9,3.7,74810
2011,33980,Isaac (R),8.6,39.5,2.8,0.8,6.3,1.8,5.8,6.4,3.6,0.3,0.6,1.4,1.6,3,3.2,5.2,3.6,0.3,2.9,12069
2011,34420,Kowanyama (S),2.4,,,,1.7,,1.7,3.1,,,,,,3.1,61.4,12.2,7.1,,6.4,295
2011,34530,Livingstone (S),3.9,8.2,6.2,2.2,10.7,2.8,10.3,7.6,4.2,0.7,1.7,1.6,4,2.3,6.5,9.7,10.2,0.9,3.9,14733
2011,34570,Lockhart River (S),,,,,1.9,,3.1,,1.9,,,,,8.2,37.1,19.5,10.7,2.5,5.7,159
2011,34580,Lockyer Valley (R),12.2,1.2,9.6,1.1,7.7,4.6,10.9,5.9,7,0.6,1.5,1.2,3.5,2.4,5.7,8.2,9.5,0.9,3.6,14658
2011,34590,Logan (C),0.6,0.7,13.6,1,11.3,5.3,11.5,5.1,7.2,1,2.4,1.5,4.6,3.4,5.3,6.4,10.6,1.1,4.4,127307
2011,34710,Longreach (R),17,0.9,2.5,0.7,8.3,2.5,10.3,6.7,4.5,1.3,2,0.9,2.3,2,8.6,9.4,11.8,1.6,4.1,2217
2011,34770,Mackay (R),3.2,11.1,9.5,0.9,10.3,4.5,10.1,5.9,6.8,0.6,1.4,1.8,4.7,2.5,4,5.8,8.7,0.5,5.3,57343
2011,34800,McKinlay (S),39.7,20.9,1,0.4,6.2,,4.6,3.5,3.4,,0.4,1,0.7,1.2,7.9,1.5,3.1,,1.2,680
2011,34830,Mapoon (S),,,,,,,,,,,,,,,57.1,4.8,8.3,,17.9,84
2011,34860,Maranoa (R),19,6.1,5.3,1.8,8.6,2.5,9,5.3,5.1,0.6,1.3,1.2,2.4,1.2,7.4,6.1,10.3,0.4,3.5,6731
2011,34880,Mareeba (S),14.6,3.2,5.5,1.4,8.8,3.1,10.6,5.8,4.2,0.7,0.9,1.4,3.5,3.2,7.5,7.6,10,1.5,3.4,8171
2011,35010,Moreton Bay (R),1,1.1,9.9,1.4,10,3.9,11.5,5.6,6.5,1.2,2.8,1.7,5.7,3.2,7.3,6.9,12.7,1.2,4.1,174488
2011,35250,Mornington (S),4,1.4,,,8.6,,5.8,2.2,,,,,,2.2,26.3,14,16.5,4.7,12.2,278
2011,35300,Mount Isa (C),1.2,31.4,4.6,1.3,5.7,2.6,8,5.1,3.8,0.6,0.8,1.4,2.2,2.9,6,6.9,9.3,0.3,3.5,10334
2011,35600,Murweh (S),16.5,0.8,7,0.9,7.9,4.4,10.3,4.8,4.8,0.8,0.8,0.7,2.1,1.3,9.9,7.9,13.2,0.6,2.2,2267
2011,35670,Napranum (S),3.3,17,4.9,,,,2.2,,1.6,,,,1.6,4.9,24.7,4.9,18.1,1.6,12.6,182
2011,35740,Noosa (S),1.6,1.5,5.7,0.7,10.5,3,13.2,12.4,3.2,1.3,2.2,2.8,6.6,4,3.9,7.4,12.2,1.4,3.6,20768
2011,35760,North Burnett (R),31.8,3.8,4.2,0.9,5.7,2.2,8.4,4.7,4.3,0.3,1,0.5,1.3,2.4,5.8,7.1,9,0.4,2.3,4450
2011,35780,Northern Peninsula Area (R),0.5,0.4,0.5,1.2,4.2,,4.6,2.5,2,,0.4,,,2.2,20.9,13.4,20.5,1.7,20.5,762
2011,35790,Palm Island (S),,1.1,,,4.7,,2.5,1.5,,,,,1.5,3.6,24,15.2,22.7,1.8,19.3,612
2011,35800,Paroo (S),29.9,1.4,1.8,1.1,5,3.1,7.7,3.5,3.3,0.4,0.7,0.4,1.1,,15.1,8,10.8,0.8,2.5,840
2011,36070,Pormpuraaw (S),1.7,,,,1.7,,2.1,2.1,1.3,,,,,5.1,40.5,7.2,19,3.8,12.7,237
2011,36150,Quilpie (S),29.7,2,1.7,1.3,8.7,2.2,7.4,5.7,8.1,,1.1,0.6,0.9,0.6,13.1,6.1,6.3,0.6,1.1,543
2011,36250,Redland (C),0.6,1.1,10.6,1.2,11,5,11.4,5.3,5.9,1.4,2.9,1.7,6.3,3.3,5.9,7.1,11.7,1.1,4.3,67960
2011,36300,Richmond (S),39.6,0.7,2,0.9,2.2,1.5,5.7,5,4.8,,2,,0.7,0.9,12,4.8,7.6,0.7,2,460
2011,36370,Rockhampton (R),1.6,4.1,8.2,2.8,8,3.8,11.1,7.1,7,0.8,1.7,1.4,3.6,2.4,6.6,8.6,13.8,0.8,4.3,35103
2011,36510,Scenic Rim (R),8.9,0.9,8.9,1.5,10,3.7,9.5,7,4.5,1.1,1.3,1.5,4.5,2.7,6.3,8.4,10.7,1.7,4.1,16169
2011,36580,Somerset (R),9.6,1.5,13.6,1.7,8.6,3.6,10,4.3,7,0.7,1.3,1.3,3,2.2,7,7.5,9.9,1.1,3.7,8746
2011,36630,South Burnett (R),11.6,4,9.9,3.6,6.9,2.5,12.2,5.5,3.3,0.7,1,1,2.6,2.2,5,9.1,12.3,0.5,3.5,11917
2011,36660,Southern Downs (R),13.7,1,9.2,0.8,7.1,2.9,13,7.4,5.9,0.8,1.3,1.1,3.1,1.8,5.3,8.1,10.7,0.8,3.5,14340
2011,36720,Sunshine Coast (R),1.7,1.3,6.7,1,11.8,3.2,12.6,8.4,3.8,1.2,2.7,2.3,5.8,3.3,4.5,8.2,13.5,1.6,3.9,114306
2011,36820,Tablelands (R),11,4.4,6,1.1,8.8,2.2,12.3,6.4,3.8,0.7,1.2,1.2,4.3,2.1,6.3,9,11.8,1.1,3.6,9641
2011,36910,Toowoomba (R),6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,0.9,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,68825
2011,36950,Torres (S),2.2,0.2,0.9,1.5,6.7,0.4,7.2,6.3,8,1,0.2,0.4,1.4,2.8,19.7,13.9,21.4,0.6,1.9,1341
2011,36960,Torres Strait Island (R),,,0.5,0.7,3.5,,3.9,1,1.4,,,,,6,26.8,15,15.3,3.5,17.5,1513
2011,37010,Townsville (C),0.5,2.9,7.6,1.6,9.9,3,10.7,6.9,5.1,1.4,1.6,1.6,4.7,3,11.9,8.1,12.5,1.3,3.7,87019
2011,37300,Weipa (T),0.5,37,10.6,0.4,4.4,0.8,5.9,4.6,3.7,0.4,0.7,1.2,1.6,2.7,4.7,7.6,8.7,0.3,2.2,1845
2011,37310,Western Downs (R),18.8,5.7,6.1,2.3,10.1,2.9,10.1,5.7,4.1,0.4,1.3,1.1,3,1.6,5,7.1,7.7,0.5,3.4,14540
2011,37340,Whitsunday (R),8.3,7.1,5.9,0.9,10.1,2.3,10.3,14.7,7.5,0.6,1.1,1.9,3.2,3.7,3.5,4.7,6.7,0.9,3.5,15470
2011,37400,Winton (S),30.7,1.4,1,1.2,6.9,2,8.5,6.5,5.2,,0.6,0.4,0.7,1.4,13.6,5.6,7.4,0.9,1.9,691
2011,37550,Woorabinda (S),2.9,3.8,,,4.8,,1.9,,,,,,,1.4,19.7,15.9,31.3,1.9,8.7,208
2011,37570,Wujal Wujal (S),,,,,,,,,,,,,,20.6,43.3,9.3,13.4,3.1,9.3,97
2011,37600,Yarrabah (S),,2.6,1.3,,1.6,,1.6,,,,,,2.6,2.9,36.9,18,20.3,1.3,9.2,306
2011,40070,Adelaide (C),0.6,1.3,4.6,1.1,3.5,2.3,8.7,11.7,2,3,3.4,1.7,12.7,3.1,7.8,10.2,15.1,2.6,2.9,9091
2011,40120,Adelaide Hills (DC),3.8,1.3,8.1,1.2,8.2,3.4,9.2,4.9,2.8,1.5,2.7,1.3,8.5,3,7.8,10.9,14.4,1.5,3.7,20289
2011,40220,Alexandrina (DC),8.9,2,9.1,1.3,9.7,2.8,11,7.3,3.6,0.7,1.5,1.8,4.1,3.1,4.9,6.8,13.6,1.5,4.2,9926
2011,40250,Anangu Pitjantjatjara (AC),4.2,0.4,,2.1,5.9,,5,1.1,0.4,,,0.4,0.4,2.1,11.9,23.6,18.4,9.1,11.1,713
2011,40310,Barossa (DC),7.1,1.2,23,1,6.8,2.6,10.3,6.2,3.7,0.8,1.4,0.9,3.2,4.1,4.2,7.6,10.1,1.1,3.4,10982
2011,40430,Barunga West (DC),32.8,2.2,5.2,1.7,4.1,1.9,7,7.4,4.4,0.5,0.6,0.4,1.7,1,5,7.5,13.5,0.3,2.5,928
2011,40520,Berri and Barmera (DC),11.8,0.8,12,1.7,5.7,2.6,10.8,7.2,3.8,0.7,1.5,1,2.2,4,5.9,7.7,13.9,0.5,4.3,4308
2011,40700,Burnside (C),0.7,1.3,5.5,1.2,4.9,3.4,9.5,6.1,2,2.1,4.6,2.3,12.9,2.5,6.8,11.3,17.1,1.5,2.7,20300
2011,40910,Campbelltown (C) (SA),0.4,0.6,8.1,1.2,8.3,3.9,12,6.4,3.2,1.5,4,1.5,7.3,3.3,7.3,9.5,14,1.1,4.5,22224
2011,41010,Ceduna (DC),14.5,3.2,1.4,0.6,6.6,3.3,9.9,7.4,6.8,0.3,1.3,0.8,2,3.7,7.2,8.9,14,0.4,4.7,1694
