DATE,LGA_CODE,LGA Name,"Agriculture, forestry and fishing (%)",Mining (%),Manufacturing  (%),"Electricity, Gas, Water & Waste Services (%)",Construction (%),Wholesale trade (%),Retail trade (%),Accommodation and food services (%),"Transport, Postal and Warehousing (%)",Information media and telecommunications (%),Financial and insurance services (%),"Rental, Hiring, & Real Estate Services (%)",Professional Scientific & Technical Services (%),Administrative and support services (%),Public administration and safety (%),Education and training (%),Health care and social assistance (%),Arts and recreation services (%),Other services (%),Total persons employed (no.)
2011,41060,Charles Sturt (C),0.4,0.7,10.8,1.4,7.6,4.3,11.2,6.3,4.9,1.6,3.7,1.5,6.2,3.6,7.6,7.5,12.9,1.7,4.2,48457
2011,41140,Clare and Gilbert Valleys (DC),17.9,1.7,11.6,1.5,6.8,3,9.2,7.3,3.6,0.8,1.6,0.9,2.9,2.7,3.7,7.5,11.2,0.6,3.5,4225
2011,41190,Cleve (DC),40.9,0.9,1.2,1.6,4.9,2.7,9.3,3.8,6.7,1.1,1.7,0.3,1.8,1,2.8,5.6,9.1,0.3,4.3,922
2011,41330,Coober Pedy (DC),,11.6,1.7,0.6,5.4,1.5,13.2,15.8,2.8,,0.7,0.7,1.3,2.6,12.8,6.8,16.3,,3.9,688
2011,41560,Copper Coast (DC),7.5,2.2,5.5,1.3,9.9,4,14.9,7.5,4.3,0.8,1.9,1.5,2.3,2.7,5.1,7.8,13.8,0.7,4.4,4837
2011,41750,Elliston (DC),46.5,0.9,1.3,1.7,3.8,2.3,7,6.2,2.5,0.6,,,0.9,0.8,4.5,7.9,10.6,,0.6,529
2011,41830,Flinders Ranges (DC),10.9,4.7,3.8,3,6.1,1.7,7.4,11.2,6.7,0.9,1.2,0.7,1.8,2.5,6.9,11.5,12.9,1.2,3.2,759
2011,41960,Franklin Harbour (DC),22,15.6,3.8,1.3,6.5,2.9,8.5,8,3.6,,0.5,2,1.3,1.1,3.3,6.5,10.5,,1.8,550
2011,42030,Gawler (T),1.7,0.9,13.5,1.1,9,3.5,12.2,6.2,4.8,1.1,1.9,1.5,3.4,3.3,7.6,8.1,13.3,1.3,4,9285
2011,42110,Goyder (DC),31.5,1.5,10.4,0.8,4.6,1.7,9.1,6.2,3.8,0.6,1.1,0.5,1.8,2.4,3.6,5.7,9.3,0.3,3.1,1770
2011,42250,Grant (DC),21,0.4,12.9,1.3,8.4,3.3,9.5,5.2,4.9,0.8,1.3,1,2.4,2,3.7,6.3,8.5,0.7,3.9,3955
2011,42600,Holdfast Bay (C),0.4,1.2,6.6,1.4,7.8,3.4,10.4,6.8,3.4,1.7,4.3,2.1,7.3,3.2,7.6,10.3,14.8,1.9,3.5,17148
2011,42750,Kangaroo Island (DC),21,0.4,3.4,1.2,6.8,3.2,10.1,12.6,5.4,0.6,0.5,1.2,3,3.7,6.1,5.5,8.4,1.6,2.9,2199
2011,43080,Karoonda East Murray (DC),48.2,0.6,1.4,1,1.2,5.9,4.3,2,3,0.8,,0.8,1.4,1.2,3.3,7.3,10.8,,3.5,492
2011,43220,Kimba (DC),43.9,1,2.6,0.5,2.8,4.3,6,6.5,3.4,,2.6,,2.9,,4.5,5.2,9,,3.1,581
2011,43360,Kingston (DC) (SA),35.2,0.7,5.2,,7.4,3.2,10.2,6.3,3.5,0.9,1.1,0.7,0.8,0.9,2.2,6.3,8.6,0.8,3.4,1072
2011,43650,Light (RegC),9.3,1.3,17,1,8,3.1,9.8,5.5,4.7,0.8,1.6,0.8,3.2,3.2,6.3,7.1,10.8,1,3.2,6907
2011,43710,Lower Eyre Peninsula (DC),24.6,1.8,6,0.9,7.7,3.8,9,4.8,5.9,0.4,1.5,1,2.9,2.1,4.8,6.7,9.6,0.7,4.1,2334
2011,43790,Loxton Waikerie (DC),23.8,0.9,7.8,1.3,5.4,3,10.3,4.9,3.9,0.6,1.3,0.7,1.9,3.7,3.9,7.9,12.3,0.6,3.9,5127
2011,43920,Mallala (DC),8.9,1,14.7,1.6,10.7,5.4,9.8,4.1,8.4,0.8,1.4,0.6,2.9,2.9,6.3,3.7,10.2,1,4,3999
2011,44000,Maralinga Tjarutja (AC),0,,,,,,16.7,,,,,,,,16.7,12.5,,,,24
2011,44060,Marion (C),0.4,0.8,8.5,1.5,7.7,3.3,11.8,6.3,3.9,1.7,4.5,1.3,5.9,3.6,7.6,8.3,15.7,1.6,4,40272
2011,44210,Mid Murray (DC),19.3,0.7,12.1,1.4,6.7,2.5,9,7.4,6.3,0.5,0.8,1.4,1.9,3.4,5.8,5.2,9.2,0.9,3.7,3259
2011,44340,Mitcham (C),0.6,0.8,6.1,1.4,5.9,3,9.8,5.4,2.6,1.9,4.1,1.6,9.3,2.9,8.1,12.7,17.3,1.6,3.4,31216
2011,44550,Mount Barker (DC),3.6,1.7,8.4,1.4,8.9,3.6,12.2,5.7,3.9,1.5,2.6,1.4,6,3.4,7.8,8.2,12.6,1.4,4.2,15141
2011,44620,Mount Gambier (C),4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.8,4.4,11469
2011,44830,Mount Remarkable (DC),26.8,3.5,5.4,1.3,6.7,2.8,6.1,6,2.9,0.3,0.4,0.6,1.6,1.7,7.6,8.7,13.4,0.4,2.5,1269
2011,45040,Murray Bridge (RC),8.3,1,15.6,1.2,7.7,3.8,12.6,5.4,4.9,1.2,1.7,1,2.2,3,5.9,5.3,11.8,0.9,4.2,8019
2011,45090,Naracoorte and Lucindale (DC),25.2,0.3,12.6,1,6,3.7,11.8,4.9,3.6,0.4,1.6,1,2.7,2.1,3.8,5.2,8.5,0.5,3.2,4238
2011,45120,Northern Areas (DC),25.3,2,6.2,2.4,5.7,3.6,9.8,3.6,4.6,0.4,1.7,0.6,2.2,1.7,3.8,8.8,11.9,,3.6,2092
2011,45290,Norwood Payneham St Peters (C),0.5,1.1,6.2,1.1,6,3.2,9.4,7.4,2.3,2.3,3.7,1.5,11,3.3,8,10.4,16,1.9,3.2,17260
2011,45340,Onkaparinga (C),1.1,0.9,11.2,1.5,9.7,3.3,13,5.7,3.7,1.4,3.3,1.1,4.3,3.7,6.4,7,15.2,1.2,4.5,75908
2011,45400,Orroroo/Carrieton (DC),35.2,2.9,4,0.7,4.6,0.7,7.9,3.5,2.9,,,1.3,0.7,2,4.6,10.3,13.8,,2.6,455
2011,45540,Peterborough (DC),14.8,1.2,6.2,0.8,3.5,6.2,13.2,10.7,4.1,1.8,1,0.6,0.6,3.9,6.4,8.9,13,0.8,2.1,514
2011,45680,Playford (C),2.1,0.6,17.1,1.2,8.1,4.2,13.1,5.4,6.2,1,2,0.9,2.6,4.5,7.6,4.8,11.8,0.9,3.7,30591
2011,45890,Port Adelaide Enfield (C),0.7,0.6,12.9,1.4,6.6,3.8,10.3,6.7,5.4,1.7,2.9,1.1,5.3,4,8,6.8,14,1.3,4.2,49209
2011,46090,Port Augusta (C),0.7,3.7,4.1,4.6,7.5,1.3,11.7,9,6.1,0.9,1.6,1.1,2,3,13.1,8.2,15.5,0.5,3.5,5742
2011,46300,Port Lincoln (C),8.9,1.4,7.4,1.4,9.3,4.1,13.1,6.6,5.1,0.7,2.2,1.3,3.2,2.9,5.2,8,12.3,0.7,4.2,6416
2011,46450,Port Pirie City and Dists (M),4.3,2.6,14.4,2,6.3,2.1,13.7,6.9,4.5,0.9,1.4,0.8,1.7,2.9,5.3,7.7,16.2,0.6,3.6,6623
2011,46510,Prospect (C),0.6,0.7,8.1,1.2,6.2,3.3,10.4,6.9,3.2,2,3.3,1.6,7.6,3.2,9.3,10.8,14.7,1.6,3.7,10546
2011,46670,Renmark Paringa (DC),19.9,0.8,8.6,1.2,5.7,3.8,11.5,7,4,1,1.7,0.8,1.9,5.4,3.3,6.2,11.1,0.8,3,4106
2011,46860,Robe (DC),28,,5.2,0.6,10.4,3.8,8.4,17.3,2.4,0.7,0.8,2,2,1.8,3.2,4.8,5.3,0.4,1.3,711
2011,46970,Roxby Downs (M),0.1,49.4,3.3,0.8,9.2,2.9,4.2,6.4,1.5,0.3,0.7,1.3,1.7,6.2,1,4.2,2.3,0.7,1.8,2767
2011,47140,Salisbury (C),1.2,0.5,15.8,1.4,7.8,4.3,12.4,5.6,5.8,1.4,2.4,1,3.7,4.1,7.9,5.3,12.1,0.9,4.1,56951
2011,47290,Southern Mallee (DC),45.5,0.3,2.8,,3.6,3.8,7.4,3.7,3.3,,0.6,,0.5,2.2,3.6,6.3,10.2,,2.4,1046
2011,47490,Streaky Bay (DC),30.6,1.7,2.7,1,7.6,2.7,9.3,7,4.3,,0.8,0.4,2.1,1.5,4.1,7.9,9.5,0.3,3,996
2011,47630,Tatiara (DC),31.1,0.2,13.6,0.4,5.1,4.8,9.7,4.4,4.4,0.2,1.3,0.7,1.3,1.5,2.6,5.1,7.3,0.4,4,3397
2011,47700,Tea Tree Gully (C),0.3,0.7,10.9,1.5,9,3.7,12.2,5,4.2,1.6,3.8,1.3,5.3,3.4,9.2,8.1,13.1,1.1,4.5,48545
2011,47800,The Coorong (DC),37.5,0.8,4.9,0.2,4.3,3,9.4,4.8,5.5,0.3,1,0.4,1.6,1.6,4.1,5.6,9.3,0.7,2.7,2446
2011,47910,Tumby Bay (DC),31.9,2.4,3.7,1,8.9,2.9,8.8,6.9,4.1,,1.5,0.3,1.4,1.4,3.3,6.7,10.7,0.3,2.5,1182
2011,47980,Unley (C),0.4,1.2,5.4,1.2,4.7,3.1,9.4,6.5,2,2.3,4.6,2,12.3,3,7.9,11.3,16.2,1.8,3,18901
2011,48050,Victor Harbor (C),5.5,1.6,5.7,1.1,10.6,2.3,14,10,2.9,0.7,1.9,2.1,3.2,3.8,4.6,7.6,15.3,1.5,3.7,4649
2011,48130,Wakefield (DC),25.5,1.2,9.4,0.9,5.1,4.5,8,5,5.8,0.9,1.2,0.5,1.8,2.1,4.6,7.5,10.3,0.5,2.8,2823
2011,48260,Walkerville (M),0.8,0.9,6.3,1.2,5.1,3.7,9,6.5,2,1.8,3.8,2.3,9.9,2.5,7.3,10.1,20,1.4,3.4,3249
2011,48340,Wattle Range (DC),21.2,0.8,17.5,0.9,6.7,2.7,10.4,6.4,3.1,0.3,1,0.5,2,2.6,3.2,6.4,9,0.3,3.2,5338
2011,48410,West Torrens (C),0.4,0.8,8.3,1.5,6.6,3.8,11,7.8,4.8,1.9,4.1,1.5,7,3.6,7.9,7.8,13.6,1.8,4.1,26620
2011,48540,Whyalla (C),0.4,6.7,22.3,0.8,5.5,1.8,11.1,6.2,4.5,0.8,1.3,1.1,2.7,4.2,4.1,8.1,12.6,0.5,3.4,9158
2011,48640,Wudinna (DC),34.5,0.9,1.6,1.6,5.2,5.5,7.4,4.8,3.9,,0.6,,1.9,1,4.1,8.3,10.3,,4.2,686
2011,48750,Yankalilla (DC),14.4,1.6,8,0.7,9.7,2.5,9.7,9.6,4.2,0.3,1.5,1.8,4,2.7,3.9,7,13.1,1.1,2.4,1821
2011,48830,Yorke Peninsula (DC),25.1,2.4,5.1,0.8,7.1,2.5,10.3,7.9,4.4,0.2,1.3,0.8,2.2,2.5,3.7,6.8,11.4,0.5,3.4,4203
2011,49399,Unincorporated SA,18.3,26.4,3.9,1.9,5.6,1.3,4.3,11,3.5,0.3,,0.2,1.9,3.1,3.1,5.2,4.8,0.5,2.7,2309
2011,50080,Albany (C),6.4,1.6,7,1.3,10,2.7,13.4,6.4,4.2,0.8,1.8,1.7,4.1,3,6.9,9,12.7,1.1,4.1,15026
2011,50210,Armadale (C),1,4.1,10.8,1.2,10.9,5,11.3,4.7,6.6,0.9,1.8,1.8,5.4,3,5.9,7,10.7,1,4.4,29746
2011,50250,Ashburton (S),0.9,48.9,1.3,0.7,15,0.9,3,5.8,4,0.2,0.3,0.7,2.5,2.8,2.6,3.7,2.7,0.1,1.9,6045
2011,50280,Augusta-Margaret River (S),9.3,3.7,12.7,1,11.5,2.3,10.6,11.4,2.8,0.5,1,2,3.8,3.7,3.5,7,7.1,0.9,2.9,5743
2011,50350,Bassendean (T),0.2,3.9,8.5,1.2,8.9,3.8,9.6,5.3,5,1.3,2.8,1.9,7.8,3.4,8.7,8.4,11.3,1.9,3.9,7258
2011,50420,Bayswater (C),0.3,4.2,8.2,1.1,8.5,3.9,10,6.7,4.5,1.7,3.3,1.6,8.9,3.5,7.5,7.3,10.9,1.7,4,32516
2011,50490,Belmont (C),0.3,5.8,8.4,1.1,8.7,4.6,9.2,7.2,7.5,1.3,2.8,1.9,7.1,3.8,6.2,5.7,8.9,2.7,4.1,17315
2011,50560,Beverley (S),29.7,4.1,6.1,,6.6,1.1,6.2,3.6,5.3,,1.5,0.5,2.5,2.3,6.9,8,12.6,0.5,2.3,609
2011,50630,Boddington (S),4.7,39.9,5.5,0.3,13.1,1,2.9,5.9,0.8,,0.7,0.8,3.3,1.9,3.7,4.5,4,,3.7,1149
2011,50770,Boyup Brook (S),43.1,3.4,3.9,0.7,5.2,2.6,5.4,2.4,3.4,,1.1,1.4,2.2,1.2,5,7.8,7.2,0.5,2.7,735
2011,50840,Bridgetown-Greenbushes (S),10,10.7,7.4,1.6,8,2.6,8.5,7.1,3.6,0.3,0.9,1.1,3.1,2.4,6.1,8.2,11.7,0.8,3.4,1954
2011,50910,Brookton (S),41.9,2.5,0.7,,2,4.2,8.2,3,3.5,,2.2,0.7,2.5,0.7,6.5,7.7,10,,2.2,401
2011,50980,Broome (S),2.7,3.1,3,1.3,9.4,1.5,9.8,9.6,7.4,1.5,0.9,2,2.9,3.2,8.8,10.3,12.6,1.3,5.6,7050
2011,51080,Broomehill-Tambellup (S),50.2,0.6,1.8,,2,2.7,3.9,2.2,3.5,0.6,,0.6,2.9,1,8.6,7.8,7.1,0.6,1.6,490
2011,51120,Bruce Rock (S),37,2.1,4.3,,5.7,1.1,4.8,2.1,10.3,,0.9,,2.5,1.4,3.9,8.9,9.1,1.1,3.2,438
2011,51190,Bunbury (C),0.8,3.3,12.4,1.8,14.4,2.4,12.3,6.9,4.1,1.2,1.6,1.6,4.5,2.8,4.8,7.4,10.8,0.8,4.1,14698
2011,51260,Busselton (C),4.7,4.3,7,0.8,13.9,2.3,12.9,10.5,3.1,0.6,1.7,2.3,4.6,4.1,4.1,7.2,8.9,0.9,3.8,13784
2011,51310,Cambridge (T),0.4,6.6,3.5,0.8,6.2,2.9,8.3,5.2,2.1,1.5,4,2.3,16.3,2.8,5.1,10.3,15.2,2.1,2.5,12560
2011,51330,Canning (C),0.3,3.8,8.6,1.2,7.4,4.5,10.6,6.9,5.1,1.2,2.9,1.5,8.7,3.4,6.5,9,10.6,1.6,3.9,43033
2011,51400,Capel (S),3.9,5.3,11.3,1.6,12.8,2.5,11.2,4.2,3.5,0.7,1.7,1.8,4.1,2.6,5.2,9.5,11,0.8,4.7,6876
2011,51470,Carnamah (S),29.2,6.8,3,1.1,4.5,7.2,8.3,3,5.7,1.1,2.7,,1.1,,10.6,9.5,4.2,,3.8,264
2011,51540,Carnarvon (S),14.8,7,3.3,2,7.8,2.5,10.1,7.4,6.3,0.4,0.6,1.3,1.7,4,7.4,8.1,9,0.9,2.9,2531
2011,51610,Chapman Valley (S),26.6,4.7,3.2,,9.5,3.3,8.1,4.4,6,,0.5,1.9,3,3.7,5.8,8.4,7.7,,3.2,571
2011,51680,Chittering (S),11,6.2,9.8,0.8,12.3,4.1,7.8,3.9,5.4,0.7,1.6,1.3,3.6,2.6,7.1,6.9,6.5,1.3,4.3,2106
2011,51750,Claremont (T),1.3,6.4,2.9,0.5,4.4,2.4,9.3,6.4,1.3,1.4,4,2.7,14.7,2.4,4.6,12.7,16.2,1.7,2.5,4291
2011,51820,Cockburn (C),0.6,4,11.2,1.2,10.7,4.4,10.6,5,5.5,0.8,2.6,1.5,6.4,3.2,5.8,7.8,11,1.3,4.2,46293
2011,51890,Collie (S),1.3,15.3,10.7,6.4,15.6,0.7,9.3,6.4,2.9,0.6,0.9,1.3,2.2,2.5,4.3,6.3,7.4,0.3,3.1,4163
2011,51960,Coolgardie (S),0.4,44.9,5.6,0.4,5.9,0.7,6.3,4.1,4.5,,0.3,0.8,2.1,2.2,4.7,6,3.9,0.3,3,1810
2011,52030,Coorow (S),42.4,4.6,6,0.6,8.1,2.5,4.2,7.1,3.1,0.8,,0.6,0.6,0.6,6.2,8.1,1.7,,2.1,481
2011,52100,Corrigin (S),36,1.8,2.5,,5.3,5.3,6.2,4.3,7.3,,2.1,,2.1,0.9,6.2,5.9,9.3,,2.1,561
2011,52170,Cottesloe (T),0.9,6.5,4.3,0.5,5.9,2.7,7.9,5.7,2,1.7,4.3,3.4,16.8,2.9,4.2,9.4,15.3,1.5,1.8,3732
2011,52240,Cranbrook (S),53.4,0.8,9.2,,3.4,2.2,3.8,1.6,4.6,,0.8,,1.6,,5.2,5,2,,2.8,498
2011,52310,Cuballing (S),28.3,2.1,6,0.7,5.1,3.2,9.7,3.5,5.1,,0.7,,1.6,1.9,6.7,7.9,10.7,1.9,3,431
2011,52380,Cue (S),4.8,12,,,6,,9.6,13.3,12,,,,,3.6,22.9,8.4,,,,83
2011,52450,Cunderdin (S),24.6,2.8,12.1,2.6,3.6,5.6,8.4,3.5,5,0.7,0.5,0.7,0.7,0.8,5.3,13.6,7.4,,2,605
2011,52520,Dalwallinu (S),37.4,1.4,12.1,,3.5,6,6.1,4.9,4.7,,1.3,,1.1,,4.2,6.7,5.6,,2.1,719
2011,52590,Dandaragan (S),26.7,4.7,6.7,1.5,10.6,2.1,7.8,7.7,3.9,,0.9,1.2,1.9,2,5.5,7,4.1,0.7,2.5,1447
2011,52660,Dardanup (S),3.4,5.1,14.6,2,14,2.8,12.3,5.2,4.6,0.8,1.7,1.8,3.4,2,4.4,6.6,8.4,0.7,4.4,6105
2011,52730,Denmark (S),10.2,2.6,6.6,0.7,10.7,1.7,10.5,9.2,2.6,0.6,1.2,1.7,4.8,2.5,6.7,10.9,10.3,1.4,2.5,2243
2011,52800,Derby-West Kimberley (S),5.4,6.2,1.2,0.6,7.7,0.7,5.4,4.4,2.9,0.4,0.5,0.7,1.6,4.1,10,17.7,14.9,1.5,10.2,2611
2011,52870,Donnybrook-Balingup (S),15.7,5.4,8.7,2.1,10.4,3.1,8.6,4.4,3.3,0.4,1.2,1.3,3.4,2.8,5.6,7.9,9.2,0.4,2.7,2463
2011,52940,Dowerin (S),42.2,1.6,2.2,,4.1,3.8,6.3,2.8,5,,1.6,,2.5,0.9,8.1,9.4,4.1,0.9,3.4,320
2011,53010,Dumbleyung (S),52.8,2.1,1.8,,0.9,4.2,3.3,0.9,3.6,,,,,,6.5,8,8.9,,1.8,337
2011,53080,Dundas (S),4,32.8,1.9,0.8,3.6,,9.2,15.7,4,,1.5,1,0.6,1.2,8.3,7.7,5.2,,2.1,521
2011,53150,East Fremantle (T),0.5,4.9,5,0.7,7,3.3,8.2,5.7,2.9,1.4,2.7,2.1,13.2,2.1,6.8,14.3,12.7,2.1,2.3,3564
2011,53220,East Pilbara (S),0.9,56.6,2,0.4,8.6,1.2,2.3,5.7,2.1,0.1,0.2,0.9,1.8,3.3,2.3,3.6,2.4,0.6,3.4,6845
2011,53290,Esperance (S),15.7,3.1,4.4,1.2,8.3,3.9,10.4,6.6,9.1,0.6,1.5,1.1,2.9,2.2,4.6,8.2,8.6,0.7,4.4,6362
2011,53360,Exmouth (S),2.7,1.7,7.9,0.9,11.8,1.4,10.8,13,8.7,0.7,0.3,2.3,6,3,12.9,5.7,5.1,0.7,3.2,1266
2011,53430,Fremantle (C),0.5,4.5,7.1,1,7.8,2.9,8.3,6.5,3.8,1.4,1.8,1.6,10.4,2.9,6.2,11.9,14,2.2,2.9,13313
2011,53570,Gingin (S),25.2,5.7,9.1,1,11.3,3.4,6.5,5.9,4.3,0.3,0.8,1.3,1.8,2.3,5,6.2,3.6,0.3,2.6,1960
2011,53640,Gnowangerup (S),48.4,0.6,6.5,,3.1,2.6,7,2.3,3.1,,0.5,0.6,0.8,0.6,5.7,8.4,5,,0.8,618
2011,53710,Goomalling (S),33.4,2,2.9,0.7,5.2,1.1,9.6,2.7,4,,2.2,,1.8,0.9,10.5,6.3,9,,4.9,446
2011,53780,Gosnells (C),0.4,3.8,11.5,1.2,9.7,5.2,11.3,5.4,6.8,1,2.4,1.6,5.8,3.2,6.1,6.3,9.9,1.3,4.5,51073
2011,53800,Greater Geraldton (C),3.8,5.3,5,1.2,11.2,3.1,12,6.1,7.1,0.8,1.7,1.9,3.7,2.6,6.8,9,10.9,0.7,4.7,17256
2011,53920,Halls Creek (S),8.3,9.8,0.3,0.3,6.7,0.3,3,4.3,1,0.3,,0.4,0.8,4.4,8.6,21.1,13,1.8,11.1,995
2011,53990,Harvey (S),4.8,4.7,17.7,2.1,12.6,2.1,10.9,4.4,4.1,0.5,1.4,1.4,3.3,2.3,4.5,7.9,8.9,1,3.6,10943
2011,54060,Irwin (S),13.3,9.2,7.2,0.8,12.7,1.4,9,9,5.1,0.3,1.1,1.7,2.8,2.6,4.9,6.3,4.8,0.7,3,1514
2011,54130,Jerramungup (S),51.3,0.7,1,1.7,5.7,2.4,4.2,6.2,3.5,0.5,,0.5,1.2,1.6,4.7,7.5,2.8,,1.9,577
2011,54170,Joondalup (C),0.3,4.2,6.7,1.1,12,3.4,10.9,5.2,2.9,1.5,3.6,1.8,8.6,3.3,6.5,9.5,11.2,1.5,3.9,83026
2011,54200,Kalamunda (C),1,4.9,9.5,1.1,9.9,5.1,10.8,4.3,7.8,0.9,2.3,1.7,6.1,3,6,7.9,9.3,1.3,5.1,27140
2011,54280,Kalgoorlie/Boulder (C),0.3,21,7.4,0.9,8.3,3.4,8.9,5.5,5.6,0.7,1.2,2.1,3.8,2.7,5,6.5,7.2,0.9,6,15706
2011,54310,Karratha (C),0.2,22.7,4.1,1.7,22.1,1.9,5.4,4.7,6.5,0.4,0.5,2.4,3.8,3.2,5.5,5.4,4,0.3,2.9,11931
2011,54340,Katanning (S),13.3,1.9,10.9,1.7,4.8,9.2,11.2,3.5,4.1,0.4,1.9,1.1,2.5,2.2,6.3,8.5,9.3,0.2,4.4,1788
2011,54410,Kellerberrin (S),24.4,2.2,7.6,2,4.8,1.7,11.3,3.5,4.4,,0.7,,0.9,0.7,5.9,10.9,13.5,1.3,2.4,459
2011,54480,Kent (S),66.7,,,,2,1.3,2,1,2,,1,,,1,5.7,6.7,3.7,,1,297
2011,54550,Kojonup (S),45.1,1.1,2.4,0.7,3.6,2.4,8.6,3.4,5,,1.1,,3.2,0.6,4,6.7,5.9,0.5,2.5,961
2011,54620,Kondinin (S),32.4,17,1.7,1,3.8,2.1,5.7,8.1,4.3,,0.5,,1.2,0.7,5.3,5.7,5.1,,2.9,583
2011,54690,Koorda (S),44.8,1.5,1.5,1.5,1.5,1.5,6,3.5,10,,,,1.5,1.5,9,6,4,,1.5,201
2011,54760,Kulin (S),53,0.9,0.9,,2,2.2,4.9,2,3.8,,1.6,,2.9,0.7,6.7,8.4,4.2,,3.3,451
2011,54830,Kwinana (C),1,4.3,13.4,1.1,11.2,5,11.1,4.9,6.1,1,1.8,1.7,4.6,3.6,6.1,5.7,10.1,1,3.9,12730
2011,54900,Lake Grace (S),49.8,1.6,2.2,0.4,3.9,3.7,5.7,2,5.7,0.5,1.7,,0.9,1.1,4.9,7.2,4.1,,4.4,804
2011,54970,Laverton (S),0.5,55.3,2.4,0.8,4.1,,0.9,5.7,4,,,,0.4,2.1,8.3,4.1,2.8,0.4,6.3,750
2011,55040,Leonora (S),0.9,49.5,9.9,0.4,7.2,0.9,1.7,6.4,3.2,,0.5,0.2,1.6,1.6,4.2,4.5,2.4,,2.3,1318
2011,55110,Mandurah (C),0.7,7.1,11.1,1.2,13.7,2.2,12.3,7,3.5,0.9,1.6,2.1,3.9,3.3,5,7.6,9.9,1.1,3.8,27728
2011,55180,Manjimup (S),17.7,2.5,8.9,0.7,6.5,2.9,10.2,8.6,4,0.4,1.2,0.9,2.6,2.5,7.8,8,8.1,0.5,3.6,4285
2011,55250,Meekatharra (S),7.7,37.9,0.9,,4.2,0.9,2,4.9,4.2,,0.5,0.5,0.6,2.5,6.8,11.1,7.1,,3.2,647
2011,55320,Melville (C),0.3,4.8,6.7,1.1,7.9,3.6,9.8,5.9,3.5,1.2,3.3,2.1,11,2.6,6.1,11,12.3,1.6,3.3,48373
2011,55390,Menzies (S),2.5,17.5,,,11.7,,4.2,3.3,,,,,,3.3,16.7,20,3.3,,13.3,120
2011,55460,Merredin (S),13.1,3.4,4,2.9,7.2,5.4,11.5,4.7,8.9,1,2.2,0.7,2.3,1.3,7.3,9.6,7.5,0.3,4.8,1568
2011,55530,Mingenew (S),47.4,2.6,1.3,,3,1.7,3.4,2.2,8.2,,,,1.3,,9.9,7.3,6.5,,2.2,232
2011,55600,Moora (S),28.4,3.5,2.7,2.4,5.3,4.6,8.9,4.6,5.7,0.4,2.2,0.6,2.4,1.4,6.3,9.3,5.6,0.5,4.4,1254
2011,55670,Morawa (S),23.8,7.8,1,,6.8,1.8,6,2.8,5.5,,1.8,0.8,,1.3,5.5,16,9,,3.5,400
2011,55740,Mosman Park (T),0.9,5.7,5.1,0.6,5.9,2.7,9.8,7.1,2.3,1.4,4.1,2.7,12.6,2.9,4.4,11.6,14.1,1.6,2.4,4124
2011,55810,Mount Magnet (S),5.9,13.4,3.9,1.2,12.2,1.6,7.9,10.2,3.9,,,,3.1,2.4,9.8,12.6,4.3,,2,254
2011,55880,Mount Marshall (S),58.8,,1.1,,4,,1.8,2.2,2.9,,,,,,9.1,8,4.7,,2.2,274
2011,55950,Mukinbudin (S),47.3,1.8,3.6,2.5,2.5,4.7,6.2,2.5,2.9,,2.5,,,1.1,6.2,8,3.6,,3.3,275
2011,56090,Mundaring (S),0.8,5.4,8.7,0.9,9.8,4.1,10.5,4.3,5.5,1,1.8,2,7,2.5,7.7,9.6,9.9,1.3,5.1,17666
2011,56160,Murchison (S),44,,,,,,,6,,,,,,,18,18,,,,50
2011,56230,Murray (S),4.4,8.4,13.7,0.8,13.4,2.1,10.2,6.4,3.7,0.5,1,1.7,3.5,3,5.1,6.2,7.3,1.7,4.1,5842
2011,56300,Nannup (S),19.9,3.6,14.1,,8.2,0.7,7,8.3,2.6,0.5,,1.4,2.7,2.6,6.8,7.5,10.1,0.7,1.4,587
2011,56370,Narembeen (S),47.3,,5.2,,4,2.1,3.8,2.9,2.4,1.2,1.4,,1,,7.8,8.1,7.4,,2.4,421
2011,56460,Narrogin (S),11.6,1.6,4.3,1.8,7.2,3.5,12.6,4.3,4.8,0.4,2.9,0.9,2.9,2.3,6.8,11,14.2,0.7,4.5,2209
2011,56580,Nedlands (C),0.6,5.8,3.5,0.8,4.5,2.3,8.6,5.1,1.4,1.1,4,3,15.9,2.5,5.5,11.3,18.4,1.8,1.9,9720
2011,56620,Ngaanyatjarraku (S),0.7,0.7,,0.9,0.7,,4.6,1.4,,0.7,,,0.7,,46.8,15.4,11.1,1.4,11.5,434
2011,56730,Northam (S),5.6,3.6,9.1,2.9,8.2,3.8,10.1,5,6.5,0.5,1.6,1.3,3.1,3.4,7.9,9.4,10.5,1.1,4.3,4464
2011,56790,Northampton (S),22.3,5.3,3.3,0.3,8.1,1,9,13.9,4.2,0.2,0.7,1.6,1.9,3.1,4.4,7.7,7.3,1.1,1.6,1350
2011,56860,Nungarin (S),35,3.9,2.9,,2.9,,2.9,3.9,2.9,,,,2.9,,15.5,8.7,8.7,,,103
2011,56930,Peppermint Grove (S),1.3,5.5,4.6,0.5,3.3,5,10.2,6.3,1.5,0.5,6.9,4.6,15.7,4.3,3.3,8.6,12.1,1.2,1.8,605
