sa2_name_2011,date,Room nights occupied (no.),Room nights available (no.),Room occupancy rate (%),Guest nights occupied (no.),Guest nights available (no.),Bed occupancy rate (%),Takings from accommodation ($),Average takings per room night occupied ($),Average takings per room night available ($)
Caboolture,2016-04-01,1660,2400,69.2,2563,7260,35.3,199502,120.18,83.13
Caboolture - South,2016-04-01,,,,,,,,,
Margate - Woody Point,2016-04-01,,,,,,,,,
Redcliffe,2016-04-01,2775,4530,61.3,5531,13980,39.6,512240,184.59,113.08
Cashmere,2016-04-01,,,,,,,,,
Gatton,2016-04-01,,,,,,,,,
Lockyer Valley - West,2016-04-01,,,,,,,,,
Buderim - North,2016-04-01,,,,,,,,,
Buddina - Minyama,2016-04-01,,,,,,,,,
Caloundra - Kings Beach,2016-04-01,10346,15600,66.3,26745,54690,48.9,1655212,159.99,106.1
Golden Beach - Pelican Waters,2016-04-01,5829,10110,57.7,12314,32640,37.7,814110,139.67,80.53
Moffat Beach - Battery Hill,2016-04-01,1410,2640,53.4,3126,8100,38.6,148380,105.23,56.2
Wurtulla - Birtinya,2016-04-01,,,,,,,,,
Coolum Beach,2016-04-01,5780,10470,55.2,14658,40530,36.2,826070,142.92,78.9
Marcoola - Mudjimba,2016-04-01,,,,,,,,,
Maroochydore - Kuluin,2016-04-01,7186,11790,60.9,17930,40140,44.7,1686160,234.65,143.02
Mooloolaba - Alexandra Headland,2016-04-01,25735,36330,70.8,60889,130470,46.7,4893657,190.15,134.7
Diddillibah - Rosemount,2016-04-01,,,,,,,,,
Nambour,2016-04-01,809,1770,45.7,1086,5130,21.2,95913,118.56,54.19
Noosa Heads,2016-04-01,23997,35940,66.8,51004,108330,47.1,7487295,312.01,208.33
Noosaville,2016-04-01,10860,19470,55.8,28731,72510,39.6,1567598,144.35,80.51
Peregian,2016-04-01,804,1770,45.4,1651,6360,26,129052,160.51,72.91
Sunshine Beach,2016-04-01,1102,2100,52.5,2084,8580,24.3,176385,160.06,83.99
Caloundra Hinterland,2016-04-01,,,,,,,,,
Maroochy Hinterland,2016-04-01,,,,,,,,,
Palmwoods,2016-04-01,,,,,,,,,
Cooloola,2016-04-01,2037,4980,40.9,4046,18990,21.3,198543,97.47,39.87
Gympie - North,2016-04-01,3028,4530,66.8,6029,12120,49.7,391328,129.23,86.39
Pialba - Eli Waters,2016-04-01,885,2250,39.3,1220,6720,18.2,92186,104.16,40.97
Point Vernon,2016-04-01,,,,,,,,,
Torquay - Scarness - Kawungan,2016-04-01,,,,,,,,,
Urangan - Wondunna,2016-04-01,10086,16290,61.9,18531,60000,30.9,1119976,111.04,68.75
Burrum - Fraser,2016-04-01,,,,,,,,,
Maryborough (Qld),2016-04-01,4572,10342,44.2,8920,29854,29.9,530957,116.13,51.34
Tinana,2016-04-01,,,,,,,,,
Balonne,2016-04-01,1741,4620,37.7,2269,13740,16.5,221091,126.96,47.86
Chinchilla,2016-04-01,2991,4740,63.1,3346,11670,28.7,362789,121.29,76.54
Goondiwindi,2016-04-01,3577,6900,51.8,5516,20310,27.2,403423,112.78,58.47
Miles - Wandoan,2016-04-01,1025,3420,30,1099,8340,13.2,153546,149.81,44.9
Roma,2016-04-01,3263,8310,39.3,4810,22380,21.5,463418,142.02,55.77
Roma Region,2016-04-01,737,2220,33.2,815,6330,12.9,98976,134.3,44.58
Tara,2016-04-01,,,,,,,,,
Crows Nest - Rosalie,2016-04-01,,,,,,,,,
Jondaryan,2016-04-01,,,,,,,,,
Pittsworth,2016-04-01,,,,,,,,,
Wambo,2016-04-01,4202,8160,51.5,5878,21990,26.7,562061,133.76,68.88
Southern Downs - East,2016-04-01,,,,,,,,,
Stanthorpe,2016-04-01,2521,5040,50,4544,16440,27.6,318901,126.5,63.27
Warwick,2016-04-01,2987,6060,49.3,5576,17280,32.3,292958,98.07,48.34
Darling Heights,2016-04-01,2827,4050,69.8,4663,12870,36.2,340963,120.6,84.19
Drayton - Harristown,2016-04-01,1859,2910,63.9,2662,8460,31.5,274798,147.82,94.43
Highfields,2016-04-01,,,,,,,,,
Newtown (Qld),2016-04-01,,,,,,,,,
North Toowoomba - Harlaxton,2016-04-01,,,,,,,,,
Toowoomba - Central,2016-04-01,10098,17640,57.2,14815,46740,31.7,1627501,161.17,92.26
Toowoomba - East,2016-04-01,3632,7350,49.4,6273,22470,27.9,463329,127.57,63.04
Toowoomba - West,2016-04-01,,,,,,,,,
Wilsonton,2016-04-01,,,,,,,,,
Kingaroy,2016-04-01,3410,6180,55.2,4461,16080,27.7,410288,120.32,66.39
Kingaroy Region - North,2016-04-01,,,,,,,,,
Nanango,2016-04-01,814,1530,53.2,869,4020,21.6,87858,107.93,57.42
Bargara - Burnett Heads,2016-04-01,4081,7200,56.7,8073,28020,28.8,684121,167.64,95.02
Branyan - Kensington,2016-04-01,,,,,,,,,
Bundaberg,2016-04-01,5978,9570,62.5,8975,25200,35.6,747327,125,78.09
Bundaberg Region - South,2016-04-01,918,2010,45.7,1278,7230,17.7,95918,104.49,47.72
Millbank - Avoca,2016-04-01,1578,2880,54.8,1703,8970,19,134661,85.34,46.76
Gayndah - Mundubbera,2016-04-01,,,,,,,,,
Gin Gin,2016-04-01,,,,,,,,,
Monto - Eidsvold,2016-04-01,,,,,,,,,
Central Highlands - East,2016-04-01,1835,4290,42.8,1975,10560,18.7,216531,117.99,50.47
Central Highlands - West,2016-04-01,,,,,,,,,
Emerald,2016-04-01,4465,15150,29.5,5301,39420,13.4,531415,119.02,35.08
Agnes Water - Miriam Vale,2016-04-01,3484,9990,34.9,8009,34560,23.2,828950,237.93,82.98
Banana,2016-04-01,,,,,,,,,
Biloela,2016-04-01,2764,6750,40.9,3121,17100,18.3,379708,137.38,56.25
Boyne Island - Tannum Sands,2016-04-01,939,2370,39.6,1401,6630,21.1,90328,96.24,38.11
Clinton - New Auckland,2016-04-01,,,,,,,,,
Gladstone,2016-04-01,11124,28530,39,14077,76740,18.3,1317463,118.43,46.18
Gladstone Hinterland,2016-04-01,,,,,,,,,
West Gladstone,2016-04-01,,,,,,,,,
Berserker,2016-04-01,,,,,,,,,
Emu Park,2016-04-01,,,,,,,,,
Norman Gardens,2016-04-01,2730,3330,82,3768,8130,46.3,426618,156.26,128.11
Park Avenue,2016-04-01,2942,6750,43.6,5366,18180,29.5,327800,111.43,48.56
Parkhurst - Kawana,2016-04-01,,,,,,,,,
Rockhampton City,2016-04-01,12676,28170,45,18806,70260,26.8,1859644,146.71,66.02
The Range - Allenstown,2016-04-01,4803,10950,43.9,7170,33390,21.5,541370,112.72,49.44
Yeppoon,2016-04-01,4079,8430,48.4,7560,34620,21.8,658661,161.48,78.13
Broadsound - Nebo,2016-04-01,958,6060,15.8,1014,13380,7.6,107381,112.09,17.72
Clermont,2016-04-01,,,,,,,,,
Moranbah,2016-04-01,2479,6960,35.6,3206,16320,19.6,325809,131.43,46.81
East Mackay,2016-04-01,2173,6450,33.7,2888,18630,15.5,260685,119.98,40.42
Eimeo - Rural View,2016-04-01,771,3270,23.6,1766,10920,16.2,92615,120.12,28.32
Mackay,2016-04-01,15699,29340,53.5,23090,71420,32.3,2240296,142.7,76.36
Sarina,2016-04-01,1335,2730,48.9,1869,8610,21.7,165028,123.57,60.45
Seaforth - Calen,2016-04-01,,,,,,,,,
Shoal Point - Bucasia,2016-04-01,,,,,,,,,
Slade Point,2016-04-01,,,,,,,,,
South Mackay,2016-04-01,,,,,,,,,
West Mackay,2016-04-01,7276,17160,42.4,9743,48353,20.1,723593,99.45,42.17
Bowen,2016-04-01,,,,,,,,,
Airlie - Whitsundays,2016-04-01,40245,55320,72.7,100295,192270,52.2,12213823,303.49,220.78
Proserpine,2016-04-01,,,,,,,,,
Ayr,2016-04-01,1322,2310,57.2,2034,6660,30.5,148028,111.97,64.08
Charters Towers,2016-04-01,1713,4650,36.8,2418,13530,17.9,196187,114.53,42.19
Ingham,2016-04-01,1088,2820,38.6,1367,7980,17.1,131677,121.03,46.69
Ingham Region,2016-04-01,,,,,,,,,
Palm Island,2016-04-01,,,,,,,,,
Aitkenvale,2016-04-01,,,,,,,,,
Belgian Gardens - Pallarenda,2016-04-01,,,,,,,,,
Deeragun,2016-04-01,,,,,,,,,
Garbutt - West End,2016-04-01,,,,,,,,,
Hermit Park - Rosslea,2016-04-01,4256,7710,55.2,7353,22770,32.3,379655,89.21,49.24
Magnetic Island,2016-04-01,2045,6060,33.7,5246,18810,27.9,305016,149.15,50.33
Mundingburra,2016-04-01,,,,,,,,,
South Townsville - Railway Estate,2016-04-01,15154,23112,65.6,23400,59844,39.1,1871220,123.48,80.96
Townsville City - North Ward,2016-04-01,22938,37560,61.1,36270,94890,38.2,2672039,116.49,71.14
Wulguru - Roseneath,2016-04-01,,,,,,,,,
Clifton Beach - Kewarra Beach,2016-04-01,,,,,,,,,
Freshwater - Stratford,2016-04-01,,,,,,,,,
Trinity Beach - Smithfield,2016-04-01,6094,10020,60.8,13547,37560,36.1,820344,134.62,81.87
Yorkeys Knob - Machans Beach,2016-04-01,,,,,,,,,
Cairns City,2016-04-01,106892,156072,68.5,193000,435182,44.3,13046439,122.05,83.59
Earlville - Bayview Heights,2016-04-01,,,,,,,,,
Manunda,2016-04-01,13735,17610,78,24097,52680,45.7,971435,70.72,55.16
Woree,2016-04-01,2588,3960,65.3,5461,8880,61.5,241158,93.19,60.9
Innisfail,2016-04-01,,,,,,,,,
Johnstone,2016-04-01,,,,,,,,,
Tully,2016-04-01,2758,8260,33.4,5071,25310,20,355355,128.86,43.02
Daintree,2016-04-01,1748,3600,48.6,3043,9810,31,385247,220.39,107.01
Port Douglas,2016-04-01,32507,72740,44.7,76135,231825,32.8,5982618,184.04,82.25
Atherton,2016-04-01,1253,2670,46.9,1808,6782,26.7,132324,105.56,49.56
Malanda - Yungaburra,2016-04-01,1350,2070,65.2,3006,5940,50.6,83447,61.82,40.31
Mareeba,2016-04-01,,,,,,,,,
Cape York,2016-04-01,2170,5490,39.5,3336,12240,27.3,265669,122.43,48.39
Croydon - Etheridge,2016-04-01,,,,,,,,,
Northern Peninsula,2016-04-01,,,,,,,,,
Torres,2016-04-01,,,,,,,,,
Weipa,2016-04-01,,,,,,,,,
Carpentaria,2016-04-01,982,2700,36.4,1398,7890,17.7,133743,136.18,49.53
Mount Isa,2016-04-01,3975,10710,37.1,4921,27360,18,482701,121.43,45.07
Mount Isa Region,2016-04-01,,,,,,,,,
Northern Highlands,2016-04-01,1343,2580,52.1,1684,8160,20.6,154541,115.07,59.9
Barcaldine - Blackall,2016-04-01,1636,3900,42,3239,11550,28,210645,128.73,54.01
Charleville,2016-04-01,1591,3630,43.8,1941,9750,19.9,188458,118.45,51.92
Far Central West,2016-04-01,1436,2880,49.9,2920,8460,34.5,201458,140.28,69.95
Far South West,2016-04-01,,,,,,,,,
Longreach,2016-04-01,3461,7080,48.9,5706,20940,27.2,415646,120.08,58.71
Migratory - Offshore - Shipping (Qld),2016-04-01,30699,40350,76.1,78840,118410,66.6,11105088,361.74,275.22
Burleigh Heads,2016-05-01,5826,9300,62.6,14190,31837,44.6,1000574,171.74,107.59
Mermaid Beach - Broadbeach,2016-05-01,57381,86273,66.5,118953,283867,41.9,10783775,187.93,125
Mermaid Waters,2016-05-01,,,,,,,,,
Miami,2016-05-01,2524,4247,59.4,3969,13423,29.6,181322,71.84,42.69
Coolangatta,2016-05-01,15024,24149,62.2,33067,79608,41.5,1894818,126.12,78.46
Currumbin - Tugun,2016-05-01,,,,,,,,,
Palm Beach,2016-05-01,2078,4526,45.9,3235,13857,23.3,246448,118.6,54.45
Biggera Waters,2016-05-01,4075,6169,66.1,7561,20801,36.3,584087,143.35,94.68
Labrador,2016-05-01,,,,,,,,,
Paradise Point - Hollywell,2016-05-01,,,,,,,,,
Runaway Bay,2016-05-01,,,,,,,,,
Tamborine - Canungra,2016-05-01,,,,,,,,,
Currumbin Valley - Tallebudgera,2016-05-01,,,,,,,,,
Carrara,2016-05-01,,,,,,,,,
Nerang - Mount Nathan,2016-05-01,,,,,,,,,
Coomera,2016-05-01,,,,,,,,,
Hope Island,2016-05-01,,,,,,,,,
Ormeau - Yatala,2016-05-01,,,,,,,,,
Varsity Lakes,2016-05-01,,,,,,,,,
Southport,2016-05-01,,,,,,,,,
Benowa,2016-05-01,,,,,,,,,
Main Beach,2016-05-01,22596,36518,61.9,52922,118823,44.5,4382837,193.97,120.02
Surfers Paradise,2016-05-01,127433,196796,64.8,288959,583640,49.5,18095241,142,91.95
Beaudesert,2016-05-01,,,,,,,,,
Cleveland,2016-05-01,,,,,,,,,
Ormiston,2016-05-01,,,,,,,,,
Redland Islands,2016-05-01,3451,6138,56.2,6460,25978,24.9,502197,145.52,81.82
Manly - Lota,2016-05-01,,,,,,,,,
Wakerley,2016-05-01,,,,,,,,,
Wynnum,2016-05-01,,,,,,,,,
Wynnum West - Hemmant,2016-05-01,,,,,,,,,
Carseldine,2016-05-01,,,,,,,,,
Aspley,2016-05-01,,,,,,,,,
Chermside,2016-05-01,6479,10230,63.3,11562,27311,42.3,1167548,180.19,114.13
Boondall,2016-05-01,,,,,,,,,
Brisbane Airport,2016-05-01,,,,,,,,,
Northgate - Virginia,2016-05-01,,,,,,,,,
Annerley,2016-05-01,,,,,,,,,
Greenslopes,2016-05-01,,,,,,,,,
Woolloongabba,2016-05-01,5846,9951,58.7,10234,21483,47.6,710382,121.52,71.39
Eight Mile Plains,2016-05-01,,,,,,,,,
Mount Gravatt,2016-05-01,,,,,,,,,
Upper Mount Gravatt,2016-05-01,,,,,,,,,
Robertson,2016-05-01,,,,,,,,,
Calamvale - Stretton,2016-05-01,,,,,,,,,
Rocklea - Acacia Ridge,2016-05-01,2589,3968,65.2,2972,10385,28.6,282029,108.93,71.08
Sunnybank,2016-05-01,,,,,,,,,
Jindalee - Mount Ommaney,2016-05-01,,,,,,,,,
Indooroopilly,2016-05-01,,,,,,,,,
St Lucia,2016-05-01,,,,,,,,,
Brisbane City,2016-05-01,167521,222890,75.2,249132,568230,43.8,31525186,188.19,141.44
Fortitude Valley,2016-05-01,12357,18414,67.1,17622,37324,47.2,2007028,162.42,108.99
Kangaroo Point,2016-05-01,14398,23529,61.2,21680,62155,34.9,2010260,139.62,85.44
New Farm,2016-05-01,,,,,,,,,
South Brisbane,2016-05-01,18894,25531,74,28484,68792,41.4,3775579,199.83,147.88
Spring Hill,2016-05-01,27063,45401,59.6,40151,114672,35,3613445,133.52,79.59
Albion,2016-05-01,,,,,,,,,
Ascot,2016-05-01,2025,2883,70.2,3380,7781,43.4,323315,159.66,112.15
Clayfield,2016-05-01,,,,,,,,,
Hamilton (Qld),2016-05-01,6493,12307,52.8,9683,30969,31.3,1013204,156.04,82.33
Hendra,2016-05-01,,,,,,,,,
Kelvin Grove - Herston,2016-05-01,,,,,,,,,
Newstead - Bowen Hills,2016-05-01,9986,15186,65.8,15361,39237,39.1,1488136,149.02,97.99
Windsor,2016-05-01,,,,,,,,,
Auchenflower,2016-05-01,,,,,,,,,
Paddington - Milton,2016-05-01,,,,,,,,,
Toowong,2016-05-01,3222,5766,55.9,5746,17298,33.2,478366,148.46,82.96
Darra - Sumner,2016-05-01,,,,,,,,,
Oxley (Qld),2016-05-01,,,,,,,,,
Boonah,2016-05-01,,,,,,,,,
Lowood,2016-05-01,,,,,,,,,
Rosewood,2016-05-01,,,,,,,,,
Ipswich - Central,2016-05-01,5346,8389,63.7,7763,21149,36.7,672199,125.74,80.13
Leichhardt - One Mile,2016-05-01,,,,,,,,,
North Ipswich - Tivoli,2016-05-01,,,,,,,,,
Raceview,2016-05-01,,,,,,,,,
Hillcrest,2016-05-01,,,,,,,,,
Loganholme - Tanah Merah,2016-05-01,,,,,,,,,
Loganlea,2016-05-01,,,,,,,,,
Waterford West,2016-05-01,,,,,,,,,
Slacks Creek,2016-05-01,,,,,,,,,
Springwood,2016-05-01,,,,,,,,,
Bribie Island,2016-05-01,1358,2914,46.6,2984,30783,9.7,200383,147.56,68.77
Caboolture,2016-05-01,1488,2480,60,2603,7502,34.7,178505,119.96,71.98
Caboolture - South,2016-05-01,,,,,,,,,
Margate - Woody Point,2016-05-01,,,,,,,,,
Redcliffe,2016-05-01,2919,4681,62.4,5601,14446,38.8,530457,181.73,113.32
Cashmere,2016-05-01,,,,,,,,,
Gatton,2016-05-01,,,,,,,,,
Lockyer Valley - West,2016-05-01,,,,,,,,,
Buderim - North,2016-05-01,,,,,,,,,
Buddina - Minyama,2016-05-01,,,,,,,,,
Caloundra - Kings Beach,2016-05-01,8367,16120,51.9,19296,56513,34.1,1198734,143.27,74.36
Golden Beach - Pelican Waters,2016-05-01,4531,10447,43.4,8430,33728,25,628061,138.61,60.12
Moffat Beach - Battery Hill,2016-05-01,984,2728,36.1,1995,8370,23.8,110013,111.8,40.33
Wurtulla - Birtinya,2016-05-01,,,,,,,,,
Coolum Beach,2016-05-01,4217,10819,39,9215,41881,22,598911,142.02,55.36
Marcoola - Mudjimba,2016-05-01,,,,,,,,,
Maroochydore - Kuluin,2016-05-01,5422,12183,44.5,11209,41478,27,1000461,184.52,82.12
Mooloolaba - Alexandra Headland,2016-05-01,21605,37541,57.6,44629,134819,33.1,3280867,151.85,87.39
Diddillibah - Rosemount,2016-05-01,,,,,,,,,
Nambour,2016-05-01,744,1829,40.7,953,5301,18,87595,117.74,47.89
Noosa Heads,2016-05-01,19407,37138,52.3,39406,111941,35.2,5244710,270.25,141.22
Noosaville,2016-05-01,8742,20119,43.5,20420,74927,27.3,1134080,129.72,56.37
Peregian,2016-05-01,577,1829,31.5,987,6572,15,75687,131.17,41.38
Sunshine Beach,2016-05-01,782,2170,36,1351,8866,15.2,127400,162.92,58.71
Caloundra Hinterland,2016-05-01,,,,,,,,,
Maroochy Hinterland,2016-05-01,,,,,,,,,
Palmwoods,2016-05-01,,,,,,,,,
Cooloola,2016-05-01,1417,5146,27.5,2488,19623,12.7,136682,96.46,26.56
Gympie - North,2016-05-01,3476,4681,74.2,6361,12524,50.8,444130,127.79,94.88
Pialba - Eli Waters,2016-05-01,860,2325,37,1200,6944,17.3,85630,99.57,36.83
Point Vernon,2016-05-01,,,,,,,,,
Torquay - Scarness - Kawungan,2016-05-01,,,,,,,,,
Urangan - Wondunna,2016-05-01,8812,16833,52.3,15312,62000,24.7,953434,108.2,56.64
Burrum - Fraser,2016-05-01,,,,,,,,,
Maryborough (Qld),2016-05-01,4378,10571,41.4,7619,30515,25,476897,108.93,45.11
Tinana,2016-05-01,,,,,,,,,
Balonne,2016-05-01,1740,4774,36.4,2215,14198,15.6,219362,126.08,45.95
Chinchilla,2016-05-01,2860,4898,58.4,3011,12059,25,365267,127.72,74.57
Goondiwindi,2016-05-01,3530,7130,49.5,5372,20987,25.6,406990,115.29,57.08
Miles - Wandoan,2016-05-01,1079,3534,30.5,1127,8618,13.1,137917,127.84,39.03
Roma,2016-05-01,3424,8587,39.9,4859,23126,21,439615,128.39,51.2
Roma Region,2016-05-01,907,2294,39.5,978,6541,15,124511,137.28,54.28
Tara,2016-05-01,,,,,,,,,
Crows Nest - Rosalie,2016-05-01,,,,,,,,,
Jondaryan,2016-05-01,,,,,,,,,
Pittsworth,2016-05-01,,,,,,,,,
Wambo,2016-05-01,4516,8432,53.6,6243,22723,27.5,576536,127.68,68.37
Southern Downs - East,2016-05-01,,,,,,,,,
Stanthorpe,2016-05-01,2494,5208,47.9,3965,16988,23.3,288364,115.62,55.37
Warwick,2016-05-01,3020,6262,48.2,5317,17856,29.8,299894,99.31,47.89
Darling Heights,2016-05-01,2666,4185,63.7,4326,13299,32.5,333138,124.95,79.6
Drayton - Harristown,2016-05-01,1690,3007,56.2,2377,8742,27.2,251153,148.61,83.52
Highfields,2016-05-01,,,,,,,,,
Newtown (Qld),2016-05-01,,,,,,,,,
North Toowoomba - Harlaxton,2016-05-01,,,,,,,,,
Toowoomba - Central,2016-05-01,10601,18228,58.2,14783,48298,30.6,1613962,152.24,88.54
Toowoomba - East,2016-05-01,3556,7595,46.8,6133,23219,26.4,447856,125.94,58.97
Toowoomba - West,2016-05-01,,,,,,,,,
Wilsonton,2016-05-01,,,,,,,,,
Kingaroy,2016-05-01,4661,6386,73,5486,16616,33,639219,137.14,100.1
Kingaroy Region - North,2016-05-01,,,,,,,,,
Nanango,2016-05-01,1424,1581,90.1,1476,4154,35.5,153958,108.12,97.38
Bargara - Burnett Heads,2016-05-01,4086,7440,54.9,7316,28954,25.3,712883,174.47,95.82
Branyan - Kensington,2016-05-01,,,,,,,,,
Bundaberg,2016-05-01,6388,9889,64.6,9251,26040,35.5,781419,122.33,79.02
Bundaberg Region - South,2016-05-01,895,2077,43.1,1191,7471,15.9,79741,89.1,38.39
Millbank - Avoca,2016-05-01,1710,2976,57.5,1856,9269,20,160590,93.91,53.96
Gayndah - Mundubbera,2016-05-01,,,,,,,,,
Gin Gin,2016-05-01,,,,,,,,,
Monto - Eidsvold,2016-05-01,,,,,,,,,
Central Highlands - East,2016-05-01,1601,4433,36.1,1679,10912,15.4,178898,111.78,40.36
Central Highlands - West,2016-05-01,,,,,,,,,
Emerald,2016-05-01,5182,15655,33.1,6388,40734,15.7,628294,121.25,40.13
Agnes Water - Miriam Vale,2016-05-01,3101,10323,30,6388,35712,17.9,617658,199.18,59.83
Banana,2016-05-01,,,,,,,,,
Biloela,2016-05-01,3146,6975,45.1,3807,17670,21.5,370186,117.67,53.07
Boyne Island - Tannum Sands,2016-05-01,1106,2449,45.2,1591,6851,23.2,85478,77.29,34.9
Clinton - New Auckland,2016-05-01,,,,,,,,,
Gladstone,2016-05-01,12362,29481,41.9,15365,79298,19.4,1450349,117.32,49.2
Gladstone Hinterland,2016-05-01,,,,,,,,,
West Gladstone,2016-05-01,,,,,,,,,
Berserker,2016-05-01,,,,,,,,,
Emu Park,2016-05-01,,,,,,,,,
Norman Gardens,2016-05-01,2794,3441,81.2,4269,8401,50.8,434311,155.46,126.22
Park Avenue,2016-05-01,3216,6975,46.1,5806,18786,30.9,377578,117.41,54.13
Parkhurst - Kawana,2016-05-01,,,,,,,,,
Rockhampton City,2016-05-01,14840,29109,51,21550,72602,29.7,2235849,150.66,76.81
The Range - Allenstown,2016-05-01,5300,11315,46.8,7644,34503,22.2,595666,112.38,52.64
Yeppoon,2016-05-01,3527,8711,40.5,5940,35774,16.6,552259,156.59,63.4
Broadsound - Nebo,2016-05-01,988,6262,15.8,1047,13826,7.6,112450,113.77,17.96
Clermont,2016-05-01,,,,,,,,,
Moranbah,2016-05-01,2756,7192,38.3,3634,16864,21.5,349861,126.95,48.65
East Mackay,2016-05-01,2528,6665,37.9,4059,19251,21.1,350309,138.57,52.56
Eimeo - Rural View,2016-05-01,,,,,,,,,
Mackay,2016-05-01,17666,30318,58.3,25086,73801,34,2478103,140.28,81.74
Sarina,2016-05-01,1779,2821,63.1,2279,8897,25.6,221224,124.35,78.42
Seaforth - Calen,2016-05-01,,,,,,,,,
Shoal Point - Bucasia,2016-05-01,,,,,,,,,
Slade Point,2016-05-01,,,,,,,,,
South Mackay,2016-05-01,,,,,,,,,
West Mackay,2016-05-01,7341,17732,41.4,9644,49965,19.3,756583,103.06,42.67
Bowen,2016-05-01,,,,,,,,,
Airlie - Whitsundays,2016-05-01,36965,57164,64.7,81869,198679,41.2,10350084,280,181.06
Proserpine,2016-05-01,,,,,,,,,
Ayr,2016-05-01,1416,2387,59.3,1980,6882,28.8,170684,120.54,71.51
Charters Towers,2016-05-01,1925,4805,40.1,2633,13981,18.8,226531,117.68,47.14
Ingham,2016-05-01,1183,2914,40.6,1519,8246,18.4,135055,114.16,46.35
Ingham Region,2016-05-01,,,,,,,,,
Palm Island,2016-05-01,,,,,,,,,
Aitkenvale,2016-05-01,,,,,,,,,
Belgian Gardens - Pallarenda,2016-05-01,,,,,,,,,
Deeragun,2016-05-01,,,,,,,,,
Garbutt - West End,2016-05-01,,,,,,,,,
Hermit Park - Rosslea,2016-05-01,3890,7967,48.8,7173,23529,30.5,391361,100.61,49.12
Magnetic Island,2016-05-01,1933,6262,30.9,4322,19437,22.2,293487,151.83,46.87
Mundingburra,2016-05-01,,,,,,,,,
South Townsville - Railway Estate,2016-05-01,17101,23692,72.2,25533,61318,41.6,2228552,130.32,94.06
Townsville City - North Ward,2016-05-01,25853,38812,66.6,39463,98053,40.2,3153632,121.98,81.25
Wulguru - Roseneath,2016-05-01,,,,,,,,,
Clifton Beach - Kewarra Beach,2016-05-01,,,,,,,,,
Freshwater - Stratford,2016-05-01,,,,,,,,,
Trinity Beach - Smithfield,2016-05-01,6031,10354,58.2,12993,38812,33.5,740686,122.81,71.54
Yorkeys Knob - Machans Beach,2016-05-01,,,,,,,,,
Cairns City,2016-05-01,107836,160692,67.1,189642,447715,42.4,14349251,133.06,89.3
Earlville - Bayview Heights,2016-05-01,,,,,,,,,
Manunda,2016-05-01,11606,18197,63.8,23417,54436,43,871893,75.13,47.91
Woree,2016-05-01,2603,4092,63.6,5093,9176,55.5,243780,93.64,59.57
Innisfail,2016-05-01,,,,,,,,,
Johnstone,2016-05-01,,,,,,,,,
Tully,2016-05-01,3672,9486,38.7,6411,28055,22.9,477668,130.09,50.36
Daintree,2016-05-01,1511,3720,40.6,2511,10137,24.8,303568,200.91,81.6
Port Douglas,2016-05-01,35484,74992,47.3,77380,238877,32.4,6282330,177.05,83.77
Atherton,2016-05-01,1326,2759,48.1,2057,7008,29.3,155050,116.95,56.2
Malanda - Yungaburra,2016-05-01,1336,2139,62.5,3110,6138,50.7,77026,57.65,36.01
Mareeba,2016-05-01,,,,,,,,,
Cape York,2016-05-01,2609,5673,46,3766,12648,29.8,313744,120.26,55.3
Croydon - Etheridge,2016-05-01,,,,,,,,,
Northern Peninsula,2016-05-01,,,,,,,,,
Torres,2016-05-01,,,,,,,,,
Weipa,2016-05-01,,,,,,,,,
Carpentaria,2016-05-01,,,,,,,,,
Mount Isa,2016-05-01,4642,11067,41.9,5904,28272,20.9,638433,137.53,57.69
Mount Isa Region,2016-05-01,,,,,,,,,
Northern Highlands,2016-05-01,1466,2666,55,1881,8432,22.3,166533,113.6,62.47
Barcaldine - Blackall,2016-05-01,1854,4030,46,3818,11935,32,241666,130.36,59.97
Charleville,2016-05-01,1976,3751,52.7,2413,10075,24,233887,118.36,62.35
Far Central West,2016-05-01,1523,2976,51.2,3194,8742,36.5,215337,141.42,72.36
Far South West,2016-05-01,,,,,,,,,
Longreach,2016-05-01,4691,7316,64.1,7668,21638,35.4,556684,118.68,76.09
Migratory - Offshore - Shipping (Qld),2016-05-01,27516,41695,66,61698,122357,50.4,9291652,337.68,222.85
Burleigh Heads,2016-06-01,5924,9000,65.8,14158,30810,46,1057478,178.51,117.5
Mermaid Beach - Broadbeach,2016-06-01,51710,83490,61.9,113365,274710,41.3,9891767,191.29,118.48
Mermaid Waters,2016-06-01,,,,,,,,,
Miami,2016-06-01,2690,4110,65.5,4674,12990,36,215110,79.97,52.34
Coolangatta,2016-06-01,14486,23370,62,32856,77040,42.6,2113834,145.92,90.45
Currumbin - Tugun,2016-06-01,,,,,,,,,
Palm Beach,2016-06-01,2224,4380,50.8,3545,13410,26.4,268063,120.53,61.2
Biggera Waters,2016-06-01,3794,5970,63.6,7372,20130,36.6,544609,143.53,91.22
Labrador,2016-06-01,,,,,,,,,
Paradise Point - Hollywell,2016-06-01,,,,,,,,,
Runaway Bay,2016-06-01,,,,,,,,,
Tamborine - Canungra,2016-06-01,,,,,,,,,
Currumbin Valley - Tallebudgera,2016-06-01,,,,,,,,,
Carrara,2016-06-01,,,,,,,,,
Nerang - Mount Nathan,2016-06-01,,,,,,,,,
Coomera,2016-06-01,,,,,,,,,
Hope Island,2016-06-01,,,,,,,,,
Ormeau - Yatala,2016-06-01,,,,,,,,,
