Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,NRMR_Code,NRMR name
3606758,Vegetables for human consumption - Green peas - Fresh market,18307.47,**,15772.29,**,101,Central Tablelands
3606758,Vegetables for human consumption - Green peas - Fresh market,81206.88,^,69961.55,^,103,Greater Sydney
3606758,Vegetables for human consumption - Green peas - Fresh market,29811.21,**,25683.02,**,104,Hunter
3606758,Vegetables for human consumption - Green peas - Fresh market,4788.25,,4125.18,,105,Murray
3606758,Vegetables for human consumption - Green peas - Fresh market,77858.47,**,67076.81,**,109,Northern Tablelands
3606758,Vegetables for human consumption - Green peas - Fresh market,7253.88,**,6249.38,**,111,South East NSW
3606758,Vegetables for human consumption - Green peas - Fresh market,19740.05,**,17006.49,**,112,Western
3606758,Vegetables for human consumption - Green peas - Fresh market,91610.26,**,80241.53,**,201,Corangamite
3606758,Vegetables for human consumption - Green peas - Fresh market,1486082.85,,1301661.67,,202,East Gippsland
3606758,Vegetables for human consumption - Green peas - Fresh market,1380383.25,**,1209079.27,**,205,Mallee
3606758,Vegetables for human consumption - Green peas - Fresh market,154043.6,**,134926.97,**,208,Port Phillip and Western Port
3606758,Vegetables for human consumption - Green peas - Fresh market,3717203.05,*,3255902.41,*,209,West Gippsland
3606758,Vegetables for human consumption - Green peas - Fresh market,,,,,301,Burnett Mary
3606758,Vegetables for human consumption - Green peas - Fresh market,5138171.36,*,4483092.79,*,303,Condamine
3606758,Vegetables for human consumption - Green peas - Fresh market,26065.14,*,22742.03,*,309,Queensland Murray Darling Basin
3606758,Vegetables for human consumption - Green peas - Fresh market,,,,,311,South East Queensland
3606758,Vegetables for human consumption - Green peas - Fresh market,6986.97,*,6193.24,*,407,South Australian Murray Darling Basin
3606758,Vegetables for human consumption - Green peas - Fresh market,18162.21,*,15931.03,*,505,South Coast
