Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors,State_Code,State
LMFCROPAHASC_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Sugar cane - Area fertilised (ha),"15,967",,318,0,9991,New South Wales and Australian Capital Territory
LMFCROPAHASC_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Sugar cane - Area fertilised (ha),"303,701",0,,0,9993,Queensland
