Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,10912445.87,^,9402845.28,^,1,New South Wales
4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,19594791.61,^,17193268,^,2,Victoria
4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,81442886.9,^,71304466.28,^,3,Queensland
4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,41074550.78,,37337922.85,,4,South Australia
4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,2110814.93,^,1868203.73,^,5,Western Australia
4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,107440.53,^,96876.05,^,7,Northern Territory
