Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRMR_Code,NRMR name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
9100658,Livestock slaughtered and other disposals - Poultry,13790869.88,,13571208.96,,Livestock slaughtered and other disposals,Poultry,101,Central Tablelands,,,
9100658,Livestock slaughtered and other disposals - Poultry,4863094.79,**,4781300.87,**,Livestock slaughtered and other disposals,Poultry,102,Central West,,,
9100658,Livestock slaughtered and other disposals - Poultry,270649267.3,,266135334.4,,Livestock slaughtered and other disposals,Poultry,103,Greater Sydney,,,
9100658,Livestock slaughtered and other disposals - Poultry,164637650.8,^,161897898.3,^,Livestock slaughtered and other disposals,Poultry,104,Hunter,,,
9100658,Livestock slaughtered and other disposals - Poultry,2345573.48,**,2308211.76,**,Livestock slaughtered and other disposals,Poultry,105,Murray,,,
9100658,Livestock slaughtered and other disposals - Poultry,62387404.95,^,61340668.79,^,Livestock slaughtered and other disposals,Poultry,106,North Coast,,,
9100658,Livestock slaughtered and other disposals - Poultry,81803875.84,,80434114.01,,Livestock slaughtered and other disposals,Poultry,108,North West NSW,,,
9100658,Livestock slaughtered and other disposals - Poultry,669163.74,,658505.3,,Livestock slaughtered and other disposals,Poultry,109,Northern Tablelands,,,
9100658,Livestock slaughtered and other disposals - Poultry,144155622.3,,141751344.2,,Livestock slaughtered and other disposals,Poultry,110,Riverina,,,
9100658,Livestock slaughtered and other disposals - Poultry,25833356.35,^,25406816.6,^,Livestock slaughtered and other disposals,Poultry,111,South East NSW,,,
9100658,Livestock slaughtered and other disposals - Poultry,1666.43,**,1639.89,**,Livestock slaughtered and other disposals,Poultry,112,Western,,,
9100658,Livestock slaughtered and other disposals - Poultry,118467775.2,,116772704,,Livestock slaughtered and other disposals,Poultry,201,Corangamite,,,
9100658,Livestock slaughtered and other disposals - Poultry,26971.24,*,26589.4,*,Livestock slaughtered and other disposals,Poultry,202,East Gippsland,,,
9100658,Livestock slaughtered and other disposals - Poultry,17450421.81,,17199959.01,,Livestock slaughtered and other disposals,Poultry,203,Glenelg Hopkins,,,
9100658,Livestock slaughtered and other disposals - Poultry,95307629.69,,93944129.48,,Livestock slaughtered and other disposals,Poultry,204,Goulburn Broken,,,
9100658,Livestock slaughtered and other disposals - Poultry,1887693.42,**,1860924.85,**,Livestock slaughtered and other disposals,Poultry,205,Mallee,,,
9100658,Livestock slaughtered and other disposals - Poultry,86570511.87,^,85331697.96,^,Livestock slaughtered and other disposals,Poultry,206,North Central,,,
9100658,Livestock slaughtered and other disposals - Poultry,270098935.3,^,266233090.4,^,Livestock slaughtered and other disposals,Poultry,208,Port Phillip and Western Port,,,
9100658,Livestock slaughtered and other disposals - Poultry,15699294.4,,15476218.28,,Livestock slaughtered and other disposals,Poultry,209,West Gippsland,,,
9100658,Livestock slaughtered and other disposals - Poultry,12345042.43,*,12170266.8,*,Livestock slaughtered and other disposals,Poultry,210,Wimmera,,,
9100658,Livestock slaughtered and other disposals - Poultry,4792725.48,*,4726595.5,*,Livestock slaughtered and other disposals,Poultry,301,Burnett Mary,,,
9100658,Livestock slaughtered and other disposals - Poultry,1270.52,^,1252.99,^,Livestock slaughtered and other disposals,Poultry,302,Cape York,,,
9100658,Livestock slaughtered and other disposals - Poultry,136071886.7,^,134194368.1,^,Livestock slaughtered and other disposals,Poultry,303,Condamine,,,
9100658,Livestock slaughtered and other disposals - Poultry,800.97,**,789.92,**,Livestock slaughtered and other disposals,Poultry,304,Cooperative Management Area,,,
9100658,Livestock slaughtered and other disposals - Poultry,27.71,^,27.32,^,Livestock slaughtered and other disposals,Poultry,305,Desert Channels,,,
9100658,Livestock slaughtered and other disposals - Poultry,2061841.91,,2033392.64,,Livestock slaughtered and other disposals,Poultry,306,Fitzroy Basin,,,
9100658,Livestock slaughtered and other disposals - Poultry,6577824.82,^,6487064.06,^,Livestock slaughtered and other disposals,Poultry,307,North Queensland Dry Tropics,,,
9100658,Livestock slaughtered and other disposals - Poultry,13699638.89,,13510611.41,,Livestock slaughtered and other disposals,Poultry,308,Northern Gulf,,,
9100658,Livestock slaughtered and other disposals - Poultry,6344124.18,,6256588.02,,Livestock slaughtered and other disposals,Poultry,309,Queensland Murray Darling Basin,,,
9100658,Livestock slaughtered and other disposals - Poultry,1104573.17,**,1089332.28,**,Livestock slaughtered and other disposals,Poultry,310,Reef Catchments,,,
9100658,Livestock slaughtered and other disposals - Poultry,448158944.7,,441975252.1,,Livestock slaughtered and other disposals,Poultry,311,South East Queensland,,,
9100658,Livestock slaughtered and other disposals - Poultry,31789133.19,^,31350507.05,^,Livestock slaughtered and other disposals,Poultry,314,Terrain NRM,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,401,Adelaide and Mount Lofty Ranges,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,403,Eyre Peninsula,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,404,Kangaroo Island,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,405,Northern and Yorke,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,406,South Australian Arid Lands,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,407,South Australian Murray Darling Basin,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,408,South East,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,501,Northern Agricultural,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,502,Peel-Harvey,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,503,Perth,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,505,South Coast,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,506,South West,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,507,Wheatbelt,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,601,Cradle Coast,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,602,North,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,603,South,,,
9100658,Livestock slaughtered and other disposals - Poultry,,,np,,Livestock slaughtered and other disposals,Poultry,801,ACT,,,
