Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
9200159,Livestock Products - Wool,1094983751,,1047713008,,1,New South Wales
9200159,Livestock Products - Wool,857721879.6,,828906916.7,,2,Victoria
9200159,Livestock Products - Wool,76491101.76,,73260115.22,,3,Queensland
9200159,Livestock Products - Wool,492969661.5,,471339132.9,,4,South Australia
9200159,Livestock Products - Wool,825529367.1,,794980296.7,,5,Western Australia
9200159,Livestock Products - Wool,107901352.8,,104512493.6,,6,Tasmania
9200159,Livestock Products - Wool,2198926.36,,2148928.02,,8,Australian Capital Territory
