Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,NRMR_Code,NRMR name
4204158,Fruit and nuts - Orchard fruit - Avocados,2268329.05,*,1945254.79,*,103,Greater Sydney
4204158,Fruit and nuts - Orchard fruit - Avocados,243743.29,**,209027.35,**,104,Hunter
4204158,Fruit and nuts - Orchard fruit - Avocados,43110098.92,^,36970000.63,^,106,North Coast
4204158,Fruit and nuts - Orchard fruit - Avocados,7433107.21,**,6374422.36,**,109,Northern Tablelands
4204158,Fruit and nuts - Orchard fruit - Avocados,1965048.11,**,1685169.64,**,112,Western
4204158,Fruit and nuts - Orchard fruit - Avocados,6357010.78,^,6299623.39,^,205,Mallee
4204158,Fruit and nuts - Orchard fruit - Avocados,182569.96,*,180921.82,*,206,North Central
4204158,Fruit and nuts - Orchard fruit - Avocados,56727.4,*,56215.3,*,207,North East
4204158,Fruit and nuts - Orchard fruit - Avocados,4343.43,**,4304.22,**,208,Port Phillip and Western Port
4204158,Fruit and nuts - Orchard fruit - Avocados,1226.43,*,1215.36,*,209,West Gippsland
4204158,Fruit and nuts - Orchard fruit - Avocados,84759495.87,,72844066.99,,301,Burnett Mary
4204158,Fruit and nuts - Orchard fruit - Avocados,95960.44,*,82470.39,*,302,Cape York
4204158,Fruit and nuts - Orchard fruit - Avocados,97793.07,*,84045.39,*,303,Condamine
4204158,Fruit and nuts - Orchard fruit - Avocados,281922.25,*,242289.82,*,306,Fitzroy Basin
4204158,Fruit and nuts - Orchard fruit - Avocados,36057248.23,^,30988346.24,^,308,Northern Gulf
4204158,Fruit and nuts - Orchard fruit - Avocados,16595926.54,^,14262883.14,^,311,South East Queensland
4204158,Fruit and nuts - Orchard fruit - Avocados,72978819.72,^,62719509.8,^,314,Terrain NRM
4204158,Fruit and nuts - Orchard fruit - Avocados,22977.54,,19972.92,,401,Adelaide and Mount Lofty Ranges
4204158,Fruit and nuts - Orchard fruit - Avocados,9564765.07,^,8314042.93,^,407,South Australian Murray Darling Basin
4204158,Fruit and nuts - Orchard fruit - Avocados,2379421.24,*,2064495.19,*,501,Northern Agricultural
4204158,Fruit and nuts - Orchard fruit - Avocados,17185.02,*,14910.51,*,502,Peel-Harvey
4204158,Fruit and nuts - Orchard fruit - Avocados,1144525.27,*,993042.7,*,503,Perth
4204158,Fruit and nuts - Orchard fruit - Avocados,944946.83,**,819879.28,**,505,South Coast
4204158,Fruit and nuts - Orchard fruit - Avocados,115247577,^,99994092.58,^,506,South West
4204158,Fruit and nuts - Orchard fruit - Avocados,227243.88,^,196678,^,601,Cradle Coast
