Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRM_Code,NRM name
1919559,"Nurseries, cut flowers or cultivated turf - Total",449756687.9,,416949434.5,,"Nurseries, cut flowers or cultivated turf",Total,1,New South Wales
1919559,"Nurseries, cut flowers or cultivated turf - Total",579984918.1,,525297572.4,,"Nurseries, cut flowers or cultivated turf",Total,2,Victoria
1919559,"Nurseries, cut flowers or cultivated turf - Total",253959570.7,,232650297.6,,"Nurseries, cut flowers or cultivated turf",Total,3,Queensland
1919559,"Nurseries, cut flowers or cultivated turf - Total",73733139.32,,67489970.14,,"Nurseries, cut flowers or cultivated turf",Total,4,South Australia
1919559,"Nurseries, cut flowers or cultivated turf - Total",168686073.9,^,153787822.5,^,"Nurseries, cut flowers or cultivated turf",Total,5,Western Australia
1919559,"Nurseries, cut flowers or cultivated turf - Total",np,,np,,"Nurseries, cut flowers or cultivated turf",Total,6,Tasmania
1919559,"Nurseries, cut flowers or cultivated turf - Total",7735801.42,,7063117.59,,"Nurseries, cut flowers or cultivated turf",Total,7,Northern Territory
1919559,"Nurseries, cut flowers or cultivated turf - Total",np,,np,,"Nurseries, cut flowers or cultivated turf",Total,8,Australian Capital Territory
