Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,SA4,SA4 name
4201458,Fruit and nuts - Citrus fruit - Mandarins,399.14,*,319.53,*,101,Capital Region
4201458,Fruit and nuts - Citrus fruit - Mandarins,2985.3,*,2389.9,*,102,Central Coast
4201458,Fruit and nuts - Citrus fruit - Mandarins,91.37,**,73.15,**,106,Hunter Valley excluding Newcastle
4201458,Fruit and nuts - Citrus fruit - Mandarins,46.88,**,37.53,**,108,Mid North Coast
4201458,Fruit and nuts - Citrus fruit - Mandarins,11265763.45,*,9018872.2,*,109,Murray
4201458,Fruit and nuts - Citrus fruit - Mandarins,4648.93,**,3721.73,**,112,Richmond - Tweed
4201458,Fruit and nuts - Citrus fruit - Mandarins,4271538.24,,3419604.69,,113,Riverina
4201458,Fruit and nuts - Citrus fruit - Mandarins,229786.84,*,183957.18,*,115,Sydney - Baulkham Hills and Hawkesbury
4201458,Fruit and nuts - Citrus fruit - Mandarins,210.19,*,168.27,*,123,Sydney - Outer South West
4201458,Fruit and nuts - Citrus fruit - Mandarins,1905.26,*,1525.26,*,124,Sydney - Outer West and Blue Mountains
4201458,Fruit and nuts - Citrus fruit - Mandarins,437.7,**,377.08,**,204,Hume
4201458,Fruit and nuts - Citrus fruit - Mandarins,234.54,**,202.05,**,205,Latrobe - Gippsland
4201458,Fruit and nuts - Citrus fruit - Mandarins,4346.13,**,3744.16,**,211,Melbourne - Outer East
4201458,Fruit and nuts - Citrus fruit - Mandarins,12983830.96,,11185474.7,,215,North West
4201458,Fruit and nuts - Citrus fruit - Mandarins,753849.73,,625178.43,,308,Central Queensland
4201458,Fruit and nuts - Citrus fruit - Mandarins,4080.19,*,3383.76,*,312,Mackay - Isaac - Whitsunday
4201458,Fruit and nuts - Citrus fruit - Mandarins,173399.87,**,143803.01,**,315,Queensland - Outback
4201458,Fruit and nuts - Citrus fruit - Mandarins,29263.29,*,24268.47,*,316,Sunshine Coast
4201458,Fruit and nuts - Citrus fruit - Mandarins,140699560,^,116684170.7,^,319,Wide Bay
4201458,Fruit and nuts - Citrus fruit - Mandarins,48425009.24,,40346976.36,,407,South Australia - South East
4201458,Fruit and nuts - Citrus fruit - Mandarins,1662432.48,,1381711.17,,501,Bunbury
4201458,Fruit and nuts - Citrus fruit - Mandarins,142007.67,**,118028,**,504,Perth - North East
4201458,Fruit and nuts - Citrus fruit - Mandarins,113383.72,*,94237.54,*,506,Perth - South East
4201458,Fruit and nuts - Citrus fruit - Mandarins,3218507.42,,2675024.52,,509,Western Australia - Wheat Belt
