Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRM_Code,NRM name
4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,53071173.11,^,50376135.51,^,Fruit and nuts,All other nuts n.e.c.,1,New South Wales
4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,10964076.16,**,10407303.14,**,Fruit and nuts,All other nuts n.e.c.,2,Victoria
4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,1156163.9,,1097452.08,,Fruit and nuts,All other nuts n.e.c.,3,Queensland
4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,395219.98,*,375150.09,*,Fruit and nuts,All other nuts n.e.c.,4,South Australia
4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,4001516.61,**,3798313.3,**,Fruit and nuts,All other nuts n.e.c.,5,Western Australia
4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,7244439.7,^,6876555.66,^,Fruit and nuts,All other nuts n.e.c.,6,Tasmania
