Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRM_Code,NRM name
4203958,Fruit and nuts - Stone fruit - Apricots,86729.73,*,73900.64,*,Fruit and nuts,Apricots,1,New South Wales
4203958,Fruit and nuts - Stone fruit - Apricots,3252070.17,^,3154331.22,^,Fruit and nuts,Apricots,2,Victoria
4203958,Fruit and nuts - Stone fruit - Apricots,97131.33,^,84504.28,^,Fruit and nuts,Apricots,3,Queensland
4203958,Fruit and nuts - Stone fruit - Apricots,1551635.21,^,1298560.66,^,Fruit and nuts,Apricots,4,South Australia
4203958,Fruit and nuts - Stone fruit - Apricots,411502.6,*,340713.45,*,Fruit and nuts,Apricots,5,Western Australia
4203958,Fruit and nuts - Stone fruit - Apricots,1601379.32,,1317026.41,,Fruit and nuts,Apricots,6,Tasmania
