Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRM_Code,NRM name
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,9172.73,*,7384.47,*,Fruit and nuts,All other pome fruit n.e.c.,1,New South Wales
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,86978.49,**,72667.96,**,Fruit and nuts,All other pome fruit n.e.c.,2,Victoria
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,1402955.45,^,1271082.9,^,Fruit and nuts,All other pome fruit n.e.c.,4,South Australia
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,467.56,**,414.1,**,Fruit and nuts,All other pome fruit n.e.c.,5,Western Australia
