Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRM_Code,NRM name
4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,10483417.96,^,9044517.46,^,Fruit and nuts,All other citrus fruit n.e.c.,1,New South Wales
4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,10655948.94,^,9130055.51,^,Fruit and nuts,All other citrus fruit n.e.c.,2,Victoria
4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,64372246.88,^,56471372.68,^,Fruit and nuts,All other citrus fruit n.e.c.,3,Queensland
4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,15385763.86,^,13440484.57,^,Fruit and nuts,All other citrus fruit n.e.c.,4,South Australia
4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,1903522.28,^,1708041.46,^,Fruit and nuts,All other citrus fruit n.e.c.,5,Western Australia
4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,107643.29,*,107643.29,*,Fruit and nuts,All other citrus fruit n.e.c.,7,Northern Territory
