Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRM_Code,NRM name
4306058,Fruit and nuts - Other fruit - Pineapples,61232685.38,,46644758.87,,Fruit and nuts,Pineapples,3,Queensland
4306058,Fruit and nuts - Other fruit - Pineapples,875070.18,*,666595.58,*,Fruit and nuts,Pineapples,7,Northern Territory
