Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRM_Code,NRM name
5110058,Fruit and nuts - Grapes - Total,272373672.3,,264606403,,Fruit and nuts,Total,1,New South Wales
5110058,Fruit and nuts - Grapes - Total,498778556.5,^,486202885.4,^,Fruit and nuts,Total,2,Victoria
5110058,Fruit and nuts - Grapes - Total,33346435.62,,29865072.52,,Fruit and nuts,Total,3,Queensland
5110058,Fruit and nuts - Grapes - Total,535283313.6,,535269444.3,,Fruit and nuts,Total,4,South Australia
5110058,Fruit and nuts - Grapes - Total,105496270,^,104118303.3,^,Fruit and nuts,Total,5,Western Australia
5110058,Fruit and nuts - Grapes - Total,24200236.95,^,24200236.95,^,Fruit and nuts,Total,6,Tasmania
5110058,Fruit and nuts - Grapes - Total,5328463.89,,4927621.62,,Fruit and nuts,Total,7,Northern Territory
5110058,Fruit and nuts - Grapes - Total,35167.54,,35167.54,,Fruit and nuts,Total,8,Australian Capital Territory
