Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,SA4,SA4 name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",346129.47,,311516.53,,"Nurseries, cut flowers or cultivated turf",Undercover,507,Perth - South West,,,
1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",1048169.83,^,943352.85,^,"Nurseries, cut flowers or cultivated turf",Undercover,507,Perth - South West,,,
1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",230964.55,^,207868.09,^,"Nurseries, cut flowers or cultivated turf",Undercover,509,Western Australia - Wheat Belt,,,
1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",1113352.68,**,1002017.41,**,"Nurseries, cut flowers or cultivated turf",Undercover,509,Western Australia - Wheat Belt,,,
1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",,,np,,"Nurseries, cut flowers or cultivated turf",Undercover,510,Western Australia - Outback (North),,,
1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",,,np,,"Nurseries, cut flowers or cultivated turf",Undercover,510,Western Australia - Outback (North),,,
1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",710390.3,,639351.27,,"Nurseries, cut flowers or cultivated turf",Undercover,511,Western Australia - Outback (South),,,
1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",108924.41,*,98031.97,*,"Nurseries, cut flowers or cultivated turf",Undercover,511,Western Australia - Outback (South),,,
1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",441491.89,*,397342.7,*,"Nurseries, cut flowers or cultivated turf",Undercover,601,Hobart,,,
1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",640461.09,^,576414.98,^,"Nurseries, cut flowers or cultivated turf",Undercover,602,Launceston and North East,,,
1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",,,np,,"Nurseries, cut flowers or cultivated turf",Undercover,602,Launceston and North East,,,
1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",57849.58,**,52064.62,**,"Nurseries, cut flowers or cultivated turf",Undercover,603,South East,,,
1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",,,np,,"Nurseries, cut flowers or cultivated turf",Undercover,603,South East,,,
1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",248834.98,*,223951.48,*,"Nurseries, cut flowers or cultivated turf",Undercover,604,West and North West,,,
1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",1843321.08,,1658988.97,,"Nurseries, cut flowers or cultivated turf",Undercover,604,West and North West,,,
1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",1548158.12,,1393342.31,,"Nurseries, cut flowers or cultivated turf",Undercover,701,Darwin,,,
1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",18833.9,,16950.51,,"Nurseries, cut flowers or cultivated turf",Undercover,701,Darwin,,,
1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",322556.29,,290300.66,,"Nurseries, cut flowers or cultivated turf",Undercover,702,Northern Territory - Outback,,,
1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",,,np,,"Nurseries, cut flowers or cultivated turf",Undercover,801,Australian Capital Territory,,,
