Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,State_Code,State,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,9407419.7,*,8722377.12,*,Fruit and nuts,All other orchard fruit n.e.c.,1,New South Wales,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,912813.53,**,880327.55,**,Fruit and nuts,All other orchard fruit n.e.c.,2,Victoria,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,21769109.43,^,20131102.7,^,Fruit and nuts,All other orchard fruit n.e.c.,3,Queensland,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,810995.95,**,782133.54,**,Fruit and nuts,All other orchard fruit n.e.c.,4,South Australia,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,360960.25,*,314662.28,*,Fruit and nuts,All other orchard fruit n.e.c.,5,Western Australia,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,318169.85,^,302242.6,^,Fruit and nuts,All other orchard fruit n.e.c.,7,Northern Territory,,,
