Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,State_Code,State,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
4205358,Fruit and nuts - Orchard fruit - Mangoes,311958.2,*,258558.3,*,Fruit and nuts,Mangoes,1,New South Wales,,,
4205358,Fruit and nuts - Orchard fruit - Mangoes,4229.07,*,3547.44,*,Fruit and nuts,Mangoes,2,Victoria,,,
4205358,Fruit and nuts - Orchard fruit - Mangoes,73252503.04,,61243494.95,,Fruit and nuts,Mangoes,3,Queensland,,,
4205358,Fruit and nuts - Orchard fruit - Mangoes,20406702.4,*,17621011.41,*,Fruit and nuts,Mangoes,5,Western Australia,,,
4205358,Fruit and nuts - Orchard fruit - Mangoes,39791828.43,,33268360.02,,Fruit and nuts,Mangoes,7,Northern Territory,,,
