Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,State_Code,State,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,12475656.57,^,10871884.75,^,Fruit and nuts,All other stone fruit n.e.c.,1,New South Wales,,,
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,18769159,^,16269321.68,^,Fruit and nuts,All other stone fruit n.e.c.,2,Victoria,,,
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,4157057.78,,3781441.78,,Fruit and nuts,All other stone fruit n.e.c.,3,Queensland,,,
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,868906.31,^,772016.46,^,Fruit and nuts,All other stone fruit n.e.c.,4,South Australia,,,
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,9649679,^,8632773.69,^,Fruit and nuts,All other stone fruit n.e.c.,5,Western Australia,,,
