Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,State_Code,State,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
4204358,Fruit and nuts - Stone fruit - Cherries,27265996.54,^,24299628.38,^,Fruit and nuts,Cherries,1,New South Wales,,,
4204358,Fruit and nuts - Stone fruit - Cherries,49087442.9,,44107867.32,,Fruit and nuts,Cherries,2,Victoria,,,
4204358,Fruit and nuts - Stone fruit - Cherries,36680.59,*,31931.55,*,Fruit and nuts,Cherries,3,Queensland,,,
4204358,Fruit and nuts - Stone fruit - Cherries,12153783.21,^,10715502.78,^,Fruit and nuts,Cherries,4,South Australia,,,
4204358,Fruit and nuts - Stone fruit - Cherries,1620546.62,^,1430670.39,^,Fruit and nuts,Cherries,5,Western Australia,,,
4204358,Fruit and nuts - Stone fruit - Cherries,56745420.4,,52861259.57,,Fruit and nuts,Cherries,6,Tasmania,,,
