lga_code_2016,lga_name_2016,New Zealand,Japan,Hong Kong,Singapore,Malaysia,Indonesia,Taiwan,Thailand,Korea,China,India,United States of America,Canada,United Kingdom,Germany,Scandinavia,France,Italy,Netherlands,Switzerland
32080,Cairns (R),121402,372113,77432,14386,8514,4173,31603,4574,41218,698988,70473,331231,88366,317272,186283,76930,82837,36634,40337,42566
32250,Carpentaria (S),4197,0,0,0,0,0,0,0,0,0,0,635,93,553,2180,207,922,511,470,955
32260,Cassowary Coast (R),10934,2028,536,409,165,0,795,397,1691,988,1046,8243,5953,45901,37461,10523,12711,4201,12536,9565
32270,Central Highlands (R) (Qld),8803,611,207,231,13,147,811,71,747,316,0,2897,2308,4197,3842,1324,1639,1658,1616,605
32310,Charters Towers (R),4505,0,57,96,0,0,0,65,0,120,131,819,1025,2591,2229,955,1400,951,1530,685
32330,Cherbourg (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32450,Cloncurry (S),4269,0,0,0,0,0,185,362,117,62,0,501,89,1810,930,396,719,452,217,198
32500,Cook (S),5085,536,364,115,0,0,725,311,0,0,0,3960,1014,3760,3537,336,1778,747,654,1408
32600,Croydon (S),259,0,0,0,0,0,0,0,0,0,0,0,260,198,209,0,201,185,138,0
32750,Diamantina (S),0,0,0,0,58,0,0,0,0,0,0,668,211,1387,0,0,0,134,0,473
32770,Doomadgee (S),0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32810,Douglas (S),52851,4621,1857,1230,1229,93,466,168,497,4803,1109,71445,16114,81067,40575,12539,18575,7565,12909,7375
33100,Etheridge (S),4487,0,0,10,0,0,0,0,117,35,0,551,787,558,3051,723,753,511,708,989
33200,Flinders (S) (Qld),1694,0,0,129,0,0,154,0,71,0,0,773,451,1463,861,318,912,187,1230,347
33220,Fraser Coast (R),29787,2103,2184,1222,578,462,3140,1714,2862,4456,1393,26907,24246,134548,97995,37061,29822,9398,23715,25328
33360,Gladstone (R),26268,1447,461,2133,918,2307,1108,694,1498,4241,2075,19251,7738,40725,35721,11858,8052,3314,10628,7495
33430,Gold Coast (C),727725,220791,89130,142401,112100,30909,94499,16412,98035,921951,90479,118649,56952,247650,88801,50877,42147,20493,18720,29652
33610,Goondiwindi (R),1590,0,209,0,0,0,201,0,0,0,0,655,329,1759,1274,700,45,77,212,110
33620,Gympie (R),10279,1145,511,717,143,0,0,819,216,2369,790,8043,8267,50423,41733,14979,11454,3427,10160,9518
33800,Hinchinbrook (S),2023,0,51,13,0,0,173,0,0,0,0,977,253,2353,2635,869,1893,794,1090,524
33830,Hope Vale (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33960,Ipswich (C),35059,1023,266,1168,1304,252,506,573,835,672,996,4420,1789,7324,1374,519,650,141,751,242
33980,Isaac (R),4960,0,246,0,13,67,0,0,93,281,573,1607,341,2399,1865,830,481,197,597,343
34420,Kowanyama (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34530,Livingstone (S),8326,423,0,671,0,0,192,525,69,0,0,3252,2897,12039,7927,2313,2897,1337,2915,2867
34570,Lockhart River (S),0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,139,0,138,0
34580,Lockyer Valley (R),3249,2365,1144,716,917,152,4513,230,995,732,47,1041,0,2474,1991,495,830,514,407,0
34590,Logan (C),68296,991,1631,962,793,1028,1080,1171,1385,1273,1662,3531,1927,8874,762,212,428,51,171,430
34710,Longreach (R),5131,294,0,0,0,0,206,0,0,0,0,750,400,3118,1131,0,91,1083,787,433
34770,Mackay (R),28451,1613,805,1231,866,584,2047,1903,1908,3299,3368,9682,4608,24178,22667,4730,9067,3521,6324,8534
34800,McKinlay (S),311,19,0,0,0,0,144,0,0,0,0,397,154,476,1039,149,190,0,247,380
34830,Mapoon (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0
34860,Maranoa (R),8533,0,0,327,260,378,98,222,157,0,124,3129,2386,2607,2118,903,1147,1715,946,165
34880,Mareeba (S),6796,1730,295,403,284,0,1269,168,1057,45,0,4128,379,4582,7394,1024,3265,1087,2315,1052
35010,Moreton Bay (R),84753,3099,3029,2105,1032,1087,6040,1021,5887,1360,1991,6001,2639,32089,6329,3770,2157,1051,1360,1254
35250,Mornington (S),302,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0
35300,Mount Isa (C),8843,229,122,129,609,0,1119,112,88,486,0,2939,1891,3736,7209,1291,3236,1144,1897,1725
35600,Murweh (S),2711,294,0,0,0,0,0,0,0,242,424,818,49,646,409,208,99,267,49,254
35670,Napranum (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35740,Noosa (S),80043,5465,2633,3936,878,777,2760,985,2967,3294,394,30025,25601,137508,75447,32875,26976,7736,18841,22127
35760,North Burnett (R),815,219,27,0,0,0,1106,347,623,98,0,205,817,1874,933,223,2398,502,818,239
35780,Northern Peninsula Area (R),1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,138,183
35790,Palm Island (S),608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35800,Paroo (S),979,0,0,0,0,0,0,0,0,0,0,563,58,475,169,70,133,93,130,287
36070,Pormpuraaw (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36150,Quilpie (S),175,0,0,0,0,0,152,185,0,0,0,185,282,147,0,0,0,0,131,369
36250,Redland (C),27904,462,393,1026,1002,241,1297,343,85,3134,138,4547,2308,9017,2758,1510,1907,613,765,831
36300,Richmond (S),1098,0,0,0,0,0,0,0,81,0,0,249,360,153,729,70,135,0,252,0
36370,Rockhampton (R),19110,1544,391,4290,128,177,871,1249,957,3350,572,13810,9390,35628,35531,9748,11539,3611,8207,8144
36510,Scenic Rim (R),7791,2212,146,2928,133,47,50,0,1154,0,53,6012,2105,9758,6592,2133,2102,403,1094,2028
36580,Somerset (R),2998,220,30,52,594,0,661,0,229,0,0,186,368,1016,831,314,0,0,374,52
36630,South Burnett (R),2218,1081,0,90,0,0,143,559,0,0,0,888,906,1232,222,838,248,0,463,240
36660,Southern Downs (R),5415,1215,1643,169,0,165,4599,71,1053,0,0,2125,835,5856,2654,726,1852,1363,542,118
36720,Sunshine Coast (R),162626,6236,2683,6342,2167,1354,3566,2241,4295,13914,1380,29897,16351,69267,39435,12221,7687,4112,6318,8466
36820,Tablelands (R),7881,3522,62,120,64,1065,90,442,1543,617,0,5419,946,7906,9158,1729,2979,445,3956,2174
36910,Toowoomba (R),19158,3793,1323,2330,2651,928,3030,660,1036,1816,1344,6255,5147,11969,5018,2156,1710,716,1134,928
36950,Torres (S),1050,122,0,0,0,0,0,0,0,0,0,72,166,773,402,52,497,83,37,559
36960,Torres Strait Island (R),0,0,0,0,0,99,0,0,0,0,0,57,0,133,0,0,0,106,0,0
37010,Townsville (C),34761,4192,3282,2540,788,1199,925,2740,2190,3649,4075,33150,17158,92835,79972,23428,25388,8347,20473,16971
37300,Weipa (T),1392,0,0,0,0,0,0,0,0,0,119,188,138,425,0,0,461,29,36,0
37310,Western Downs (R),8339,239,646,204,565,566,525,369,98,539,1085,3435,2303,6365,1710,1562,694,571,535,37
37340,Whitsunday (R),41252,31511,4891,2451,1909,227,8773,816,6170,47628,6861,68424,42949,195292,122640,44748,45158,17114,29831,30078
37400,Winton (S),3121,294,0,0,0,45,0,0,0,0,0,294,159,1981,1243,908,0,236,171,293
37550,Woorabinda (S),0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0
37570,Wujal Wujal (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37600,Yarrabah (S),3501,966,265,692,0,0,425,32,97,3798,33,8635,2346,4923,3224,3027,579,173,921,1748
40070,Adelaide (C),110821,21861,32994,39204,38750,15373,17086,8553,19266,106103,25300,123965,39608,155544,98503,31480,49240,35646,21014,31520
40120,Adelaide Hills (DC),1391,260,0,0,629,408,0,0,77,0,0,632,635,2532,1168,85,1053,137,583,547
40220,Alexandrina (DC),1390,0,69,907,0,56,0,0,0,202,0,1498,843,5773,2555,512,393,414,395,1009
40250,Anangu Pitjantjatjara (AC),140,0,0,0,0,0,0,0,0,0,0,181,0,0,201,0,0,0,0,0
40310,Barossa (DC),6317,1164,456,1585,867,733,0,0,151,1047,462,4634,1866,7766,4577,2657,2722,399,2202,2564
40430,Barunga West (DC),142,0,0,0,0,0,0,0,0,0,0,114,164,0,0,0,0,0,117,0
40520,Berri and Barmera (DC),2657,0,239,0,170,0,132,421,0,0,0,347,237,2156,916,169,875,272,132,287
40700,Burnside (C),1407,274,513,187,1169,36,283,592,965,2526,599,1424,702,2855,686,249,317,0,113,187
40910,Campbelltown (C) (SA),618,73,311,473,1324,388,0,153,629,1795,837,504,412,2488,0,18,261,1232,71,0
41010,Ceduna (DC),2488,0,200,0,0,0,138,0,230,0,96,1485,652,3007,2958,940,2015,544,1271,670
41060,Charles Sturt (C),1292,685,911,939,1742,121,186,151,167,1895,2070,2458,724,9847,1247,209,377,543,438,240
41140,Clare and Gilbert Valleys (DC),2750,0,505,337,566,0,0,0,0,0,0,1473,1307,3047,755,771,758,0,276,147
41190,Cleve (DC),145,0,0,0,0,0,0,0,0,0,0,779,0,145,712,0,0,0,131,0
41330,Coober Pedy (DC),4603,1264,1180,858,0,80,834,0,754,847,0,6236,3022,11919,17334,3031,5106,1690,4862,5356
41560,Copper Coast (DC),1912,0,289,0,0,0,0,173,0,483,0,185,656,1738,846,0,61,0,147,0
41750,Elliston (DC),903,0,0,0,0,0,0,0,0,458,0,160,0,458,1083,124,192,0,320,341
41830,Flinders Ranges (DC),1699,0,187,436,476,33,84,0,19,143,0,1071,215,4872,3156,969,4074,366,2180,1109
41960,Franklin Harbour (DC),269,0,0,0,0,0,0,0,0,0,0,0,0,130,158,0,0,0,0,0
42030,Gawler (T),1081,405,239,318,205,0,0,0,0,0,609,315,86,2623,604,179,0,0,390,0
42110,Goyder (DC),1166,0,0,0,0,0,0,0,0,0,0,340,0,1065,766,0,0,0,406,27
42250,Grant (DC),131,0,0,0,379,0,0,0,0,820,0,91,0,372,52,0,310,0,25,112
42600,Holdfast Bay (C),9254,187,535,2177,2963,147,0,915,175,1104,1369,4991,3526,13153,3064,2556,1062,284,967,1357
42750,Kangaroo Island (DC),2523,592,1962,3611,1411,0,1367,0,320,7534,1428,19179,5876,12477,22249,9541,13807,20828,4705,12329
43080,Karoonda East Murray (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0
43220,Kimba (DC),263,0,0,0,0,0,0,0,0,0,0,277,287,130,258,0,0,0,48,287
43360,Kingston (DC) (SA),742,462,51,0,238,45,0,259,0,779,289,1472,746,932,1331,330,1226,75,603,1497
43650,Light (RegC),675,0,0,0,17,0,0,0,0,0,0,0,320,1046,0,47,35,0,151,206
43710,Lower Eyre Peninsula (DC),1090,0,0,15,0,0,0,0,0,0,0,0,0,1054,87,467,101,81,157,434
43790,Loxton Waikerie (DC),228,282,0,0,476,0,263,71,0,0,0,796,105,2331,518,112,845,599,124,124
43920,Mallala (DC),482,0,0,0,0,0,0,0,0,0,0,277,0,183,0,0,0,0,0,115
44000,Maralinga Tjarutja (AC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44060,Marion (C),2640,364,1469,1234,797,594,0,27,829,2746,2232,1062,675,7032,757,353,0,212,345,628
44210,Mid Murray (DC),6616,0,319,0,0,0,0,0,0,0,0,398,39,2223,708,484,310,0,228,129
44340,Mitcham (C),1627,52,217,656,633,1408,0,81,288,3419,424,1072,89,6025,1407,133,164,2063,195,474
44550,Mount Barker (DC),4227,513,16,447,751,0,0,0,108,985,0,1441,495,3005,3745,1333,364,420,1016,147
44620,Mount Gambier (C),11035,220,1399,1960,768,45,459,505,194,5849,1616,5467,3245,14613,11864,3288,4315,4197,2420,4303
44830,Mount Remarkable (DC),385,0,0,0,0,47,0,0,0,0,0,269,287,1146,1030,344,0,0,212,303
45040,Murray Bridge (RC),3830,0,703,0,0,177,698,0,257,1510,0,559,205,2838,1823,102,639,148,307,558
45090,Naracoorte and Lucindale (DC),2495,71,452,452,0,0,424,421,212,0,0,331,0,2546,2859,202,445,115,279,508
45120,Northern Areas (DC),344,0,0,0,0,0,0,0,0,249,0,1056,38,77,105,227,693,23,104,0
45290,Norwood Payneham St Peters (C),845,115,454,930,2033,63,196,0,114,1166,839,1008,473,2173,164,161,53,99,192,0
45340,Onkaparinga (C),2935,384,0,1346,1130,366,218,643,274,2271,1291,2890,1240,16056,2165,1015,297,232,709,466
45400,Orroroo/Carrieton (DC),92,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,61,80,0,287
45540,Peterborough (DC),261,0,0,0,0,0,0,0,0,0,0,243,103,277,175,0,0,171,0,0
45680,Playford (C),1330,0,228,257,0,35,108,282,147,0,251,0,0,1376,161,0,74,0,306,549
45890,Port Adelaide Enfield (C),2011,251,511,767,1838,216,246,126,0,3461,4129,2320,233,4696,2654,1221,122,308,278,731
46090,Port Augusta (C),4121,607,534,614,1123,0,147,0,366,604,0,2847,1745,5520,7686,1516,4843,866,2096,2435
46300,Port Lincoln (C),2315,1955,173,244,258,136,68,79,148,133,97,4571,2156,7011,3081,1727,2122,586,1551,313
46450,Port Pirie City and Dists (M),1190,0,68,0,0,0,0,0,0,0,0,512,47,1092,684,528,529,0,1098,393
46510,Prospect (C),213,0,118,185,535,0,0,0,0,88,0,0,93,202,122,0,121,378,45,219
46670,Renmark Paringa (DC),1285,571,440,0,216,71,1096,34,65,179,0,578,348,1714,1686,1283,1297,292,587,255
46860,Robe (DC),4566,466,173,1607,786,0,0,477,0,0,0,3197,2326,14122,4118,2328,3671,2644,1300,3762
46970,Roxby Downs (M),664,0,0,96,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
47140,Salisbury (C),2418,91,1062,738,1776,174,247,219,84,2839,2731,1106,160,2759,563,142,757,0,614,217
47290,Southern Mallee (DC),0,0,0,0,0,0,243,0,0,0,0,842,325,91,250,0,311,0,0,287
47490,Streaky Bay (DC),1263,0,58,0,0,0,0,0,148,0,0,247,287,937,1255,208,549,144,316,663
47630,Tatiara (DC),2491,115,0,0,0,0,66,259,116,342,0,849,1007,1626,1418,0,1217,138,174,1255
47700,Tea Tree Gully (C),1545,0,706,0,537,240,279,0,145,432,1238,583,52,5702,0,0,85,0,0,0
47800,The Coorong (DC),794,0,0,313,143,42,0,0,0,206,0,430,287,1464,3083,545,171,189,1663,897
47910,Tumby Bay (DC),873,0,0,15,0,0,0,0,0,0,0,0,117,661,165,0,0,455,0,0
47980,Unley (C),2018,311,601,645,1159,548,188,0,1003,2654,1016,141,901,2338,373,434,293,242,125,0
48050,Victor Harbor (C),4240,153,270,2229,762,77,167,0,320,807,305,3819,2345,7884,4056,1233,3451,2988,1420,1147
48130,Wakefield (DC),0,0,0,0,0,0,166,43,0,0,0,0,0,313,755,80,0,0,142,287
48260,Walkerville (M),166,0,212,602,258,0,0,0,0,150,335,0,0,475,0,95,54,0,0,0
48340,Wattle Range (DC),1007,187,359,692,0,0,69,477,0,290,0,1137,1017,3897,2585,1083,554,264,275,1591
48410,West Torrens (C),1061,205,408,715,2772,1329,481,171,1110,1925,2667,375,421,3219,153,482,270,120,154,1065
48540,Whyalla (C),2119,0,0,106,505,237,0,0,148,0,391,407,117,1524,738,865,160,109,375,112
48640,Wudinna (DC),245,0,0,0,0,0,0,0,0,0,0,779,0,224,695,337,717,0,0,0
48750,Yankalilla (DC),2196,150,299,180,329,0,0,81,159,606,0,660,518,1972,1947,120,1372,459,873,144
48830,Yorke Peninsula (DC),1839,491,0,0,0,71,0,0,0,0,0,586,429,917,1681,146,1127,0,393,327
49399,Unincorporated SA,7140,96,126,847,1192,224,630,934,266,112,558,7844,3096,9036,9185,2884,4076,1199,2400,3009
50080,Albany (C),13402,1871,2951,17646,9795,1337,2859,1316,1579,6332,1682,11267,4981,32311,15773,4639,8441,3149,3937,8030
50210,Armadale (C),5234,215,540,4819,4990,1340,233,364,2538,2402,2879,1410,509,8355,1493,789,1282,80,737,528
50250,Ashburton (S),15122,387,1185,1632,2880,956,479,2243,201,702,601,14348,1504,8486,18325,2477,4794,1766,4157,5613
50280,Augusta-Margaret River (S),17104,3586,7306,57841,24168,1626,3073,1336,2499,9438,1829,21371,9901,62419,19746,8056,11458,4133,5216,8902
50350,Bassendean (T),957,256,408,87,518,205,310,82,0,555,519,743,0,2161,179,0,0,54,63,0
50420,Bayswater (C),7408,1428,2138,3125,5037,1478,1255,598,1574,3988,3147,1932,375,7188,1993,988,1067,756,238,413
50490,Belmont (C),11026,1900,1186,7979,8035,2821,1134,1892,2644,5263,2057,3422,2455,12924,2025,1059,1792,1398,772,727
50560,Beverley (S),0,0,0,0,0,0,0,0,0,0,0,0,148,232,101,0,0,0,0,293
50630,Boddington (S),313,0,0,0,0,0,0,87,0,0,150,223,0,236,49,0,0,0,57,0
50770,Boyup Brook (S),668,0,0,0,0,0,0,0,0,0,0,0,0,524,322,63,0,0,0,0
50840,Bridgetown-Greenbushes (S),855,0,344,53,0,44,0,0,0,0,0,1065,51,1703,496,394,352,201,311,100
50910,Brookton (S),410,0,0,96,0,0,0,0,0,96,146,0,0,120,0,0,53,127,269,0
50980,Broome (S),12798,1311,1233,1201,1006,249,1785,918,753,1145,75,14244,4001,21292,22746,2626,9304,3193,5147,8818
51080,Broomehill-Tambellup (S),0,0,0,0,0,0,0,0,0,0,0,133,169,289,401,0,0,0,0,0
51120,Bruce Rock (S),123,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0
51190,Bunbury (C),10179,1931,1112,6324,4683,1167,1270,404,2585,1524,974,3160,1781,15474,8222,2294,2874,1644,2222,2884
51260,Busselton (C),14892,1519,2225,18663,12499,3087,1589,593,956,3173,456,11259,4057,43265,9238,2990,2828,1269,2766,5835
51310,Cambridge (T),1875,616,1571,2923,2673,498,178,720,206,1567,1135,2892,832,8220,1479,1056,728,747,590,486
51330,Canning (C),6767,1362,4683,15925,35697,8963,3889,801,3544,15139,4486,4524,1549,11128,1253,129,1230,445,584,362
51400,Capel (S),292,124,0,0,149,0,100,0,0,240,471,465,0,1915,160,410,101,0,61,0
51470,Carnamah (S),262,0,0,0,0,0,0,0,0,0,0,0,148,328,434,23,326,143,126,0
51540,Carnarvon (S),6866,1372,1451,465,23,190,2383,440,1078,1801,390,7264,982,14800,24317,3989,8025,3510,4913,7676
51610,Chapman Valley (S),134,0,0,0,0,158,0,0,0,0,0,76,287,0,467,0,0,0,236,452
51680,Chittering (S),205,41,0,1142,547,68,0,0,228,0,0,0,0,1677,59,0,110,284,164,0
51750,Claremont (T),775,756,348,941,595,515,42,92,0,787,319,587,308,5480,0,550,595,39,150,410
51820,Cockburn (C),6461,1006,1188,5101,6916,1818,1433,877,782,3908,2163,3924,2837,18578,3061,1173,1330,2335,1172,1033
51890,Collie (S),1141,0,0,0,159,111,87,0,0,0,25,518,243,326,48,176,88,60,81,428
51960,Coolgardie (S),1398,43,214,0,0,46,0,207,0,0,0,162,287,1312,457,86,193,72,0,0
52030,Coorow (S),0,0,0,0,0,158,0,0,0,0,0,528,332,1583,1362,167,451,0,527,529
52100,Corrigin (S),109,0,0,145,0,0,0,0,0,0,0,0,42,308,329,0,356,0,218,124
52170,Cottesloe (T),738,246,175,1211,693,291,0,389,0,907,321,2757,286,6717,2541,788,287,94,213,322
52240,Cranbrook (S),305,0,0,0,0,0,0,0,0,0,0,0,551,211,75,24,0,0,0,0
52310,Cuballing (S),154,0,0,0,0,88,0,0,0,0,0,168,635,1245,219,0,114,0,0,0
52380,Cue (S),820,0,0,0,0,0,0,0,0,0,0,0,237,776,182,0,0,89,0,382
52450,Cunderdin (S),0,0,0,82,0,0,0,0,0,0,0,0,130,431,154,0,0,0,0,0
52520,Dalwallinu (S),991,508,181,0,0,40,0,0,0,0,0,281,0,312,961,167,0,0,24,0
52590,Dandaragan (S),5272,1033,1369,5458,3460,269,519,490,523,3849,0,4331,883,13232,14977,2451,2925,1872,3027,4606
52660,Dardanup (S),667,0,0,787,360,0,0,191,0,0,0,168,0,291,0,0,0,0,92,0
52730,Denmark (S),2809,495,368,2849,2582,183,980,473,66,232,352,4018,2394,12284,7552,1599,3131,688,1952,2599
52800,Derby-West Kimberley (S),5016,1045,47,63,0,84,468,30,223,0,0,2848,971,3357,11491,706,2183,1271,2510,3737
52870,Donnybrook-Balingup (S),651,216,445,0,33,116,796,124,1036,0,0,69,0,1260,1039,39,737,275,744,118
52940,Dowerin (S),0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,65,0,0,0
53010,Dumbleyung (S),0,0,0,0,193,0,364,0,0,0,0,0,0,0,0,0,0,0,214,0
53080,Dundas (S),2359,0,200,91,23,109,336,0,129,0,0,1767,885,4195,3909,1284,2488,228,1055,1671
53150,East Fremantle (T),158,0,194,100,90,294,130,51,0,0,321,392,502,1540,292,56,112,0,62,0
53220,East Pilbara (S),5456,507,232,52,563,1311,63,401,411,0,88,2181,228,2902,4559,774,370,782,656,1383
53290,Esperance (S),8644,412,538,1798,2323,402,1696,163,1494,2293,120,3497,2944,14395,13880,3013,6713,1864,3239,5607
53360,Exmouth (S),5816,819,553,439,259,84,645,299,793,2488,86,9720,1836,16654,24870,4393,8462,3362,4896,8701
53430,Fremantle (C),14502,5120,3186,24083,12262,3583,2726,1835,793,5059,2588,15530,3683,43317,15441,7914,8018,4801,5097,6183
53570,Gingin (S),2104,0,279,927,1201,351,594,55,798,232,19,1293,273,5752,5780,1189,2801,253,1254,2732
53640,Gnowangerup (S),440,0,0,0,0,0,0,0,0,0,0,0,144,0,150,0,0,0,24,0
53710,Goomalling (S),0,0,0,62,0,0,0,0,0,0,0,0,0,93,0,47,0,0,68,0
53780,Gosnells (C),3887,1042,1603,5009,5729,2252,2752,761,653,4097,4561,1411,382,7210,549,624,0,220,359,0
53800,Greater Geraldton (C),9346,3873,1649,5256,2737,1194,1312,668,961,2403,723,6802,1621,19938,19913,3464,6268,3023,4171,5888
53920,Halls Creek (S),3594,914,69,0,84,45,17,299,95,62,0,1603,249,2793,8433,509,1971,507,1731,3188
53990,Harvey (S),1267,0,38,1276,710,125,700,445,405,77,451,458,42,1708,747,0,626,218,180,535
54060,Irwin (S),833,739,0,424,571,322,0,99,575,143,0,715,365,4335,3021,138,1368,359,520,1379
54130,Jerramungup (S),1224,0,0,241,58,0,0,0,0,14,0,644,126,1410,1293,194,597,0,672,296
54170,Joondalup (C),12517,2287,2168,7304,7120,4661,569,1368,550,1198,2222,7155,2199,58581,2416,1411,1529,1398,1892,1441
54200,Kalamunda (S),3891,322,66,4221,3070,448,0,477,345,259,1101,638,849,8833,875,0,214,200,484,422
54280,Kalgoorlie/Boulder (C),10830,732,664,973,956,405,502,1159,301,1574,145,2269,2432,11239,4774,1929,1667,1063,1967,3364
54310,Karratha (C),12834,1192,854,2121,1562,1878,745,1220,502,1803,1577,5443,3022,6858,3753,1072,1916,552,1839,632
54340,Katanning (S),442,0,0,119,434,0,0,0,0,0,0,113,64,610,1221,110,0,0,0,0
54410,Kellerberrin (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0
54480,Kent (S),0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,131,0
54550,Kojonup (S),171,0,0,401,0,30,0,0,0,0,0,113,0,839,322,225,70,88,142,0
54620,Kondinin (S),2651,520,718,1112,1421,614,558,0,531,926,0,546,403,3971,4251,1459,476,845,1482,2590
54690,Koorda (S),253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54760,Kulin (S),266,85,0,170,0,0,0,0,0,0,0,0,0,79,0,0,32,0,0,0
54830,Kwinana (C),3135,173,0,1199,274,950,9,0,228,305,1153,948,322,3416,0,0,482,0,86,173
54900,Lake Grace (S),582,0,170,241,572,0,0,0,0,64,0,0,0,1262,408,826,134,0,325,475
54970,Laverton (S),1011,0,0,0,0,46,0,256,0,0,0,0,137,433,67,184,458,511,148,380
55040,Leonora (S),425,0,0,0,0,323,0,49,0,176,112,267,343,1725,1306,469,614,246,132,384
55110,Mandurah (C),11042,774,451,11452,4467,3824,1494,1241,1337,4329,789,4391,1982,23686,5179,713,2117,909,845,791
55180,Manjimup (S),5732,1004,1221,10815,2825,934,2400,905,565,2684,792,4084,2990,12851,8528,1313,4224,1973,2397,5202
55250,Meekatharra (S),1082,0,229,52,0,14,60,0,0,18,0,533,237,975,1793,378,294,0,882,699
55320,Melville (C),4112,2097,3006,15855,15630,8630,1782,1301,894,6032,3994,5464,1331,17962,3213,608,1059,1154,404,83
55390,Menzies (S),619,0,0,0,0,0,0,57,0,0,0,0,0,239,0,0,235,0,198,265
55460,Merredin (S),1088,0,0,0,0,0,0,0,0,299,0,240,42,1215,343,105,591,0,514,103
55530,Mingenew (S),0,0,0,0,0,0,0,0,0,0,0,227,0,0,80,0,0,0,0,0
55600,Moora (S),286,0,0,207,0,398,0,130,0,0,73,297,0,592,244,127,97,0,0,822
55670,Morawa (S),230,0,0,0,0,0,0,83,0,0,0,0,0,416,96,100,0,0,331,0
55740,Mosman Park (T),457,0,403,513,595,516,0,292,0,900,113,888,148,3760,941,557,428,733,172,91
55810,Mount Magnet (S),581,0,147,0,94,0,0,0,186,0,0,388,0,963,1414,59,89,581,605,574
55880,Mount Marshall (S),0,0,0,0,0,0,0,0,0,0,0,0,0,483,172,0,0,0,0,30
55950,Mukinbudin (S),197,0,0,0,0,0,0,0,115,0,0,71,0,0,228,0,0,0,0,0
56090,Mundaring (S),2117,182,287,622,337,990,149,90,612,246,0,1247,183,4527,816,256,0,40,299,421
56160,Murchison (S),320,0,0,0,0,0,0,0,0,0,0,0,0,285,52,0,0,0,0,0
56230,Murray (S),907,0,0,488,573,181,0,783,52,0,0,0,149,2534,437,186,552,23,272,296
56300,Nannup (S),357,0,0,124,0,0,0,0,0,0,0,854,0,1402,1126,414,69,0,344,195
56370,Narembeen (S),173,0,0,0,0,0,293,0,0,0,0,0,0,647,168,215,0,81,0,0
56460,Narrogin (S),1095,185,0,255,0,0,101,0,345,0,0,160,28,1162,350,141,85,153,131,177
56580,Nedlands (C),2178,1077,1116,9417,5376,1077,176,59,1163,7733,393,2980,401,4661,842,979,690,735,529,839
56620,Ngaanyatjarraku (S),209,0,0,0,0,0,0,0,0,0,0,0,374,0,206,0,104,23,214,68
56730,Northam (S),2480,107,0,400,87,92,0,159,14,0,131,239,318,1894,298,255,85,152,229,426
56790,Northampton (S),4986,1917,2264,3870,1953,1387,965,595,1364,3150,152,6701,2373,16370,19739,3918,6852,3370,4286,9159
56860,Nungarin (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56930,Peppermint Grove (S),0,0,107,108,0,134,0,76,0,0,0,0,0,177,94,50,0,0,27,0
57000,Perenjori (S),217,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,83
57080,Perth (C),136224,60443,37332,182851,163891,49361,27484,16861,27382,92116,23243,152017,40066,220124,87211,30051,49516,30584,20440,30927
57140,Pingelly (S),0,0,0,0,0,0,0,0,0,0,0,340,82,0,0,0,0,0,0,0
57210,Plantagenet (S),994,0,47,437,293,0,0,127,0,143,150,594,1058,3736,1964,824,1058,60,774,1114
57280,Port Hedland (T),15520,1498,352,556,877,588,919,513,718,461,968,3988,811,5418,10925,553,4247,1271,1661,3766
57350,Quairading (S),0,0,0,0,0,0,0,0,0,0,0,0,0,464,156,0,0,0,131,0
