lga_code_2016,lga_name_2016,New Zealand,Japan,Hong Kong,Singapore,Malaysia,Indonesia,Taiwan,Thailand,Korea,China,India,United States of America,Canada,United Kingdom,Germany,Scandinavia,France,Italy,Netherlands,Switzerland
27450,Yarra Ranges (S),93873,6005,38023,12748,16947,2144,58278,9497,317,79398,36481,62122,49096,158172,50705,2875,77947,60097,37102,3830
27630,Yarriambiack (S),406,0,0,0,0,49681,0,0,0,0,12307,16660,0,144,609,131,0,0,0,47
29399,Unincorporated Vic,18326,1013,16401,21115,7882,1136,36745,2753,5486,146434,6245,69828,82446,189461,119915,34935,60063,13969,38331,26835
30250,Aurukun (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30300,Balonne (S),6888,0,715,0,0,4136,15970,4806,1803,0,0,0,3412,29892,17029,6180,38138,11615,59,0
30370,Banana (S),23558,0,0,0,1149,0,0,0,14849,921,0,7034,13118,101180,15043,30007,4027,70805,15551,1383
30410,Barcaldine (R),12258,0,2965,9899,0,0,0,0,0,0,0,857,1179,13595,192,288,0,907,0,636
30450,Barcoo (S),0,0,0,0,0,0,0,0,0,0,0,535,13910,202,0,0,0,0,131,340
30760,Blackall-Tambo (R),5404,0,0,0,0,0,0,0,0,712,0,79,0,244,1882,222,0,12749,233,4757
30900,Boulia (S),2470,8814,0,0,3215,0,0,0,0,0,0,291,0,2845,288,1391,0,0,61,970
31000,Brisbane (C),4189697,3737915,3069092,1929100,1817849,907507,5507432,1073057,6738750,14690987,3907680,3552398,1588659,6660304,2179544,1580214,1587822,1345867,527242,437134
31750,Bulloo (S),0,0,0,0,0,0,0,0,0,0,0,247,548,0,0,0,0,0,0,0
31820,Bundaberg (R),129865,306127,193629,848,5378,20075,812168,22027,179472,14578,27496,28609,70385,431313,314505,81468,220416,109526,70449,6182
31900,Burdekin (S),2742,16797,0,13,0,0,105679,0,20463,1993,19238,16090,649,102973,91943,23985,44813,62819,26476,323
31950,Burke (S),4293,0,0,0,0,0,0,0,0,0,0,0,302,155256,2467,0,1010,1022,1287,1050
32080,Cairns (R),1158305,1917265,517419,81655,48234,86866,449434,100975,874999,2071470,237485,1694207,583401,2835625,1545198,643076,941738,297830,325714,333807
32250,Carpentaria (S),141313,0,0,0,0,0,0,0,0,0,0,9626,1615,2076,7964,414,1166,511,470,1651
32260,Cassowary Coast (R),46937,160841,20561,1505,990,0,47488,2035,96966,23837,63392,44580,30054,412385,139086,70192,124481,108464,60771,19344
32270,Central Highlands (R) (Qld),124993,36337,42325,1892,13,2668,76032,6280,59229,1986,0,6393,28217,86642,70513,19679,19415,14522,75992,1245
32310,Charters Towers (R),11799,0,114,4787,0,0,0,194,0,168,655,4568,7040,56831,4461,4861,3567,1899,4277,985
32330,Cherbourg (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32450,Cloncurry (S),14006,0,0,0,0,0,185,21632,117,248,0,12026,89,5376,20445,1025,15134,452,733,198
32500,Cook (S),11064,2746,10961,982,0,0,122206,26766,0,0,0,17685,3488,71774,41499,5789,4319,11978,1640,4600
32600,Croydon (S),259,0,0,0,0,0,0,0,0,0,0,0,18437,2506,13603,0,201,185,138,0
32750,Diamantina (S),0,0,0,0,58,0,0,0,0,0,0,3234,584,9867,0,0,0,12105,0,760
32770,Doomadgee (S),0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32810,Douglas (S),388562,22926,14756,4998,7894,580,4093,839,30496,13946,16693,369376,101868,532586,155301,111558,160732,73015,52444,21214
33100,Etheridge (S),9625,0,0,10,0,0,0,0,117,70,0,602,990,1040,5553,1388,1138,511,710,1923
33200,Flinders (S) (Qld),4368,0,0,129,0,0,154,0,141,0,0,773,451,1996,3792,440,9550,289,1837,436
33220,Fraser Coast (R),163738,56553,46618,6632,1309,890,79066,15303,27881,32315,136144,71355,91373,640939,362884,127456,105300,47025,74028,66457
33360,Gladstone (R),392820,3971,1785,19704,109103,135963,2229,35282,36655,69941,86113,560756,38180,421481,151207,55154,32352,55593,61733,29097
33430,Gold Coast (C),6115216,3282848,843428,804180,705584,217702,1205411,371268,1716082,4560825,725948,1495404,873179,2837170,847002,562535,581070,740915,140311,307879
33610,Goondiwindi (R),36546,0,10042,0,0,0,201,0,0,0,0,655,1499,33386,38677,4066,45,2300,20597,110
33620,Gympie (R),51087,27580,5978,967,143,0,0,31782,11968,5670,5024,20415,52091,198483,198108,48504,42207,19420,26608,28184
33800,Hinchinbrook (S),8526,0,51,13,0,0,21132,0,0,0,0,8939,253,4574,4056,4395,4806,2495,1398,962
33830,Hope Vale (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33960,Ipswich (C),431275,55514,12671,17897,72677,1009,34545,16727,47583,5370,81591,65463,27901,158837,22330,4536,24813,6909,14858,18794
33980,Isaac (R),89689,0,246,0,13,1138,0,0,93,561,35383,91283,14493,34215,51153,11964,22805,197,9438,527
34420,Kowanyama (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34530,Livingstone (S),80837,1882,0,7129,0,0,11548,1505,69,0,0,18921,7000,81738,24539,24375,14932,10749,4410,3951
34570,Lockhart River (S),0,0,0,0,0,0,0,0,0,0,0,0,0,1929,0,0,556,0,138,0
34580,Lockyer Valley (R),22130,198371,114603,7604,24030,34923,617368,46606,130096,41344,9905,25304,0,159837,35057,13004,49283,22493,751,0
34590,Logan (C),995939,46882,37930,16584,4217,8071,94369,74714,60575,214186,97859,38665,71080,230250,46755,3917,13146,1954,1906,8184
34710,Longreach (R),48257,14689,0,0,0,0,206,0,0,0,0,2898,5018,80414,3151,0,273,3803,4873,1310
34770,Mackay (R),365368,47597,34676,5940,79223,2054,102810,32629,68102,112748,221771,42481,28239,196312,82493,12467,60970,35292,14538,15555
34800,McKinlay (S),1244,19,0,0,0,0,144,0,0,0,0,397,1363,23082,1151,149,190,0,247,760
34830,Mapoon (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088,0,0,0
34860,Maranoa (R),139276,0,0,10295,2754,10391,98,22912,3576,0,4676,36486,66995,78368,17788,5837,2924,33133,5708,252
34880,Mareeba (S),77417,90703,1291,2103,3698,0,167953,13606,96447,762,0,83996,867,75830,164191,15413,80169,67785,19152,5574
35010,Moreton Bay (R),861610,149768,140359,19838,23656,22065,558653,37526,488462,49638,145428,68395,52382,701440,65749,78607,58298,56673,12116,7931
35250,Mornington (S),12701,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0
35300,Mount Isa (C),116835,229,122,129,5699,0,10938,1564,5256,22116,0,8570,10922,64256,20104,19288,15879,2025,20947,4254
35600,Murweh (S),26411,8226,0,0,0,0,0,0,0,1221,19101,11954,49,1479,7823,372,989,5665,147,621
35670,Napranum (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35740,Noosa (S),565778,142141,10404,14577,5940,2336,36558,6006,93764,22934,1175,185926,166578,707380,346875,193507,225953,96046,90097,168212
35760,North Burnett (R),5504,7367,2452,0,0,0,102228,7186,92170,393,0,205,37655,29032,13879,11319,194780,55671,5732,239
35780,Northern Peninsula Area (R),3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,553,917
35790,Palm Island (S),12209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35800,Paroo (S),2295,0,0,0,0,0,0,0,0,0,0,13991,1212,3224,169,1468,2592,1856,11520,287
36070,Pormpuraaw (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36150,Quilpie (S),874,0,0,0,0,0,152,927,0,0,0,185,282,294,0,0,0,0,131,8455
36250,Redland (C),264846,8597,1899,4593,8935,10783,37980,3196,101,21142,28291,29854,34840,236354,68035,29538,24946,17434,5462,4171
36300,Richmond (S),13349,0,0,0,0,0,0,0,8826,0,0,4474,16668,153,989,5903,944,0,10821,0
36370,Rockhampton (R),176343,25355,5236,66363,319,382,42425,9933,42626,64777,11905,57000,24591,127884,100816,30152,36065,75289,22119,15142
36510,Scenic Rim (R),69185,61407,13878,40352,3590,47,50,0,26002,0,107,31328,17904,98447,41428,5550,68839,31374,4688,7296
36580,Somerset (R),16902,24880,3503,519,41608,0,119358,0,46843,0,0,3222,2285,11980,17683,4670,0,0,3368,52
36630,South Burnett (R),11197,3971,0,90,0,0,3013,9464,0,0,0,27245,7797,6443,4380,838,28049,0,3462,392
36660,Southern Downs (R),18999,47093,107176,169,0,1155,633326,71,110187,0,0,9955,5155,155038,150046,25821,104234,99492,9355,118
36720,Sunshine Coast (R),1332564,152992,8487,57784,19611,13250,235524,73030,269558,285852,32880,331155,263369,986395,551146,272836,135760,170748,30021,93736
36820,Tablelands (R),31827,45431,1472,220,1353,8195,8077,20710,3278,9945,0,86195,11722,176848,47921,2889,29707,786,12904,3567
36910,Toowoomba (R),166999,44409,56290,73598,150270,37634,293872,23566,109490,74301,144076,187006,121194,282081,173827,91971,33723,1227,28763,6497
36950,Torres (S),52712,856,0,0,0,0,0,0,0,0,0,72,166,34251,6896,671,2925,83,696,3998
36960,Torres Strait Island (R),0,0,0,0,0,8201,0,0,0,0,0,113,0,1463,0,0,0,1585,0,0
37010,Townsville (C),637522,56882,140055,74386,32754,29896,47656,140852,111848,105733,314485,669776,227526,751691,371338,285908,196881,90925,63770,42976
37300,Weipa (T),16873,0,0,0,0,0,0,0,0,0,2373,1691,551,8540,0,0,5579,1210,71,0
37310,Western Downs (R),92797,239,59610,2147,34883,11879,53701,27780,17829,6279,10229,31355,68503,134881,40777,27288,9748,12080,1462,73
37340,Whitsunday (R),412245,350640,192138,31939,15032,2198,324459,36250,320845,156299,33860,376248,217797,1260814,568573,201522,266014,111724,132715,116581
37400,Winton (S),6065,7932,0,0,0,45,0,0,0,0,0,368,159,26981,4523,2645,0,843,11148,559
37550,Woorabinda (S),0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0
37570,Wujal Wujal (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37600,Yarrabah (S),21472,1695,637,1946,0,0,1147,64,97,16408,65,28013,6114,14009,7275,7300,681,676,3841,4553
40070,Adelaide (C),629621,304630,944993,598361,679099,242388,769217,189691,501083,3484715,588203,1367543,539808,1616177,727025,307241,567821,307551,223627,135705
40120,Adelaide Hills (DC),6563,865,0,0,2119,10619,0,0,1541,0,0,12468,10405,56786,13828,598,18505,30718,12820,2733
40220,Alexandrina (DC),12501,0,138,4271,0,9563,0,0,0,202,0,5948,2038,42675,10836,4711,4314,1301,395,2605
40250,Anangu Pitjantjatjara (AC),2523,0,0,0,0,0,0,0,0,0,0,3805,0,0,1630,0,0,0,0,0
40310,Barossa (DC),18553,3056,2479,15329,1362,14064,0,0,26908,2991,1329,150861,6008,40487,23877,12077,151946,399,18069,4824
40430,Barunga West (DC),142,0,0,0,0,0,0,0,0,0,0,227,164,0,0,0,0,0,117,0
40520,Berri and Barmera (DC),18100,0,5023,0,3059,0,13482,1685,0,0,0,1538,1742,17654,46687,8139,28918,45810,528,861
40700,Burnside (C),38360,24357,13762,6894,22600,4768,43235,35588,111470,322608,34972,47429,18097,36935,3741,855,27272,0,6717,374
40910,Campbelltown (C) (SA),6057,10550,4481,15508,38751,10561,0,6864,42177,243424,58511,12759,6389,31468,0,211,2724,43014,2847,0
41010,Ceduna (DC),3510,0,200,0,0,0,138,0,230,0,672,3323,652,5696,19942,1422,7564,708,2914,980
41060,Charles Sturt (C),13944,77422,61145,22235,47685,3424,22534,17301,34348,139897,161996,143669,25736,199720,30334,3052,35918,15804,9085,3798
41140,Clare and Gilbert Valleys (DC),4869,0,811,337,1697,0,0,0,0,0,0,53632,9434,14196,4581,81481,1207,0,276,388
41190,Cleve (DC),145,0,0,0,0,0,0,0,0,0,0,36627,0,145,712,0,0,0,131,0
41330,Coober Pedy (DC),16545,4083,1180,1173,0,80,1138,0,1178,1160,0,8805,4955,56010,33507,4369,7854,2895,7464,9457
41560,Copper Coast (DC),67742,0,90617,0,0,0,0,3639,0,1449,0,185,1639,39399,846,0,182,0,153,0
41750,Elliston (DC),1968,0,0,0,0,0,0,0,0,4584,0,802,0,1970,3558,19574,192,0,320,350
41830,Flinders Ranges (DC),15697,0,301,2501,476,33,84,0,113,143,0,2407,429,10866,6497,1773,13787,22976,4114,2097
41960,Franklin Harbour (DC),2053,0,0,0,0,0,0,0,0,0,0,0,0,390,269,0,0,0,0,0
42030,Gawler (T),7538,1214,12438,7755,205,0,0,0,0,0,16967,8866,2566,66413,673,4056,0,0,7066,0
42110,Goyder (DC),5489,0,0,0,0,0,0,0,0,0,0,625,0,18424,4919,0,0,0,625,27
42250,Grant (DC),131,0,0,0,379,0,0,0,0,820,0,91,0,2338,52,0,310,0,25,112
42600,Holdfast Bay (C),104234,373,6882,32009,13225,35484,0,56100,8813,71036,11497,45960,77823,230728,16614,11506,8133,1402,8142,11593
42750,Kangaroo Island (DC),9720,1949,6273,7702,2712,0,3889,0,706,21048,3562,57428,21094,39895,71702,19315,33272,130278,13642,29095
43080,Karoonda East Murray (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0
43220,Kimba (DC),7365,0,0,0,0,0,0,0,0,0,0,277,287,130,491,0,0,0,48,287
43360,Kingston (DC) (SA),18341,2890,51,0,261,90,0,259,0,1287,1157,1719,1029,932,2407,330,1537,75,603,1752
43650,Light (RegC),7793,0,0,0,1269,0,0,0,0,0,0,0,640,22306,0,140,3119,0,318,619
43710,Lower Eyre Peninsula (DC),2326,0,0,30,0,0,0,0,0,0,0,0,0,2893,87,930,494,8475,4131,546
43790,Loxton Waikerie (DC),1173,14487,0,0,952,0,5783,142,0,0,0,2492,1476,64446,22439,10310,18854,12104,3830,495
43920,Mallala (DC),482,0,0,0,0,0,0,0,0,0,0,277,0,2560,0,0,0,0,0,115
44000,Maralinga Tjarutja (AC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44060,Marion (C),19480,11096,14971,60377,26674,65667,0,1629,20381,323647,159564,116160,52302,269900,31230,1474,0,43673,3718,19462
44210,Mid Murray (DC),28383,0,14197,0,0,0,0,0,0,0,0,12108,39,6685,11881,3391,310,0,597,1521
44340,Mitcham (C),9252,10293,910,54609,32573,129377,0,2274,25905,193096,35421,77701,3378,238980,48714,3418,3184,42108,1984,1871
44550,Mount Barker (DC),22763,8771,3834,447,2302,0,0,0,24229,985,0,21621,10437,46590,23783,18491,9914,1561,1719,1619
44620,Mount Gambier (C),52120,220,2995,3543,768,45,13084,21642,657,7778,22865,25604,8600,107357,14841,38776,10124,11704,4982,7648
44830,Mount Remarkable (DC),528,0,0,0,0,47,0,0,0,0,0,269,287,1799,2252,344,0,0,1451,724
45040,Murray Bridge (RC),18493,0,101944,0,0,7251,76218,0,257,2604,0,1686,205,11121,2349,102,12849,148,437,1213
45090,Naracoorte and Lucindale (DC),77782,497,25886,8335,0,0,53569,25278,26945,0,0,331,0,15806,15777,202,32897,1715,610,1156
45120,Northern Areas (DC),486,0,0,0,0,0,0,0,0,2245,0,14304,38,540,226,5247,30983,23,620,0
45290,Norwood Payneham St Peters (C),6263,1728,11983,51136,49592,443,26106,0,4928,197416,91899,15321,7129,66573,2047,3695,5318,24914,1313,0
45340,Onkaparinga (C),15329,2076,0,8735,26036,3486,19647,25118,14304,149610,64293,122234,22391,402637,47976,13493,2596,5984,14391,652
45400,Orroroo/Carrieton (DC),6453,0,0,0,0,0,0,0,0,0,0,0,0,64564,0,0,122,7198,0,287
45540,Peterborough (DC),261,0,0,0,0,0,0,0,0,0,0,397,103,810,175,0,0,171,0,0
45680,Playford (C),22752,0,5932,1434,0,741,6074,1198,441,0,61999,0,0,153412,2088,0,3639,0,1307,2743
45890,Port Adelaide Enfield (C),25524,71832,70139,13080,169151,20618,26729,5250,0,363228,291008,205249,4531,89000,30728,17855,2816,29767,15695,8771
46090,Port Augusta (C),10296,867,683,614,2421,0,277,0,662,604,0,12152,2485,17882,12797,4348,11675,1323,3879,4584
46300,Port Lincoln (C),11416,20504,694,716,516,318,68,21858,741,930,194,13729,8723,26847,9342,6934,4316,11027,7919,972
46450,Port Pirie City and Dists (M),7712,0,68,0,0,0,0,0,0,0,0,789,95,8581,990,528,2102,0,17045,1074
46510,Prospect (C),852,0,473,741,42002,0,0,0,0,15852,0,0,30176,662,3646,0,1206,19992,91,656
46670,Renmark Paringa (DC),2618,49630,5195,0,432,71,131279,2038,4717,700,0,36669,19207,23788,21836,16521,34562,8902,4114,11390
46860,Robe (DC),4566,1811,173,1607,786,0,0,477,0,0,0,3998,4369,18439,4445,2894,5145,2644,1561,5878
46970,Roxby Downs (M),1884,0,0,96,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
47140,Salisbury (C),38843,23747,54717,18464,199147,3334,34295,7157,418,499142,182795,15631,13666,54961,67652,1637,67704,0,6339,58254
47290,Southern Mallee (DC),0,0,0,0,0,0,29213,0,0,0,0,13311,399,905,250,0,311,0,0,287
47490,Streaky Bay (DC),3266,0,58,0,0,0,0,0,445,0,0,247,287,1927,5638,208,1507,2832,316,744
47630,Tatiara (DC),41167,2415,0,0,0,0,1326,259,3587,2055,0,849,2849,1867,4817,0,2758,8269,2008,1255
47700,Tea Tree Gully (C),29236,0,5453,0,34104,15100,16572,0,6720,28866,120422,8599,1138,92980,0,0,1014,0,0,0
47800,The Coorong (DC),1805,0,0,2500,143,6437,0,0,0,4481,0,430,287,3447,6586,545,676,189,2412,1198
47910,Tumby Bay (DC),1301,0,0,15,0,0,0,0,0,0,0,0,352,1723,2688,0,0,1364,0,0
47980,Unley (C),71608,9211,52055,30379,50913,17182,11040,0,31107,169274,49405,2827,11245,34803,10743,12559,6151,9992,1510,0
48050,Victor Harbor (C),9481,407,460,8846,847,924,167,0,40569,2182,2189,8069,5934,81862,19436,1310,8457,7928,3047,1485
48130,Wakefield (DC),0,0,0,0,0,0,14387,431,0,0,0,0,0,313,755,80,0,0,142,287
48260,Walkerville (M),166,0,8567,602,1076,0,0,0,0,48729,18777,0,0,6506,0,668,2633,0,0,0
48340,Wattle Range (DC),4661,561,359,1144,0,0,961,954,0,290,0,16093,1179,13298,6565,2288,17812,2517,1060,2078
48410,West Torrens (C),6852,7885,75227,18534,62628,91523,40421,39609,168436,204144,297133,5561,3515,65797,11537,8414,9041,12605,2833,3534
48540,Whyalla (C),11155,0,0,1060,505,16857,0,0,148,0,74448,12445,1174,14035,6283,6636,160,109,2575,112
48640,Wudinna (DC),1223,0,0,0,0,0,0,0,0,0,0,14807,0,224,695,1010,717,0,0,0
48750,Yankalilla (DC),33098,150,345,180,517,0,0,568,17208,1873,0,1982,4265,15250,10083,155,6678,459,1175,1536
48830,Yorke Peninsula (DC),6943,2250,0,0,0,1399,0,0,0,0,0,2155,1508,4419,8626,292,9838,0,928,1173
49399,Unincorporated SA,59294,289,126,6139,2940,4925,1009,15777,22909,129,13679,101951,25788,30431,35991,11871,12278,2428,6445,10424
50080,Albany (C),66072,28185,12402,48355,19343,6858,161145,14051,5275,15906,4557,68600,75677,339743,101551,31061,212121,70140,29933,19204
50210,Armadale (C),119195,1723,5941,39242,134683,69897,6975,16408,154801,53173,143415,35877,4208,189073,73663,7334,22975,559,6560,9264
50250,Ashburton (S),263244,16155,2307,25912,73239,25416,830,51525,1014,33583,18798,505874,22832,133805,92846,13311,31372,19360,19500,16605
50280,Augusta-Margaret River (S),83263,75010,16761,155594,53009,3995,271666,3801,48792,26635,5066,144049,64183,416206,97624,35367,113181,86914,26784,25234
50350,Bassendean (T),7583,16236,14393,524,3581,13082,15370,574,0,51312,23775,12737,0,61278,2505,0,0,5049,1070,0
50420,Bayswater (C),89578,116387,62559,32571,84061,78012,138555,23129,129886,263494,208712,33048,4651,308864,60362,35145,80034,42090,3197,13474
50490,Belmont (C),114290,22431,74421,45425,141550,67632,96450,39194,241890,143135,93771,24873,43659,88270,6514,23369,4850,24743,24806,11671
50560,Beverley (S),0,0,0,0,0,0,0,0,0,0,0,0,148,232,101,0,0,0,0,293
50630,Boddington (S),5817,0,0,0,0,0,0,6607,0,0,50742,1339,0,3489,1023,0,0,0,57,0
50770,Boyup Brook (S),20073,0,0,0,0,0,0,0,0,0,0,0,0,28711,1289,634,0,0,0,0
50840,Bridgetown-Greenbushes (S),15550,0,5042,53,0,572,0,0,0,0,0,5135,253,4619,496,2007,3331,1209,1312,2293
50910,Brookton (S),25573,0,0,584,0,0,0,0,0,96,292,0,0,4453,0,0,14438,5573,269,0
50980,Broome (S),111630,4437,63508,11077,4864,3980,94261,14908,72709,7571,1872,158149,82947,279961,163225,41338,95307,46870,48270,38557
51080,Broomehill-Tambellup (S),0,0,0,0,0,0,0,0,0,0,0,6504,39278,9125,401,0,0,0,0,0
51120,Bruce Rock (S),7515,0,0,0,0,0,0,0,0,0,0,0,0,6184,0,0,0,0,0,0
51190,Bunbury (C),88836,10593,25814,19073,26250,23192,34659,2007,156273,23327,24020,21512,10093,182958,78587,15109,51401,45785,30808,9830
51260,Busselton (C),93975,5666,8297,59020,123578,33045,38799,10301,44503,69370,4813,91668,24210,429864,28371,49729,32379,23585,13511,15418
51310,Cambridge (T),10978,11667,32484,27036,74872,7432,18737,13888,5439,91906,33046,84889,17565,181686,85880,71654,79393,49927,10030,8930
51330,Canning (C),278001,168325,380600,368246,1195309,441964,496602,52458,377616,1374885,402002,123289,77989,301080,50358,5247,93443,33868,9508,6669
51400,Capel (S),1901,3724,0,0,298,0,999,0,0,1917,19315,8120,0,26429,11595,1230,452,0,243,0
51470,Carnamah (S),7862,0,0,0,0,0,0,0,0,0,0,0,1186,6718,925,1367,6363,143,2009,0
51540,Carnarvon (S),31646,77142,52153,1153,23,4773,96018,2608,21642,4952,390,31801,2623,49890,108807,12771,47974,22858,17784,24798
51610,Chapman Valley (S),7893,0,0,0,0,158,0,0,0,0,0,76,573,0,1156,0,0,0,236,948
51680,Chittering (S),410,3707,0,6948,5860,2302,0,0,6848,0,0,0,0,26197,1304,0,4831,284,3462,0
51750,Claremont (T),8782,21167,12495,26529,29404,11200,5166,2945,0,66882,26469,8989,18507,80780,0,24624,20429,1766,1804,2049
51820,Cockburn (C),67753,3385,72466,283211,134379,36967,78528,18547,1598,153626,63260,25883,151772,364745,65612,13708,44451,165201,15004,5832
51890,Collie (S),45024,0,0,0,2708,667,7328,0,0,0,619,7024,243,326,333,352,88,844,566,428
51960,Coolgardie (S),5053,2113,6426,0,0,325,0,16786,0,0,0,2273,287,41548,2166,259,387,1008,0,0
52030,Coorow (S),0,0,0,0,0,158,0,0,0,0,0,528,995,15548,1362,167,3588,0,527,641
52100,Corrigin (S),6006,0,0,145,0,0,0,0,0,0,0,0,42,12448,6638,0,356,0,218,124
52170,Cottesloe (T),5538,1778,23165,5776,2462,2680,0,783,0,23794,26001,25625,8707,255179,46884,12220,7050,377,9457,3603
52240,Cranbrook (S),2347,0,0,0,0,0,0,0,0,0,0,0,3893,18808,6741,3642,0,0,0,0
52310,Cuballing (S),154,0,0,0,0,1228,0,0,0,0,0,1676,931,8422,1371,0,167,0,0,0
52380,Cue (S),17764,0,0,0,0,0,0,0,0,0,0,0,711,776,545,0,0,89,0,382
52450,Cunderdin (S),0,0,0,494,0,0,0,0,0,0,0,0,1823,4557,154,0,0,0,0,0
52520,Dalwallinu (S),30759,508,181,0,0,198,0,0,0,0,0,281,0,9303,4791,167,0,0,24,0
52590,Dandaragan (S),41881,1181,2944,7580,5510,269,761,789,773,4862,0,8061,2314,28706,20291,3966,5076,5728,17403,11080
52660,Dardanup (S),7292,0,0,1222,720,0,0,383,0,0,0,335,0,1860,0,0,0,0,924,0
52730,Denmark (S),10677,1950,17101,9446,6868,826,6872,1827,66,232,502,12318,7404,36288,19052,2689,9061,7296,5016,6054
52800,Derby-West Kimberley (S),142903,24286,47,63,0,168,16273,2027,990,0,0,35113,30404,37455,39740,2201,14910,6755,14302,9840
52870,Donnybrook-Balingup (S),2057,5180,34221,0,5508,515,144258,1615,82399,0,0,4158,0,13348,37445,1209,10561,12507,8738,174
52940,Dowerin (S),0,0,0,0,0,0,0,0,0,0,0,1782,0,0,0,0,1033,0,0,0
53010,Dumbleyung (S),0,0,0,0,193,0,364,0,0,0,0,0,0,0,0,0,0,0,298,0
53080,Dundas (S),4833,0,200,1583,116,761,727,0,129,0,0,9037,1033,17831,8014,2234,3379,5747,1219,3403
53150,East Fremantle (T),948,0,194,100,90,3706,260,203,0,0,13482,5213,5270,19247,9201,19315,3273,0,1858,0
53220,East Pilbara (S),132191,2151,232,52,563,17485,63,3490,33279,0,891,46010,5959,33836,39497,2832,29909,7623,1298,3505
53290,Esperance (S),90129,13713,989,4477,4527,1169,3669,337,6480,5670,848,11857,10324,112346,88595,22362,47154,12345,11406,17223
53360,Exmouth (S),46523,3810,1253,2263,1608,168,2348,2091,2256,185068,2721,128743,7122,91253,93353,30917,39757,22248,23796,37603
53430,Fremantle (C),101128,34916,24587,96172,55346,36002,124015,57095,2985,38647,15885,231664,37097,747843,215298,152149,274643,151091,53247,32965
53570,Gingin (S),5016,0,279,3049,2340,805,48027,109,2777,232,19,17092,788,43738,72160,31952,15397,3442,4094,4489
53640,Gnowangerup (S),16711,0,0,0,0,0,0,0,0,0,0,0,2885,0,5734,0,0,0,24,0
53710,Goomalling (S),0,0,0,185,0,0,0,0,0,0,0,0,0,9301,0,3364,0,0,880,0
53780,Gosnells (C),113114,53295,143536,130885,167908,75021,321317,58178,40277,267170,291293,15200,7420,282672,18974,10519,0,5298,7608,0
53800,Greater Geraldton (C),79184,38240,5693,56175,13424,15662,21744,11274,36619,4369,7507,67984,35062,176719,59756,7838,63043,4076,10910,46682
53920,Halls Creek (S),13398,1414,116,0,84,772,17,3286,190,11304,0,7534,695,4909,117156,924,5283,552,3759,7074
53990,Harvey (S),5524,0,2669,2918,35268,3081,50329,445,79353,77,18447,2177,168,32736,2163,0,50714,9865,1873,535
54060,Irwin (S),4382,739,0,528,1085,322,0,3513,575,143,0,5935,2744,12044,5782,553,25219,359,607,2275
54130,Jerramungup (S),8859,0,0,241,58,0,0,0,0,135,0,3742,253,5265,2058,2138,1023,0,993,486
54170,Joondalup (C),150004,56713,234497,87253,189361,86968,26589,33961,46014,78102,78730,148469,49481,1502652,107367,31960,53640,60731,25986,23754
54200,Kalamunda (S),41785,8837,3768,38541,22839,9555,0,11499,691,49497,80014,6780,32731,223060,6757,0,1665,4408,7855,4623
54280,Kalgoorlie/Boulder (C),123246,2924,35614,2537,18257,8594,18853,48230,1647,74770,33408,37976,49727,184476,84518,15838,33229,4693,6075,8921
54310,Karratha (C),330866,5189,100955,18793,25491,37192,32370,22176,52503,52970,97026,180049,76666,126319,41663,7518,178631,12091,18402,1149
54340,Katanning (S),32945,0,0,986,861,0,0,0,0,0,0,3157,5772,12124,40028,7839,0,0,0,0
54410,Kellerberrin (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0
54480,Kent (S),0,0,0,0,0,0,0,0,0,0,0,13385,0,0,0,0,0,0,131,0
54550,Kojonup (S),341,0,0,633,0,61,0,0,0,0,0,1578,0,28313,322,27175,3133,3707,142,0
54620,Kondinin (S),103590,520,1154,1112,1421,614,558,0,531,926,0,1200,2155,28507,4965,1929,545,1892,11987,2590
54690,Koorda (S),9378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54760,Kulin (S),1334,340,0,170,0,0,0,0,0,0,0,0,0,79,0,0,224,0,0,0
54830,Kwinana (C),28997,3178,0,18526,11648,19516,18,0,13085,4274,110438,22561,5458,68174,0,0,2298,0,9621,173
