State,StateName,lga_code_2016,lga_name_2016,Visitors_000,Nights_000,AvNightsStay,Spend_M,AvSpendTrip,AvSpendNight,AvSpendNight_AccomCM_M
2,VIC,22170,Frankston (C),129.75,324.25,2.4990366089,41.716054185,321.51101492,128.65398361,186.60174895
2,VIC,22410,Glenelg (S),158.25,490.75,3.1011058452,65.631409874,414.73244786,133.73695339,135.41730881
2,VIC,22620,Greater Bendigo (C),662,1449.5,2.1895770393,190.45579,287.69756797,131.39412901,188.64740636
2,VIC,22750,Greater Geelong (C),963,2638.25,2.739615784,360.01013957,373.84230485,136.45793218,170.81262302
2,VIC,22830,Greater Shepparton (C),260.5,576.25,2.2120921305,73.524189085,282.24256846,127.59078366,175.46873043
2,VIC,22910,Hepburn (S),312,701.75,2.2491987179,155.62000576,498.78206974,221.7598942,292.6068397
2,VIC,23190,Horsham (RC),161.75,371.75,2.2982998454,35.64538969,220.37335203,95.885379126,136.78535995
2,VIC,23350,Indigo (S),188,443.75,2.3603723404,64.295763833,341.99874379,144.89186216,187.0461696
2,VIC,23810,Latrobe (C) (Vic.),190.25,450.75,2.3692509855,49.33306622,259.30652415,109.446625,146.89770226
2,VIC,24130,Macedon Ranges (S),186.75,417.25,2.234270415,42.333457137,226.68517878,101.45825557,149.43220435
2,VIC,24250,Mansfield (S),285.75,804.75,2.8162729659,79.364446608,277.74084552,98.620001998,140.38535862
2,VIC,24780,Mildura (RC),440,1211,2.7522727273,213.20891162,484.56570823,176.06020778,197.53377218
2,VIC,24850,Mitchell (S),125.5,303,2.4143426295,29.296679703,233.43967891,96.688711891,146.79241551
2,VIC,24900,Moira (S),268.5,832.5,3.1005586592,98.728901811,367.70540712,118.59327545,159.39024029
2,VIC,25340,Mornington Peninsula (S),1178,3609.25,3.0638794567,377.90167681,320.79938609,104.70365777,171.79417318
2,VIC,25430,Mount Alexander (S),152,323.5,2.1282894737,33.151462356,218.10172602,102.47747251,159.45973165
2,VIC,25490,Moyne (S),179,513.75,2.8701117318,86.067111352,480.82185113,167.52722404,194.6468036
2,VIC,25620,Murrindindi (S),222.5,512.5,2.3033707865,61.59750633,276.84272508,120.19025625,194.22838754
2,VIC,25710,Nillumbik (S),65,203,3.1230769231,27.647691674,425.34910268,136.19552549,
2,VIC,25810,Northern Grampians (S),228.75,569,2.487431694,76.020963729,332.33208188,133.60450567,160.82420139
2,VIC,26080,Queenscliffe (B),158.75,446.5,2.8125984252,65.66658896,413.64780447,147.06962813,219.66575325
2,VIC,26170,South Gippsland (S),333.25,940,2.8207051763,89.499159862,268.56462074,95.211872193,144.07505295
2,VIC,26260,Southern Grampians (S),131.5,333.5,2.536121673,33.579002546,255.35363153,100.68666431,164.97383484
2,VIC,26430,Strathbogie (S),118.75,250.75,2.1115789474,28.162071701,237.15428801,112.31135274,138.61676076
2,VIC,26490,Surf Coast (S),771.5,2222.75,2.8810758263,283.03271492,366.86029153,127.33447977,184.99425829
2,VIC,26610,Swan Hill (RC),206.5,534,2.5859564165,72.860837873,352.83698728,136.44351662,180.5051851
2,VIC,26700,Wangaratta (RC),225.75,631,2.7951273533,63.794039455,282.58710722,101.09990405,170.2482044
2,VIC,26730,Warrnambool (C),311.75,891,2.8580593424,116.65690148,374.20016514,130.92806003,158.43875072
2,VIC,26810,Wellington (S),321.75,917,2.85003885,85.432570079,265.52469333,93.165289072,147.26566584
2,VIC,27170,Wodonga (C),151.75,378,2.4909390445,43.477293727,286.50605422,115.01929557,145.50433814
2,VIC,27450,Yarra Ranges (S),359.5,871,2.4228094576,131.45906332,365.67194247,150.92889015,211.24267046
3,QLD,30370,Banana (S),123,398,3.2357723577,42.596623715,346.31401395,107.02669275,168.64872463
3,QLD,31820,Bundaberg (R),460.25,1522.25,3.3074416078,202.35087781,439.6542701,132.92880789,166.73374639
3,QLD,31900,Burdekin (S),71.5,182.25,2.548951049,19.742798054,276.1230497,108.32811004,
3,QLD,32080,Cairns (R),1007.25,4481.75,4.4494911889,1152.0031632,1143.7112566,257.04315573,289.22245817
3,QLD,32260,Cassowary Coast (R),189.75,643.25,3.3899868248,80.232170104,422.83093599,124.72937443,141.80643036
3,QLD,32270,Central Highlands (R) (Qld),297.25,1186.75,3.992430614,133.70165745,449.79531524,112.6620244,154.4183866
3,QLD,32310,Charters Towers (R),123.75,354.75,2.8666666667,34.675342036,280.20478413,97.745854928,144.24025737
3,QLD,32500,Cook (S),99.25,408.25,4.1133501259,46.68706215,470.39861109,114.35900098,144.25782536
3,QLD,32810,Douglas (S),305.25,1603.5,5.2530712531,371.79643779,1218.0063482,231.86556769,252.88128364
3,QLD,33220,Fraser Coast (R),576.75,2281.75,3.9562201994,270.01941053,468.17409715,118.33873585,148.55938494
3,QLD,33360,Gladstone (R),430.75,1860,4.3180499129,238.97270996,554.78284377,128.47995159,197.46224765
3,QLD,33430,Gold Coast (C),3267.5,12573,3.8478959449,2867.0636926,877.44872001,228.03338047,264.45247803
3,QLD,33610,Goondiwindi (R),159.75,370.5,2.3192488263,35.32715992,221.14028119,95.349959298,146.98139733
3,QLD,33620,Gympie (R),397.25,1234.25,3.1069855255,132.7116907,334.07599923,107.52415693,156.86865736
3,QLD,33800,Hinchinbrook (S),66.5,223.25,3.3571428571,27.019063238,406.30170282,121.02603914,119.15360069
3,QLD,33960,Ipswich (C),282,948.75,3.3643617021,90.670403633,321.52625402,95.568277874,191.25808144
3,QLD,33980,Isaac (R),313.75,1346.5,4.2916334661,87.584186989,279.15278722,65.04581284,130.57191366
3,QLD,34530,Livingstone (S),174,658.25,3.783045977,102.0370073,586.41958221,155.01254433,201.22731694
3,QLD,34590,Logan (C),282.5,868.75,3.0752212389,96.487997535,341.55043375,111.0653209,287.84216724
3,QLD,34770,Mackay (R),473.5,1461.75,3.0871172122,245.47540559,518.42746693,167.93255043,185.71467866
3,QLD,34860,Maranoa (R),234,972,4.1538461538,113.11771717,483.40904773,116.37625223,205.83258162
3,QLD,34880,Mareeba (S),92,300.5,3.2663043478,34.262859532,372.42238622,114.01949927,147.39211696
3,QLD,35300,Mount Isa (C),126.75,474.25,3.741617357,95.907986666,756.67050624,202.23086276,247.14294944
3,QLD,35740,Noosa (S),766.75,3076.75,4.0127160091,612.28873266,798.5506784,199.00503215,248.79785316
3,QLD,36370,Rockhampton (R),494.5,1348,2.7259858443,244.61350972,494.66837153,181.46402798,231.6777379
3,QLD,36510,Scenic Rim (R),235.5,573.5,2.4352441614,75.651891994,321.23945645,131.91262771,205.02903683
3,QLD,36580,Somerset (R),134.75,364.25,2.7031539889,26.702281464,198.16164352,73.307567506,81.539153926
3,QLD,36630,South Burnett (R),159.75,519.75,3.2535211268,50.914665511,318.71465109,97.959914403,132.17517623
3,QLD,36660,Southern Downs (R),326.5,752,2.3032159265,99.174591292,303.75066246,131.88110544,197.46122486
3,QLD,36720,Sunshine Coast (R),2025.75,7078,3.4940145625,1239.2742502,611.76070601,175.08819584,212.93946087
3,QLD,36820,Tablelands (R),141.75,417.25,2.9435626102,43.665072956,308.04284272,104.64966556,138.46054807
3,QLD,36910,Toowoomba (R),799,2126.75,2.6617647059,288.18945517,360.68767856,135.50697316,204.46808797
3,QLD,37010,Townsville (C),872.5,3196.75,3.6638968481,677.5039955,776.50887737,211.93524533,255.12040323
3,QLD,37310,Western Downs (R),327.5,1117.25,3.4114503817,105.95291385,323.52034762,94.833666454,149.35503034
3,QLD,37340,Whitsunday (R),476.5,2071.25,4.3467995803,531.53735697,1115.5033725,256.62636426,298.87239526
4,SA,40120,Adelaide Hills (DC),61.25,162.5,2.6530612245,21.219419384,346.43950014,130.58104236,
4,SA,40220,Alexandrina (DC),229.5,669.75,2.9183006536,72.088105471,314.10939203,107.63434934,139.2777878
4,SA,40310,Barossa (DC),170.25,386.25,2.268722467,71.681837731,421.03869446,185.58404591,240.36548313
4,SA,40520,Berri and Barmera (DC),98.5,284.75,2.8908629442,35.251935035,357.88766533,123.79959626,140.688384
4,SA,41010,Ceduna (DC),65.25,174.5,2.6743295019,27.038691468,414.38607614,154.94952131,212.4106695
4,SA,41140,Clare and Gilbert Valleys (DC),100.75,291.25,2.8908188586,43.507101578,431.83227373,149.38060628,201.70937171
4,SA,41330,Coober Pedy (DC),83.25,211.75,2.5435435435,28.203075966,338.77568727,133.1904414,157.75727747
4,SA,41560,Copper Coast (DC),179,503.5,2.812849162,52.154574904,291.36634025,103.58406138,131.49225639
4,SA,41830,Flinders Ranges (DC),73,209.25,2.8664383562,27.518838099,376.97038492,131.51177108,154.35277535
4,SA,42750,Kangaroo Island (DC),98,407.5,4.1581632653,91.367291529,932.31930132,224.21421234,299.27658534
4,SA,43790,Loxton Waikerie (DC),77.5,203.75,2.6290322581,17.597163866,227.06017891,86.366448422,142.58532933
4,SA,44210,Mid Murray (DC),189.5,522.5,2.7572559367,44.840951364,236.62771168,85.82000261,121.90139196
4,SA,44550,Mount Barker (DC),97.25,275.75,2.8354755784,38.302386835,393.85487749,138.90258145,180.38153655
4,SA,44620,Mount Gambier (C),184.25,441,2.3934871099,60.050260039,325.91728651,136.16839011,176.87020075
4,SA,45040,Murray Bridge (RC),107.25,261.75,2.4405594406,30.490552367,284.29419456,116.48730608,145.85360195
4,SA,46090,Port Augusta (C),141.25,340.5,2.410619469,38.297707536,271.13421264,112.474912,122.84946043
4,SA,46300,Port Lincoln (C),129.75,393.25,3.0308285164,73.836597872,569.06819169,187.75994373,251.47487583
4,SA,46450,Port Pirie City and Dists (M),82.25,195.5,2.376899696,22.059925007,268.20577516,112.83849108,155.65531352
4,SA,46670,Renmark Paringa (DC),97.75,261.75,2.6777493606,34.318266779,351.08201308,131.11085684,165.93819498
4,SA,46860,Robe (DC),89.5,285,3.1843575419,37.697580621,421.20201811,132.2722127,158.11978139
4,SA,48050,Victor Harbor (C),233.5,628.5,2.6916488223,86.674687249,371.19780406,137.90721917,179.81336693
4,SA,48340,Wattle Range (DC),76,200.75,2.6414473684,21.495414519,282.83440157,107.07553932,142.30471882
4,SA,48540,Whyalla (C),85.25,299.5,3.5131964809,41.501757837,486.82413885,138.57014303,194.51461192
4,SA,48750,Yankalilla (DC),120.5,352.25,2.9232365145,37.448992291,310.78001902,106.31367577,121.34605191
4,SA,48830,Yorke Peninsula (DC),244.25,927.75,3.7983623337,67.173708768,275.02030202,72.404967684,95.164947467
5,WA,50080,Albany (C),372,1214.5,3.2647849462,239.15498207,642.88973674,196.91641175,205.38068508
5,WA,50250,Ashburton (S),227,2060.5,9.077092511,118.060247,520.08919383,57.296892501,103.62061102
5,WA,50280,Augusta-Margaret River (S),532,1634.25,3.0718984962,275.47655546,517.81307417,168.56451305,209.37583921
5,WA,50980,Broome (S),216.5,1300.5,6.0069284065,306.60833704,1416.20479,235.7618893,302.96817672
5,WA,51190,Bunbury (C),360.75,828.75,2.2972972973,108.39963767,300.4840961,130.79895948,208.74874962
5,WA,51260,Busselton (C),804.5,2814,3.4978247359,461.58536238,573.75433485,164.03175635,212.56126143
5,WA,51540,Carnarvon (S),141.75,781.75,5.5149911817,109.31768486,771.20059869,139.83714086,154.02805679
5,WA,52590,Dandaragan (S),150.25,427.25,2.84359401,53.156361132,353.78609738,124.4151226,182.24356678
5,WA,52730,Denmark (S),133.25,449.75,3.3752345216,73.301098958,550.10205597,162.9818765,203.88371156
5,WA,52800,Derby-West Kimberley (S),88,539.75,6.1335227273,59.750018694,678.97748516,110.6994325,139.2808294
5,WA,53080,Dundas (S),69,200.5,2.9057971014,17.350464616,251.45600893,86.535983121,102.1341239
5,WA,53220,East Pilbara (S),254.5,1971.75,7.7475442043,216.6302364,851.19935718,109.86698943,216.08957848
5,WA,53290,Esperance (S),195.5,749,3.831202046,127.50349172,652.1917735,170.23163113,183.9065982
5,WA,53360,Exmouth (S),91.5,638.5,6.9781420765,109.37939366,1195.4032094,171.30680291,207.3184052
5,WA,53570,Gingin (S),167.75,400,2.3845007452,45.842714478,273.27996708,114.60678619,131.95282313
5,WA,53800,Greater Geraldton (C),271.25,796.75,2.9373271889,157.32143866,579.98687063,197.45395501,184.39199558
5,WA,53920,Halls Creek (S),46.25,180.5,3.9027027027,35.864202915,775.4422252,198.69364496,199.77315115
5,WA,53990,Harvey (S),88.5,232,2.6214689266,23.055643997,260.51575138,99.37777585,
5,WA,54060,Irwin (S),67.5,198.5,2.9407407407,30.535315774,452.37504851,153.83030617,137.76721256
5,WA,54280,Kalgoorlie/Boulder (C),196.25,827.75,4.2178343949,159.43532994,812.40932455,192.61290238,203.2521249
5,WA,54310,Karratha (C),188.5,1318.5,6.9946949602,265.11200665,1406.4297435,201.07091896,304.02181833
5,WA,54620,Kondinin (S),35.5,69,1.9436619718,9.5238984264,268.27882891,138.02751343,186.17864378
5,WA,55110,Mandurah (C),388.5,1140.5,2.9356499356,132.06174652,339.92727546,115.79285096,182.36414977
5,WA,55180,Manjimup (S),198,587,2.9646464646,79.052339741,399.25424112,134.67178831,187.92795903
5,WA,56230,Murray (S),98,192.5,1.9642857143,18.413323563,187.89105676,95.653628897,112.07088408
5,WA,56790,Northampton (S),146,703.5,4.8184931507,83.668182481,573.06974302,118.93131838,130.16016351
5,WA,57280,Port Hedland (T),132,942,7.1363636364,131.7320172,997.96982728,139.84290573,260.15079697
5,WA,57770,Shark Bay (S),85.75,281,3.27696793,47.781027532,557.21314906,170.03924389,190.37738339
5,WA,59340,Wyndham-East Kimberley (S),89.75,533,5.938718663,110.83772733,1234.9607502,207.95070794,283.3837768
6,TAS,60210,Break O'Day (M),141,366,2.5957446809,43.478378185,308.35729209,118.79338302,182.55540549
6,TAS,60610,Burnie (C),76.5,242,3.1633986928,31.988255186,418.14712661,132.18287267,159.97384384
6,TAS,60810,Central Coast (M) (Tas.),53.75,201,3.7395348837,25.630118546,476.8394148,127.51302759,169.42704839
6,TAS,61010,Central Highlands (M) (Tas.),65.25,135.25,2.0727969349,14.601130598,223.77211644,107.95660331,187.18469595
6,TAS,61210,Circular Head (M),73,176.25,2.4143835616,23.109185373,316.56418319,131.11594538,181.52320496
6,TAS,61610,Devonport (C),138.5,441.75,3.1895306859,54.58254344,394.09778657,123.55980405,155.80937562
6,TAS,61810,Dorset (M),62.25,199,3.1967871486,18.926834511,304.04553431,95.10972116,170.59715958
6,TAS,62410,Glamorgan/Spring Bay (M),249,694.75,2.7901606426,78.264896329,314.31685273,112.65188389,167.86112427
6,TAS,63010,Huon Valley (M),71.75,204.75,2.8536585366,29.018580669,404.4401487,141.72688971,254.5244643
6,TAS,63210,Kentish (M),134.75,374,2.7755102041,63.969222076,474.72521021,171.04070074,211.12029363
6,TAS,63610,Kingborough (M),96,314,3.2708333333,38.358950685,399.57240297,122.16226333,187.68244338
6,TAS,64010,Launceston (C),510,1261,2.4725490196,237.99942503,466.66553928,188.73863999,252.83091718
6,TAS,64210,Meander Valley (M),60,148.25,2.4708333333,18.92950072,315.49167866,127.6863455,195.14054388
6,TAS,64610,Northern Midlands (M),47.5,114.75,2.4157894737,97.360194189,2049.6882987,848.45485132,1279.5266312
6,TAS,65210,Tasman (M),98.75,221,2.2379746835,32.719091245,331.33256956,148.05018663,221.38705067
6,TAS,65410,Waratah/Wynyard (M),43,124.25,2.8895348837,31.908184025,742.05079128,256.80631006,315.78320472
6,TAS,65610,West Coast (M),151,369.5,2.4470198675,66.755887586,442.09197077,180.66546031,237.93944218
6,TAS,65810,West Tamar (M),36.25,91.75,2.5310344828,14.09758896,388.89900579,153.65219575,183.87942071
7,NT,70200,Alice Springs (T),257.75,1031.5,4.0019398642,279.64687056,1084.953911,271.10700006,298.49335835
7,NT,70420,Barkly (R),96.25,249.25,2.5896103896,50.635950388,526.08779624,203.15326134,221.68858309
7,NT,70700,Coomalie (S),49.75,159.5,3.2060301508,13.151291404,264.3475659,82.45323764,88.230462012
7,NT,72200,Katherine (T),131.75,331.25,2.5142314991,55.946619819,424.64227567,168.89545606,193.03190666
7,NT,72330,MacDonnell (R),187,628.25,3.3596256684,155.71650368,832.70857584,247.85754665,308.90398391
7,NT,73600,Roper Gulf (R),92.25,319.75,3.4661246612,31.819370596,344.92542651,99.513277859,105.24700164
7,NT,74550,Victoria Daly (R),57.75,183,3.1688311688,30.394123964,526.30517686,166.08810909,185.72974461
7,NT,74660,West Arnhem (R),126.25,528,4.1821782178,73.996581743,586.11153856,140.14504118,177.11325825
