Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRMR_Code,NRMR name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
4200758,Fruit and nuts - Citrus fruit - Oranges,8329330.7,^,6687500.15,^,Fruit and nuts,Oranges,102,Central West,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,1651480.87,^,1325950.3,^,Fruit and nuts,Oranges,103,Greater Sydney,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,66.65,**,53.51,**,Fruit and nuts,Oranges,104,Hunter,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,3564383.31,**,2861792.23,**,Fruit and nuts,Oranges,105,Murray,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,3013.26,**,2419.3,**,Fruit and nuts,Oranges,106,North Coast,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,4373527.02,,3511442.11,,Fruit and nuts,Oranges,108,North West NSW,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,143902060.1,,115536899.9,,Fruit and nuts,Oranges,110,Riverina,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,33002.91,**,26497.57,**,Fruit and nuts,Oranges,111,South East NSW,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,43923814.17,*,35265800.36,*,Fruit and nuts,Oranges,112,Western,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,2819678.54,**,2271753.44,**,Fruit and nuts,Oranges,204,Goulburn Broken,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,39592943.87,,31899170.44,,Fruit and nuts,Oranges,205,Mallee,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,112468.77,**,90613.63,**,Fruit and nuts,Oranges,206,North Central,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,370.74,**,298.7,**,Fruit and nuts,Oranges,207,North East,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,1509.91,**,1216.5,**,Fruit and nuts,Oranges,208,Port Phillip and Western Port,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,581,**,468.1,**,Fruit and nuts,Oranges,209,West Gippsland,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,4387305.87,^,3575788.97,^,Fruit and nuts,Oranges,301,Burnett Mary,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,355196.65,**,289496.18,**,Fruit and nuts,Oranges,308,Northern Gulf,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,1225.07,*,998.47,*,Fruit and nuts,Oranges,309,Queensland Murray Darling Basin,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,2066.38,*,1684.16,*,Fruit and nuts,Oranges,310,Reef Catchments,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,163139113.5,,134606467.9,,Fruit and nuts,Oranges,407,South Australian Murray Darling Basin,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,15091973.66,,12478438.06,,Fruit and nuts,Oranges,501,Northern Agricultural,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,306930.53,,253778.18,,Fruit and nuts,Oranges,502,Peel-Harvey,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,94522.41,**,78153.6,**,Fruit and nuts,Oranges,503,Perth,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,7430.51,^,6143.74,^,Fruit and nuts,Oranges,504,Rangelands,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,2303.5,,1904.59,,Fruit and nuts,Oranges,505,South Coast,,,
4200758,Fruit and nuts - Citrus fruit - Oranges,201687.51,**,166760.5,**,Fruit and nuts,Oranges,506,South West,,,
