Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRMR_Code,NRMR name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,34410.6,**,31904.84,**,Fruit and nuts,All other orchard fruit n.e.c.,102,Central West,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,993237.67,**,920910.71,**,Fruit and nuts,All other orchard fruit n.e.c.,103,Greater Sydney,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,4562788.66,*,4230529.16,*,Fruit and nuts,All other orchard fruit n.e.c.,106,North Coast,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,3814603.63,**,3536826.52,**,Fruit and nuts,All other orchard fruit n.e.c.,110,Riverina,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,2379.15,*,2205.9,*,Fruit and nuts,All other orchard fruit n.e.c.,111,South East NSW,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,628072.37,**,605719.99,**,Fruit and nuts,All other orchard fruit n.e.c.,204,Goulburn Broken,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,264622.54,**,255204.93,**,Fruit and nuts,All other orchard fruit n.e.c.,205,Mallee,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,6005.42,**,5791.7,**,Fruit and nuts,All other orchard fruit n.e.c.,206,North Central,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,14113.2,**,13610.93,**,Fruit and nuts,All other orchard fruit n.e.c.,209,West Gippsland,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,2758768.09,*,2551185.84,*,Fruit and nuts,All other orchard fruit n.e.c.,301,Burnett Mary,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,15323.29,*,14170.29,*,Fruit and nuts,All other orchard fruit n.e.c.,302,Cape York,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,306384.23,*,283330.49,*,Fruit and nuts,All other orchard fruit n.e.c.,306,Fitzroy Basin,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,3363662.81,**,3110565.53,**,Fruit and nuts,All other orchard fruit n.e.c.,307,North Queensland Dry Tropics,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,7597533.07,^,7025860.15,^,Fruit and nuts,All other orchard fruit n.e.c.,308,Northern Gulf,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,24019.2,*,22211.88,*,Fruit and nuts,All other orchard fruit n.e.c.,309,Queensland Murray Darling Basin,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,113088.55,^,104579.25,^,Fruit and nuts,All other orchard fruit n.e.c.,310,Reef Catchments,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,1766217.48,*,1633319.25,*,Fruit and nuts,All other orchard fruit n.e.c.,311,South East Queensland,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,5824112.72,*,5385880.01,*,Fruit and nuts,All other orchard fruit n.e.c.,314,Terrain NRM,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,718305.65,**,692741.98,**,Fruit and nuts,All other orchard fruit n.e.c.,401,Adelaide and Mount Lofty Ranges,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,92690.3,,89391.56,,Fruit and nuts,All other orchard fruit n.e.c.,407,South Australian Murray Darling Basin,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,26748.43,^,23317.59,^,Fruit and nuts,All other orchard fruit n.e.c.,501,Northern Agricultural,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,14865.57,**,12958.87,**,Fruit and nuts,All other orchard fruit n.e.c.,503,Perth,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,203590.75,*,177477.52,*,Fruit and nuts,All other orchard fruit n.e.c.,504,Rangelands,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,115755.5,**,100908.31,**,Fruit and nuts,All other orchard fruit n.e.c.,506,South West,,,
4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,318169.85,^,302242.6,^,Fruit and nuts,All other orchard fruit n.e.c.,701,Northern Territory,,,
