Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRMR_Code,NRMR name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,7460.63,*,6006.15,*,Fruit and nuts,All other pome fruit n.e.c.,103,Greater Sydney,,,
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,630.07,**,507.23,**,Fruit and nuts,All other pome fruit n.e.c.,106,North Coast,,,
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,1082.03,*,871.09,*,Fruit and nuts,All other pome fruit n.e.c.,111,South East NSW,,,
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,67788.92,**,56635.64,**,Fruit and nuts,All other pome fruit n.e.c.,205,Mallee,,,
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,5334.54,**,4456.85,**,Fruit and nuts,All other pome fruit n.e.c.,206,North Central,,,
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,13855.03,*,11575.47,*,Fruit and nuts,All other pome fruit n.e.c.,207,North East,,,
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,1342114.65,^,1215960.91,^,Fruit and nuts,All other pome fruit n.e.c.,401,Adelaide and Mount Lofty Ranges,,,
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,15990,,14487,,Fruit and nuts,All other pome fruit n.e.c.,407,South Australian Murray Darling Basin,,,
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,44850.8,**,40635,**,Fruit and nuts,All other pome fruit n.e.c.,408,South East,,,
4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,467.56,**,414.1,**,Fruit and nuts,All other pome fruit n.e.c.,506,South West,,,
