Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
4306058,Fruit and nuts - Other fruit - Pineapples,64058969.89,,48208392.45,,3,Queensland
4306058,Fruit and nuts - Other fruit - Pineapples,904814,,640779.59,,7,Northern Territory
