Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
4304658,Fruit and nuts - Other fruit - Bananas,4087905.1,*,3643100.61,*,1,New South Wales
4304658,Fruit and nuts - Other fruit - Bananas,472011713.7,^,420036247.6,^,3,Queensland
4304658,Fruit and nuts - Other fruit - Bananas,10600998.83,^,9728860.37,^,5,Western Australia
4304658,Fruit and nuts - Other fruit - Bananas,858663.85,,764112.26,,7,Northern Territory
