Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,164788905.9,^,160370360.4,^,1,New South Wales
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,44597073.43,^,43069751.28,^,2,Victoria
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,40398692.6,,28398129.82,,3,Queensland
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,5887825.57,**,5682863.21,**,4,South Australia
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,4221710.59,^,4001886.08,^,5,Western Australia
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,37118693.33,^,36527161.43,^,6,Tasmania
4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,44928.01,*,37308.56,*,7,Northern Territory
