X,Y,id,ENO,NAME,SYNONYMS,STATE,LONGITUDE,LATITUDE,ACCURACY,SIGNIFICANT,SIGNIFICANCE_VALUE,SIGNIFICANCE_CALC_METHOD,ACCESS_CODE,COMMODIDS,COMMODNAMES,OPERATING_STATUS
135.1514,-30.008,mineral_deposits.636,"334859",Hawks Nest (WPG Resources),,SA,135.1513749417,-30.0079865382,"10",Y,"2",AUTO,O,"FeOre, (Fe)","Iron ore, (Iron)",mineral deposit
145.5574,-41.8664,mineral_deposits.637,"334379",Henty,,TAS,145.5574,-41.8664,"999",N,"4",AUTO,O,"Au, (Ag)","Gold, (Silver)",care and maintenance
142.8002,-37.0589,mineral_deposits.638,"335376",Stawell Project,Stawell Project,VIC,142.8002,-37.0589,"500",Y,"3",AUTO,O,Au,Gold,care and maintenance
121.7941,-32.1964,mineral_deposits.639,"333874",Norseman Project,Norseman Project,WA,121.7941,-32.1964,"999",Y,"3",AUTO,O,"Au, Ag","Gold, Silver",historic mine
120.1391,-23.3793,mineral_deposits.640,"335463",Jimblebar (BHP),"Wheelarra Hill, McCameys Monster, McCameys, Ferro Gully",WA,120.1390608145,-23.3792589341,"100",Y,"2",AUTO,O,"FeOre, (Fe)","Iron ore, (Iron)",operating mine
116.1474,-21.0796,mineral_deposits.641,"336005",Balmoral Central  (Sino Iron),"Fortescue, George Palmer",WA,116.1473524749,-21.0795887095,"100",Y,"2",AUTO,O,"Fe, FeOre","Iron, Iron ore",operating mine
142.6462,-36.6679,mineral_deposits.642,"335055",Wim 200 (Jackson EL4432),Jackson,VIC,142.64617,-36.66788,"100",Y,"3",AUTO,O,"Ilm, Rt, Zrn","Ilmenite, Rutile, Zircon",mineral deposit
139.9082,-31.9346,mineral_deposits.643,"558359",Billeroo Uranium,,SA,139.908247,-31.934554,"200",,"6",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
117.44,-27.73,mineral_deposits.644,"558876",Lakeside Uranium,Lake Austin,WA,117.44,-27.73,"1000",,"6",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
122.515,-28.779,mineral_deposits.645,"333357",Laverton - Mount Lucky,,WA,122.515001,-28.779007,"10",N,"5",AUTO,O,Mn,Manganese,mineral deposit
119.538,-30.8336,mineral_deposits.646,"335266",Koolyanobbing,"Includes Deposits A,B,C,D,E,F& K",WA,119.538,-30.8336,"25",Y,"3",AUTO,O,"FeOre, (Fe)","Iron ore, (Iron)",operating mine
139.4399,-20.6979,mineral_deposits.647,"559084",Eldorado North,also referred to as Eldorado,QLD,139.439889,-20.697911,"50",,"6",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
118.4464,-25.6694,mineral_deposits.648,"334406",Mount Fraser,,WA,118.446404,-25.66939,"1",N,"5",AUTO,O,Mn,Manganese,mineral deposit
120.5327,-22.6606,mineral_deposits.649,"335478",Mount Nicholas,,WA,120.5327,-22.660561,"0",Y,"2",AUTO,O,"FeOre, (Fe)","Iron ore, (Iron)",historic mine
139.4329,-20.6735,mineral_deposits.650,"559078",Citation,,QLD,139.432939,-20.673458,"50",,"6",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
139.5907,-19.9095,mineral_deposits.651,"559020",Slance,Ewen,QLD,139.590731,-19.909481,"10",,"6",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
119.5014,-30.2462,mineral_deposits.652,"333918",Manning Range,,WA,119.5014442943,-30.2461882591,"999",N,"4",AUTO,O,"Fe, (FeOre)","Iron, (Iron ore)",mineral deposit
153.4,-27.0768,mineral_deposits.653,"334284",Moreton Island,,QLD,153.3999761203,-27.0768081355,"2000",Y,"3",AUTO,O,"Rt, Zrn, Ilm, Mnz, Mnsd","Rutile, Zircon, Ilmenite, Monazite, Mineral sands",mineral deposit
145.52,-41.427,mineral_deposits.654,"335457",Mount Bischoff,,TAS,145.5200181319,-41.4269992546,"2000",N,"4",AUTO,O,Sn,Tin,care and maintenance
131.549,-13.5417,mineral_deposits.655,"335374",Mount Bonnie,,NT,131.5490186625,-13.5416643548,"2000",N,"4",AUTO,O,"Zn, Ag, Au, Pb, Cu","Zinc, Silver, Gold, Lead, Copper",historic mine
130.9636,-12.977,mineral_deposits.656,"335836",Mount Burton,,NT,130.9636457254,-12.976969627,"100",N,"6",AUTO,O,"Cu, U, U3O8","Copper, Uranium, Uranium oxide",historic mine
151.2734,-24.6697,mineral_deposits.657,"336218",Mount Cannindah,Mount Cannindah Project,QLD,151.2734,-24.6697,"500",Y,"3",AUTO,O,"Cu, Au, Ag, Mo","Copper, Gold, Silver, Molybdenum",mineral deposit
145.1319,-16.5183,mineral_deposits.658,"333386",Mount Carbine,Mt Carbine,QLD,145.131875155,-16.5182960411,"250",N,"6",AUTO,O,"WO3, W, Sn","Tungsten trioxide (wolframite), Tungsten, Tin",mineral deposit
150.6514,-23.297,mineral_deposits.659,"335932",Mount Chalmers,,QLD,150.6513792342,-23.2969587195,"2000",N,"4",AUTO,O,"Cu, Au, (Ag, Pb, Zn)","Copper, Gold, (Silver, Lead, Zinc)",historic mine
121.4809,-30.7464,mineral_deposits.660,"335204",Mount Charlotte,Kalgoorlie Project,WA,121.4809,-30.7464,"500",N,"6",AUTO,O,Au,Gold,historic mine
147.3527,-21.4027,mineral_deposits.661,"335118",Mount Coolon,Koala,QLD,147.3527,-21.4027,"500",N,"5",AUTO,O,Au,Gold,historic mine
145.6283,-41.7253,mineral_deposits.662,"336219",Mount Farrell,"North Mt Farrell, New North Mt Farrell",TAS,145.6283035941,-41.7253077381,"100",N,"5",AUTO,O,"Zn, Pb, Ag, Cu","Zinc, Lead, Silver, Copper",historic mine
121.4855,-26.846,mineral_deposits.663,"335556",Mount Fisher Au,Mount Fisher Project,WA,121.4855,-26.846,"500",N,"6",AUTO,O,Au,Gold,historic mine
139.4465,-29.91,mineral_deposits.664,"335646",Mount Fitton,,SA,139.4465063622,-29.9100405628,"2000",N,"6",AUTO,O,Tlc,Talc,operating mine
117.1582,-29.7745,mineral_deposits.665,"335933",Mount Gibson,,WA,117.1581742815,-29.7745478617,"100",N,"4",AUTO,O,Au,Gold,historic mine
137.172,-31.4499,mineral_deposits.666,"333290",Mount Gunson,"Cattle Grid, Windabout, Emmie Bluff",SA,137.172005,-31.449941,"10",Y,"3",AUTO,O,"Cu, Co, (Ag)","Copper, Cobalt, (Silver)",historic mine
152.3199,-28.8382,mineral_deposits.187,"574253",Red Rock,,NSW,152.319911,-28.838225,"100",,"6",AUTO,O,"Au, Zn, (Cu, Pb, Ag)","Gold, Zinc, (Copper, Lead, Silver)",mineral deposit
118.9485,-27.1599,mineral_deposits.188,"574347",Nanadie Well,,WA,118.9485,-27.1599,"500",,"6",AUTO,O,"Cu, (Au)","Copper, (Gold)",mineral deposit
115.3423,-30.5509,mineral_deposits.189,"454796",Calypso,,WA,115.34231667,-30.55088611,"999",N,"4",AUTO,O,"Zrn, Ilm, Rt, (Leu)","Zircon, Ilmenite, Rutile, (Leucoxene)",mineral deposit
120.0578,-22.5622,mineral_deposits.190,"334863",Roy Hill,,WA,120.0577710067,-22.5621941463,"999",Y,"3",AUTO,O,"FeOre, (Fe)","Iron ore, (Iron)",operating mine
150.8528,-25.7881,mineral_deposits.191,"333321",Hawkwood,,QLD,150.852836855,-25.7880825926,"999",Y,"3",AUTO,O,"FeOre, Fe, TiO2, V, Mag","Iron ore, Iron, Titanium dioxide, Vanadium, Magnetite",mineral deposit
150.875,-24.8065,mineral_deposits.192,"575428",Gordons,,QLD,150.874961,-24.806472,"50",,"6",AUTO,O,"Mo, Cu, (Ag)","Molybdenum, Copper, (Silver)",mineral deposit
116.1233,-22.8362,mineral_deposits.193,"575436",Taipan - Eastern Hills,,WA,116.1233,-22.8362,"500",,"6",AUTO,O,"Pb, Au, Ag, (Sb)","Lead, Gold, Silver, (Antimony)",mineral deposit
121.0509,-30.5198,mineral_deposits.194,"560265",Wattle Bird,Bullant Project,WA,121.0509,-30.5198,"500",,"6",AUTO,O,Au,Gold,operating mine
121.1987,-30.9959,mineral_deposits.195,"560295",MacPhersons Reward,MacPhersons Project,WA,121.1987,-30.9959,"500",,"6",AUTO,O,Au,Gold,historic mine
121.1988,-30.0166,mineral_deposits.196,"560297",Tycho,Macphersons Project,WA,121.1988,-30.0166,"500",,"6",AUTO,O,Au,Gold,historic mine
120.1883,-33.6759,mineral_deposits.197,"560306",Gift South,Great Southern Project,WA,120.1883,-33.6759,"500",,"6",AUTO,O,Au,Gold,mineral deposit
120.2306,-33.7655,mineral_deposits.198,"560308",Queen Sheba,Great Southern Project,WA,120.2306,-33.7655,"500",,"6",AUTO,O,"Au, (Cu, Ag)","Gold, (Copper, Silver)",mineral deposit
119.3896,-31.3464,mineral_deposits.199,"560473",Battler,Parker Range Project,WA,119.3896,-31.3464,"500",,"6",AUTO,O,Au,Gold,historic mine
119.3839,-29.9186,mineral_deposits.200,"560475",Red Legs,Marda Project,WA,119.3839,-29.9186,"500",,"6",AUTO,O,Au,Gold,mineral deposit
119.4113,-29.9555,mineral_deposits.201,"560477",Die Hardy - Marda Au,Marda Project,WA,119.4113,-29.9555,"500",,"6",AUTO,O,Au,Gold,mineral deposit
121.7629,-30.8161,mineral_deposits.202,"560543",Cannon,Bulong Project,WA,121.7629,-30.8161,"500",,"6",AUTO,O,Au,Gold,operating mine
149.7275,-33.6133,mineral_deposits.203,"560554",Murphys,Oberon Project,NSW,149.7275,-33.6133,"100",,"6",AUTO,O,"Au, (Ag)","Gold, (Silver)",mineral deposit
121.4675,-27.3984,mineral_deposits.204,"560595",Bungarra - Dingo Range,Melrose Gold Mines,WA,121.4675,-27.3984,"999",,"6",AUTO,O,Au,Gold,mineral deposit
121.4372,-27.3787,mineral_deposits.205,"560597",Stirling - Dingo Range,Melrose Gold Mines,WA,121.4372,-27.3787,"500",,"6",AUTO,O,Au,Gold,mineral deposit
129.1391,-20.1445,mineral_deposits.206,"560599",Twin Bonanza,Twin Bonanza Project,NT,129.1391,-20.1445,"500",,"6",AUTO,O,Au,Gold,mineral deposit
134.1804,-19.6452,mineral_deposits.207,"560601",Westminster,,NT,134.1804,-19.6452,"999",,"6",AUTO,O,Au,Gold,mineral deposit
121.6478,-32.1019,mineral_deposits.208,"560646",Mount Thirsty Laterite Nickel,,WA,121.647797,-32.101891,"500",,"6",AUTO,O,"Ni, Co, (Mn)","Nickel, Cobalt, (Manganese)",mineral deposit
123.1924,-31.8199,mineral_deposits.209,"561110",Nova-Bollinger,Eye Prospect,WA,123.192413,-31.819886,"10",,"6",AUTO,O,"Cu, Ni, (Co)","Copper, Nickel, (Cobalt)",operating mine
118.6631,-30.5288,mineral_deposits.210,"567444",Jindarra,Yilgarn Avon JV,WA,118.663147,-30.528821,"100",,"6",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
118.4263,-30.6803,mineral_deposits.211,"567450",Yandegin,,WA,118.426269,-30.680269,"100",,"6",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
115.0757,-22.5326,mineral_deposits.212,"568062",Bennet Well (Yanrey Project),,WA,115.075699,-22.532591,"500",,"6",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
139.421,-20.6795,mineral_deposits.213,"568084",Bambino,,QLD,139.420975,-20.679492,"50",,"6",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
139.4337,-20.6805,mineral_deposits.214,"568082",Thanksgiving,,QLD,139.433731,-20.680511,"50",,"6",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
118.6803,-27.0553,mineral_deposits.215,"568208",Nowthanna Hill,,WA,118.680295,-27.055283,"10",,"6",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
139.7013,-33.0602,mineral_deposits.216,"567434",Ironback Hill (Royal Resources),,SA,139.70131,-33.060196,"500",,"6",AUTO,O,", (Fe, FeOre)",", (Iron, Iron ore)",mineral deposit
145.772,-41.31,mineral_deposits.217,"334729",Kara Mine (Tasmania Mines),Kara No.1,TAS,145.7720113279,-41.3099955683,"500",N,"5",AUTO,O,"W, WO3, FeOre, Sn, (Mag, Fe)","Tungsten, Tungsten trioxide (wolframite), Iron ore, Tin, (Magnetite, Iron)",operating mine
140.2842,-20.9639,mineral_deposits.218,"567537",Horseshoe - Mitakoodi,,QLD,140.284206,-20.963933,"10",,"6",AUTO,O,"Cu, (Co, Au)","Copper, (Cobalt, Gold)",mineral deposit
139.1334,-21.8629,mineral_deposits.219,"567550",Steamboat-Blazan Creek,,QLD,139.1334,-21.8629,,,"6",AUTO,O,", (P2O5, Phos)",", (Phosphorous oxide, Phosphate)",mineral deposit
115.6363,-30.4009,mineral_deposits.220,"567681",Dandaragan Potash Project,"Dandaragan, Dandaragan Trough, Dinner Hill, Dandaragan Trough Greensands",WA,115.636297,-30.400911,"50",,"6",AUTO,O,"Lime, K2O, P2O5","Agricultural Lime, Potash, Phosphorous oxide",mineral deposit
140.6752,-20.6987,mineral_deposits.221,"568067",Salebury,,QLD,140.675175,-20.698681,"30",,"6",AUTO,O,"Cu, Au","Copper, Gold",mineral deposit
128.6514,-22.7131,mineral_deposits.222,"568113",Theseus,,WA,128.651403,-22.713076,"25",,"6",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
120.5091,-23.4206,mineral_deposits.223,"568148",Davidson Creek (Atlas Iron),,WA,120.5091,-23.42059,,,"6",AUTO,O,", (Fe, FeOre)",", (Iron, Iron ore)",mineral deposit
140.803,-20.9785,mineral_deposits.224,"568150",Sandy Creek (Eloise Project),,QLD,140.802978,-20.978503,"30",,"6",AUTO,O,"Cu, Au","Copper, Gold",mineral deposit
128.8319,-19.8989,mineral_deposits.225,"334541",Coyote,Western Tanami Project,WA,128.8319,-19.8989,"500",N,"4",AUTO,O,Au,Gold,historic mine
133.8237,-19.4448,mineral_deposits.226,"333784",Warrego,,NT,133.8237123116,-19.4448111127,"2000",N,"6",AUTO,O,"Au, Cu, Bi, FeOre, (Fe)","Gold, Copper, Bismuth, Iron ore, (Iron)",historic mine
121.2701,-30.7616,mineral_deposits.227,"335893",Frog's Leg,Mungari East Project,WA,121.2701,-30.7616,"500",Y,"3",AUTO,O,Au,Gold,operating mine
121.6431,-31.9697,mineral_deposits.228,"333627",Pioneer,,WA,121.6430992892,-31.9697418871,"100",N,"5",AUTO,O,"Ni, Cu","Nickel, Copper",mineral deposit
121.2088,-30.5005,mineral_deposits.229,"358758",Lady Bountiful,Lady Bountiful Project,WA,121.2088,-30.5005,"500",N,"5",AUTO,O,Au,Gold,historic mine
120.2521,-26.6318,mineral_deposits.230,"334642",Wiluna Project,Wiluna Project,WA,120.2521,-26.6318,"999",N,"4",AUTO,O,Au,Gold,unknown
128.0235,-17.3472,mineral_deposits.231,"333595",Savannah,Sally Malay,WA,128.0234929233,-17.3472056649,"100",Y,"3",AUTO,O,"Ni, Cu, Co, PGE","Nickel, Copper, Cobalt, Platinum group elements",care and maintenance
116.3796,-28.6691,mineral_deposits.232,"336142",Deflector,Gullewa Project,WA,116.3796,-28.6691,"500",Y,"3",AUTO,O,"Au, Cu, Ag","Gold, Copper, Silver",operating mine
118.1883,-27.3555,mineral_deposits.233,"568312",Hollandaire,Eelya Project,WA,118.18831,-27.35552,"500",,"6",AUTO,O,"Cu, Au, (Ag)","Copper, Gold, (Silver)",mineral deposit
116.5251,-20.8731,mineral_deposits.234,"568313",Miaree magnetite,,WA,116.525086,-20.873051,"1000",,"6",AUTO,O,", (Fe, FeOre)",", (Iron, Iron ore)",mineral deposit
119.348,-25.5443,mineral_deposits.235,"568323",Red Bore,,WA,119.348018,-25.544326,"5",,"6",AUTO,O,"Cu, (Au)","Copper, (Gold)",mineral deposit
151.423,-32.533,mineral_deposits.236,"568352",Grants (Havilah Resources),,SA,151.423,-32.533,"5000",,"6",AUTO,O,", (Fe, FeOre)",", (Iron, Iron ore)",mineral deposit
119.7343,-25.4624,mineral_deposits.237,"568354",Green Dragon,Thaduna,WA,119.734299,-25.46241,"5",,"6",AUTO,O,"Cu, (Ag)","Copper, (Silver)",mineral deposit
140.5565,-21.0479,mineral_deposits.238,"568357",Desolation,White Range,QLD,140.556461,-21.047867,"10",,"6",AUTO,O,"Cu, Co, Au","Copper, Cobalt, Gold",mineral deposit
119.5965,-23.1214,mineral_deposits.239,"568371",Ophthalmia Iron Ore (Brockman Mining),,WA,119.596533,-23.121389,"1000",,"6",AUTO,O,"FeOre, (Fe)","Iron ore, (Iron)",mineral deposit
116.8711,-29.0228,mineral_deposits.240,"568432",Hinge Iron (Gindalbie Metals),,WA,116.871134,-29.022806,"500",,"6",AUTO,O,", (Fe, FeOre)",", (Iron, Iron ore)",closed
122.9679,-17.4317,mineral_deposits.241,"568438",Thunderbird (HMS),,WA,122.967879,-17.431715,,,"6",AUTO,O,"Zrn, Ilm, (Leu, Rt, Mnsd)","Zircon, Ilmenite, (Leucoxene, Rutile, Mineral sands)",under development
116.1369,-21.6456,mineral_deposits.242,"568571",Pannawonica CID (Red Hill Iron),,WA,116.136881,-21.645601,"1000",,"6",AUTO,O,"FeOre, (Fe)","Iron ore, (Iron)",mineral deposit
152.3372,-28.9353,mineral_deposits.243,"568934",White Rock (Mt Carrington),"Mt Carrington Project, White Rock",NSW,152.3372,-28.9353,"500",,"6",AUTO,O,Ag,Silver,mineral deposit
152.3349,-28.9284,mineral_deposits.244,"568936",White Rock North (Mt Carrington),"Mt Carrington Project, White Rock",NSW,152.3349,-28.9284,"500",,"6",AUTO,O,Ag,Silver,mineral deposit
152.3846,-28.9149,mineral_deposits.245,"568938",Silver King (Mt Carrington),"Mt Carrington Project, White Rock",NSW,152.3846,-28.9149,"500",,"6",AUTO,O,Ag,Silver,historic mine
150.2833,-26.2833,mineral_deposits.246,"568940",Back Creek,,QLD,150.28333,-26.28333,"100",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
118.3761,-31.8982,mineral_deposits.247,"568962",Bullamine JV (Reedy Lagoon Corp),,WA,118.376146,-31.898184,"1000",,"6",AUTO,O,", (Fe, FeOre)",", (Iron, Iron ore)",mineral deposit
150.175,-26.1167,mineral_deposits.248,"568964",Thorn Hill,,QLD,150.175,-26.11666667,"1000",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
134.1839,-14.4253,mineral_deposits.249,"568979",Sherwin Creek - Roper River Iron (Sherwin Iron),,NT,134.18386,-14.42532,"500",,"6",AUTO,O,", (Fe, FeOre)",", (Iron, Iron ore)",care and maintenance
134.2248,-14.8547,mineral_deposits.250,"568980",Mount Fisher - Roper River Iron (Sherwin Iron),,NT,134.2248,-14.8547,"500",,"6",AUTO,O,", (Fe, FeOre)",", (Iron, Iron ore)",mineral deposit
130.079,-19.56,mineral_deposits.251,"568981",Hyperion (Suplejack),,NT,130.079,-19.56,"999",,"6",AUTO,O,Au,Gold,mineral deposit
150.1061,-24.1881,mineral_deposits.252,"568992",Kauffmans,"Homestead, Rannes Project",QLD,150.106111,-24.1881,"50",,"6",AUTO,O,"Au, Ag","Gold, Silver",mineral deposit
150.1122,-24.2409,mineral_deposits.253,"568994",Cracklin Rosie,Rannes Project,QLD,150.112189,-24.240881,"50",,"6",AUTO,O,"Au, Ag","Gold, Silver",mineral deposit
150.1266,-24.1967,mineral_deposits.254,"568996",Porcupine,Rannes Project,QLD,150.126606,-24.196681,"50",,"6",AUTO,O,"Au, Ag","Gold, Silver",mineral deposit
121.235,-30.5193,mineral_deposits.255,"569086",Golden Kilometre,Mount Pleasant Project,WA,121.235,-30.5193,"500",,"6",AUTO,O,Au,Gold,historic mine
117.1614,-29.5772,mineral_deposits.256,"569089",Extension Hill Magnetite (Asia Iron Australia Ltd),,WA,117.1614,-29.5772,"500",,"6",AUTO,O,"FeOre, (Fe)","Iron ore, (Iron)",mineral deposit
149.0,-23.6833,mineral_deposits.257,"569095",Belview,,QLD,149,-23.68333333,"1000",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
148.1,-23.4833,mineral_deposits.258,"569109",Tennyson,,QLD,148.1,-23.48333333,"1000",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
116.8296,-21.117,mineral_deposits.259,"333387",Munni Munni,,WA,116.829597,-21.116989,"0",Y,"3",AUTO,O,"PGE, Cu, Ni, Au, Pd, Pt, Rh","Platinum group elements, Copper, Nickel, Gold, Palladium, Platinum, Rhodium",mineral deposit
116.8861,-20.9168,mineral_deposits.260,"333298",Mount Sholl,,WA,116.8861429727,-20.9167588788,"2000",Y,"3",AUTO,O,"Ni, Cu, PGE, Pd, Pt, Co, Ir","Nickel, Copper, Platinum group elements, Palladium, Platinum, Cobalt, Iridium",mineral deposit
140.3102,-20.8716,mineral_deposits.261,"334298",Mount Minde,,QLD,140.3101902125,-20.8715556986,"100",N,"6",AUTO,O,Cu,Copper,historic mine
121.6506,-31.179,mineral_deposits.262,"333868",Kambalda,,WA,121.6505529408,-31.1789591316,"100",Y,"3",AUTO,O,"Ni, Cu, PGE, Co, Ir, Os, Pd, Pt, Rh, (Ru)","Nickel, Copper, Platinum group elements, Cobalt, Iridium, Osmium, Palladium, Platinum, Rhodium, (Ruthenium)",historic mine
118.3464,-26.8848,mineral_deposits.263,"569149",Nannine Project,,WA,118.3464,-26.8848,"999",,"6",AUTO,O,Au,Gold,historic mine
140.5793,-32.0955,mineral_deposits.264,"333774",White Dam - Olary,"White Dam Project, Drew Hill",SA,140.5793,-32.0955,"999",N,"4",AUTO,O,Au,Gold,operating mine
118.5409,-26.5293,mineral_deposits.265,"569152",Five Mile Well,Meekatharra North Project,WA,118.5409,-26.5293,"500",,"6",AUTO,O,Au,Gold,historic mine
116.8648,-20.9825,mineral_deposits.266,"335472",Radio Hill,,WA,116.8648413142,-20.9825424293,"100",Y,"3",AUTO,O,"Ni, Cu, Co","Nickel, Copper, Cobalt",historic mine
120.6706,-30.0362,mineral_deposits.267,"569161",Davyhurst Mill,Davyhurst Project,WA,120.6706,-30.0362,"500",,"6",AUTO,O,Au,Gold,historic mine
140.5105,-20.7206,mineral_deposits.268,"335394",Great Australian,Paddock Lode,QLD,140.5105,-20.7206,"500",N,"4",AUTO,O,"Cu, Au, Co","Copper, Gold, Cobalt",historic mine
120.5652,-29.7519,mineral_deposits.269,"569163",Riverina Project,Riverina Project,WA,120.5652,-29.7519,"1000",,"6",AUTO,O,Au,Gold,historic mine
146.2015,-20.3633,mineral_deposits.270,"335127",Highway,Reward,QLD,146.2015396863,-20.3632747547,"2000",N,"4",AUTO,O,"Au, Cu, Ag","Gold, Copper, Silver",historic mine
134.2835,-19.6751,mineral_deposits.271,"334073",Peko,,NT,134.2835096222,-19.6751078013,"2000",N,"4",AUTO,O,"Au, Cu, Bi, Co","Gold, Copper, Bismuth, Cobalt",historic mine
120.577,-29.7427,mineral_deposits.272,"569165",Silver Tongue,Riverina Project,WA,120.577,-29.7427,"500",,"6",AUTO,O,Au,Gold,mineral deposit
120.6632,-30.0291,mineral_deposits.274,"569169",Makai Shoot,Davyhurst Project,WA,120.6632,-30.0291,"500",,"6",AUTO,O,Au,Gold,historic mine
120.6509,-30.1567,mineral_deposits.275,"569171",Mount Banjo,Davyhurst Project,WA,120.6509,-30.1567,"500",,"6",AUTO,O,Au,Gold,mineral deposit
121.5286,-31.4983,mineral_deposits.276,"335490",Munda,,WA,121.5286054979,-31.4983091837,"100",N,"5",AUTO,O,"Ni, Cu","Nickel, Copper",mineral deposit
121.1485,-30.3689,mineral_deposits.277,"334978",Cawse Historic Ni Mine (Central and Extended),,WA,121.1485444082,-30.3688880915,"100",Y,"2",AUTO,O,"Ni, Co, (Cu)","Nickel, Cobalt, (Copper)",historic mine
120.1932,-33.679,mineral_deposits.278,"334264",May Day - Kundip,Great Southern Project,WA,120.1932,-33.679,"500",N,"5",AUTO,O,"Au, Cu","Gold, Copper",mineral deposit
120.198,-33.6748,mineral_deposits.279,"335202",Hillsborough,Great Southern Project,WA,120.198,-33.6748,"500",N,"5",AUTO,O,"Au, Cu","Gold, Copper",mineral deposit
120.2016,-33.6729,mineral_deposits.280,"335916",Kundip Project,Great Southern Project,WA,120.2016,-33.6729,"10000",N,"4",AUTO,O,"Au, Cu, Ag","Gold, Copper, Silver",mineral deposit
120.2002,-33.685,mineral_deposits.281,"335540",Flag - Kundip,Great Southern Project,WA,120.2002,-33.685,"500",N,"4",AUTO,O,"Au, Cu, Ag","Gold, Copper, Silver",historic mine
116.8655,-20.8684,mineral_deposits.282,"335166",Ruth Well,,WA,116.865501,-20.86838,"0",N,"5",AUTO,O,"Ni, Cu, Co, Pd","Nickel, Copper, Cobalt, Palladium",mineral deposit
140.525,-31.729,mineral_deposits.283,"351641",Kalkaroo,,SA,140.525,-31.729,"500",Y,"3",AUTO,O,"Cu, Au, Mo","Copper, Gold, Molybdenum",mineral deposit
119.9621,-26.7173,mineral_deposits.284,"358742",Bronzewing  - Glengarry,,WA,119.96208,-26.7173,"999",N,"5",AUTO,O,Au,Gold,mineral deposit
116.769,-22.8428,mineral_deposits.285,"569177",West Pilbara - Anthiby Well -  (Atlas),,WA,116.76897,-22.842816,"500",,"6",AUTO,O,", (Fe, FeOre)",", (Iron, Iron ore)",mineral deposit
120.0393,-23.7068,mineral_deposits.286,"569181",Hickman (Atlas Iron),"Warrawanda, McCamey's North, Western Creek, Hickman",WA,120.03929,-23.706765,"1000",,"6",AUTO,O,"FeOre, (Fe)","Iron ore, (Iron)",mineral deposit
120.2011,-26.5195,mineral_deposits.287,"569183",Galaxy - Wiluna,Matilda Gold Project,WA,120.2011,-26.5195,"500",,"6",AUTO,O,Au,Gold,mineral deposit
120.2436,-26.6199,mineral_deposits.288,"569187",Baldric,Wiluna Project,WA,120.2436,-26.6199,"500",,"6",AUTO,O,Au,Gold,mineral deposit
120.2421,-26.6235,mineral_deposits.289,"569194",Burgandy - Calais,Wiluna Project,WA,120.2421,-26.6235,"500",,"6",AUTO,O,Au,Gold,operating mine
120.2397,-26.6337,mineral_deposits.290,"569199",East Lode,Wiluna Project,WA,120.2397,-26.6337,"500",,"6",AUTO,O,Au,Gold,mineral deposit
120.2381,-26.6309,mineral_deposits.291,"569203",West Lode - Calvert (Wiluna),Wiluna Project,WA,120.2381,-26.6309,"500",,"6",AUTO,O,Au,Gold,historic mine
120.2394,-26.6201,mineral_deposits.292,"569208",Happy Jack - Creek Shear,,WA,120.2394,-26.6201,"500",,"6",AUTO,O,Au,Gold,historic mine
120.2422,-26.6229,mineral_deposits.293,"569209",Essex,Wiluna Project,WA,120.2422,-26.6229,"500",,"6",AUTO,O,Au,Gold,mineral deposit
120.2361,-26.6078,mineral_deposits.294,"569210",Lone Hand,Wiluna Project,WA,120.2361,-26.6078,"500",,"6",AUTO,O,Au,Gold,historic mine
120.2408,-26.6262,mineral_deposits.295,"569211",North Pit,Wiluna Project,WA,120.2408,-26.6262,"500",,"6",AUTO,O,Au,Gold,historic mine
120.2432,-26.6406,mineral_deposits.296,"569215",Wiluna Queen,Wiluna Project,WA,120.2432,-26.6406,"500",,"6",AUTO,O,Au,Gold,mineral deposit
120.2419,-26.6142,mineral_deposits.297,"569221",Squib,Wiluna Project,WA,120.2419,-26.6142,"500",,"6",AUTO,O,Au,Gold,historic mine
120.246,-26.6018,mineral_deposits.298,"569223",Golden Age - Wiluna,Wiluna Project,WA,120.246,-26.6018,"500",,"6",AUTO,O,Au,Gold,operating mine
121.6123,-30.5771,mineral_deposits.299,"569225",Moonlight - Kanowna,Kanowna Belle Project,WA,121.6123,-30.5771,"500",,"6",AUTO,O,Au,Gold,historic mine
132.2955,-22.3452,mineral_deposits.300,"569246",Yalyirimbi Iron,,NT,132.2955,-22.3452,"1000",,"6",AUTO,O,"FeOre, (Fe)","Iron ore, (Iron)",mineral deposit
