X,Y,id,ENO,NAME,SYNONYMS,STATE,LONGITUDE,LATITUDE,ACCURACY,SIGNIFICANT,SIGNIFICANCE_VALUE,SIGNIFICANCE_CALC_METHOD,ACCESS_CODE,COMMODIDS,COMMODNAMES,OPERATING_STATUS
136.415,-32.6441,mineral_deposits.2587,"334282",Menninnie Dam,,SA,136.4149798555,-32.6441217622,"2000",N,"4",AUTO,O,"Zn, Pb, Ag","Zinc, Lead, Silver",mineral deposit
121.0525,-29.753,mineral_deposits.2588,"334283",Menzies,Lady Shenton-Crusoe,WA,121.0525029843,-29.752958206,"100",N,"6",AUTO,O,Au,Gold,historic mine
146.9871,-32.5755,mineral_deposits.2589,"335994",Mineral Hill,"Parkers Hill, Pearse",NSW,146.9871,-32.5755,"3000",N,"4",AUTO,O,"Au, (Ag, Cu, Pb, Zn)","Gold, (Silver, Copper, Lead, Zinc)",historic mine
133.3002,-27.3221,mineral_deposits.2590,"333689",Mintabie,,SA,133.3001936333,-27.3221138789,"250",N,"6",AUTO,O,Opl,Opal,operating mine
121.0878,-31.0712,mineral_deposits.2591,"333470",Miriam,,WA,121.0878362074,-31.0711615756,"100",N,"5",AUTO,O,"Ni, (Cu)","Nickel, (Copper)",mineral deposit
132.15,-13.6672,mineral_deposits.2592,"333974",Moline,Northern Hercules,NT,132.1500291652,-13.6671580943,"2000",N,"6",AUTO,O,Au,Gold,historic mine
151.06,-29.67,mineral_deposits.2551,"527979",Inverell Bauxite Project,,NSW,151.06,-29.67,"999",,"6",AUTO,O,"Bx, (Al2O3)","Bauxite, (Alumina)",mineral deposit
135.7493,-22.7571,mineral_deposits.2593,"334372",Molyhil,,NT,135.7493054029,-22.7570849919,"2000",N,"4",AUTO,O,"Mo, (WO3, MoS2, Fe, W)","Molybdenum, (Tungsten trioxide (wolframite), Molybdenite, Iron, Tungsten)",mineral deposit
117.8091,-20.8771,mineral_deposits.2594,"333611",Mons Cupri,,WA,117.8090837604,-20.8771313813,"100",Y,"3",AUTO,O,"Cu, Zn, Pb, Ag, (Au)","Copper, Zinc, Lead, Silver, (Gold)",mineral deposit
119.5384,-27.3982,mineral_deposits.2595,"336217",Gum Creek Group - Montague,Gum Greek Project,WA,119.5384,-27.3982,"999",N,"6",AUTO,O,Au,Gold,historic mine
117.9,-23.432,mineral_deposits.2596,"335066",Mount Olympus,Ashburton Gold Project,WA,117.9,-23.432,"500",N,"4",AUTO,O,"Au, (Cu)","Gold, (Copper)",historic mine
118.4264,-26.6987,mineral_deposits.2597,"334703",Lukes Junction,Yaloginda Project,WA,118.4264,-26.6987,"999",N,"5",AUTO,O,Au,Gold,historic mine
121.3841,-30.7887,mineral_deposits.2598,"335978",Fort William,Binduli Project,WA,121.3841,-30.7887,"500",N,"4",AUTO,O,Au,Gold,historic mine
120.9861,-28.3119,mineral_deposits.2599,"335423",Mount Margaret (Including Marshall Pool),,WA,120.986091527,-28.3118579136,"100",Y,"2",AUTO,O,"Ni, Co","Nickel, Cobalt",mineral deposit
147.0,-38.2169,mineral_deposits.2600,"333455",Coolungoolun,,VIC,147.0000128692,-38.2169432827,"999",N,"6",AUTO,O,Cbr,Coal - brown,mineral deposit
121.7006,-30.1514,mineral_deposits.2601,"334606",Seven Leaders,,WA,121.7005953944,-30.1513822874,"100",N,"5",AUTO,O,Au,Gold,mineral deposit
148.9918,-33.4475,mineral_deposits.2602,"335807",Cadia Quarry,,NSW,148.9918,-33.4475,"500",N,"6",AUTO,O,"Au, Cu","Gold, Copper",mineral deposit
145.1164,-17.4091,mineral_deposits.2603,"335985",Tinto-Too,,QLD,145.1163864713,-17.4090842084,"250",N,"5",AUTO,O,"Pb, Sn, Zn, Ag","Lead, Tin, Zinc, Silver",mineral deposit
144.9154,-17.4568,mineral_deposits.2604,"334779",Halpin Creek,,QLD,144.9153884435,-17.4567840548,"250",N,"5",AUTO,O,"Sn, W","Tin, Tungsten",historic mine
134.7508,-28.9906,mineral_deposits.2605,"334278",Coober Pedy,,SA,134.7507970679,-28.9905870838,"250",N,"6",AUTO,O,Opl,Opal,operating mine
140.5,-20.717,mineral_deposits.2606,"335568",Black Mountain,Mt Leviathan,QLD,140.5000147339,-20.7170297574,"2000",N,"6",AUTO,O,Fe,Iron,mineral deposit
150.76,-34.3769,mineral_deposits.2607,"334049",Dendrobium,,NSW,150.7599917517,-34.3768504886,"999",Y,"2",AUTO,O,Cbl,Coal - black,operating mine
118.2654,-27.1127,mineral_deposits.2608,"333553",Missing Link,Reedy's Project,WA,118.2654,-27.1127,"999",N,"6",AUTO,O,Au,Gold,historic mine
151.0677,-23.6651,mineral_deposits.2609,"334795",Rundle,,QLD,151.067734,-23.665087,"100",N,"6",AUTO,O,Osh,Oil shale,mineral deposit
143.8597,-37.5897,mineral_deposits.2610,"333682",Ballarat (East) Gold Project,Ballarat Gold Project,VIC,143.8597,-37.5897,"999",Y,"3",AUTO,O,Au,Gold,operating mine
116.8714,-21.0861,mineral_deposits.2611,"334893",Elizabeth Hill (Munni Munni),,WA,116.8713855379,-21.0860659824,"999",N,"5",AUTO,O,Ag,Silver,mineral deposit
152.821,-27.6552,mineral_deposits.2612,"335263",Swanbank,,QLD,152.821016429,-27.6552368779,"999",N,"6",AUTO,O,Cbl,Coal - black,historic mine
116.9626,-28.7772,mineral_deposits.2613,"333890",Gossan Hill,Golden Grove,WA,116.9626,-28.7772,"500",N,"6",AUTO,O,"Pb, Zn, Ag, Au, Cu","Lead, Zinc, Silver, Gold, Copper",operating mine
139.8501,-20.4153,mineral_deposits.2614,"336131",Barbara,Mt Remarkable,QLD,139.8501482022,-20.4153428474,"100",N,"6",AUTO,O,"Cu, (Au, Ag, Co)","Copper, (Gold, Silver, Cobalt)",historic mine
138.4344,-30.6752,mineral_deposits.2615,"334734",Beltana,"Puttapa, Aroona, Flinders Project",SA,138.434438,-30.675241,"100",N,"4",AUTO,O,"Zn, (Pb)","Zinc, (Lead)",historic mine
127.3427,-18.3141,mineral_deposits.2616,"336172",Lamboo,,WA,127.3426906303,-18.3141487033,"250",N,"4",AUTO,O,"Zn, Cu, (Ag, Pb)","Zinc, Copper, (Silver, Lead)",mineral deposit
148.0195,-33.3447,mineral_deposits.2617,"336242",Calarie Project,Calarie Project,NSW,148.0195,-33.3447,"500",N,"6",AUTO,O,Au,Gold,historic mine
144.5429,-16.5809,mineral_deposits.2618,"335072",Retina,,QLD,144.5428923146,-16.580901754,"250",N,"6",AUTO,O,Sb,Antimony,mineral deposit
145.8578,-31.5212,mineral_deposits.2619,"334832",Chesney,Peak Mines Project,NSW,145.8577971858,-31.5212193857,"2000",N,"4",AUTO,O,"Cu, Au, Pb, Zn, Ag","Copper, Gold, Lead, Zinc, Silver",operating mine
150.2,-30.7669,mineral_deposits.2620,"333501",Vickery,Vickery Colliery,NSW,150.1999855103,-30.7668507761,"500",Y,"2",AUTO,O,Cbl,Coal - black,historic mine
146.42,-38.317,mineral_deposits.2621,"334516",Churchill,,VIC,146.4200034546,-38.3169640879,"999",Y,"2",AUTO,O,Cbr,Coal - brown,mineral deposit
149.1512,-35.9453,mineral_deposits.2622,"334103",Bredbo,,NSW,149.1512216213,-35.9453292107,"999",N,"5",AUTO,O,Au,Gold,mineral deposit
150.5795,-34.2508,mineral_deposits.2623,"335903",Tahmoor,"Tahmoor North, Bargo",NSW,150.5795,-34.2508,"999",Y,"2",AUTO,O,Cbl,Coal - black,operating mine
131.3731,-13.2113,mineral_deposits.2624,"333304",Goodall,,NT,131.3731,-13.2113,"999",N,"6",AUTO,O,Au,Gold,historic mine
122.4245,-29.0775,mineral_deposits.2625,"336096",Sunrise Dam,"Sunrise Dam Project, Cleo, Sunrise",WA,122.4245,-29.0775,"500",Y,"3",AUTO,O,Au,Gold,operating mine
119.5756,-31.6621,mineral_deposits.2626,"335896",Spring Hill - Parker Range,Parker Range Project,WA,119.5756,-31.6621,"999",N,"5",AUTO,O,Au,Gold,mineral deposit
139.086,-19.5971,mineral_deposits.2627,"333310",Paradise North,Lady Jane,QLD,139.0860140376,-19.5970528345,"2000",N,"6",AUTO,O,", (P2O5, Phos)",", (Phosphorous oxide, Phosphate)",mineral deposit
140.547,-21.0453,mineral_deposits.2628,"334501",Vulcan,,QLD,140.5470107047,-21.0452726891,"999",N,"5",AUTO,O,"Cu, Co","Copper, Cobalt",mineral deposit
116.3229,-33.4053,mineral_deposits.2629,"335800",Chicken Creek,,WA,116.3229093179,-33.4053269493,"100",N,"6",AUTO,O,Cbl,Coal - black,historic mine
119.1154,-22.8216,mineral_deposits.2630,"333857",Ministers North,,WA,119.1154,-22.8216,"999",Y,"3",AUTO,O,"FeOre, (Fe)","Iron ore, (Iron)",mineral deposit
119.759,-22.3762,mineral_deposits.2631,"334061",Christmas Creek,Chichester Ranges,WA,119.758987,-22.376169,"999",Y,"2",AUTO,O,"FeOre, (Fe)","Iron ore, (Iron)",operating mine
148.3971,-21.5425,mineral_deposits.2632,"335830",Broughton,EPC818,QLD,148.3971,-21.5425,"999",Y,"3",AUTO,O,Cbl,Coal - black,mineral deposit
148.108,-21.992,mineral_deposits.2633,"334810",Isaac Plains,,QLD,148.108,-21.992,"999",Y,"2",AUTO,O,Cbl,Coal - black,operating mine
148.069,-24.469,mineral_deposits.2634,"333860",West Rolleston,,QLD,148.069,-24.469,"999",Y,"3",AUTO,O,Cbl,Coal - black,mineral deposit
121.2173,-30.1898,mineral_deposits.2635,"333676",Grafters,Kalgoorlie North Project,WA,121.2173,-30.1898,"500",N,"5",AUTO,O,Au,Gold,mineral deposit
131.2213,-13.3086,mineral_deposits.2636,"334626",Mount Tymn,,NT,131.221253,-13.30862,"100",N,"5",AUTO,O,Au,Gold,mineral deposit
116.4128,-28.814,mineral_deposits.2637,"335923",Brandy Hill,,WA,116.412796,-28.813995,"100",N,"6",AUTO,O,Au,Gold,historic mine
122.345,-27.6719,mineral_deposits.2158,"335441",Anchor,,WA,122.345001,-27.67186,"100",N,"5",AUTO,O,Au,Gold,mineral deposit
121.3189,-28.6284,mineral_deposits.2159,"334804",Linger and Die,Redcliffe,WA,121.318909,-28.628403,"100",N,"6",AUTO,O,Au,Gold,historic mine
122.3479,-27.6112,mineral_deposits.2160,"333475",Moolart Well,Duketon Gold Project,WA,122.3479,-27.6112,"500",Y,"3",AUTO,O,Au,Gold,operating mine
120.1983,-33.6789,mineral_deposits.2161,"333372",Harbour View North - Kundip,Great Southern Project,WA,120.1983,-33.6789,"500",N,"5",AUTO,O,"Au, Cu","Gold, Copper",mineral deposit
120.202,-33.6726,mineral_deposits.2162,"334265",Two Boys - Kundip,Great Southern Project,WA,120.202,-33.6726,"500",N,"5",AUTO,O,Au,Gold,historic mine
120.2035,-33.6841,mineral_deposits.2163,"335917",Try Again - Kundip,Great Southern Project,WA,120.2035,-33.6841,"500",N,"5",AUTO,O,Au,Gold,mineral deposit
120.1964,-33.6818,mineral_deposits.2164,"334156",Harbour View - Kundip,Great Southern Project,WA,120.1964,-33.6818,"500",N,"4",AUTO,O,"Au, Cu, (Ag)","Gold, Copper, (Silver)",historic mine
128.1877,-17.295,mineral_deposits.2165,"335365",Corkwood,,WA,128.187729,-17.295027,"50",N,"5",AUTO,O,"Ni, Cu, Co","Nickel, Copper, Cobalt",mineral deposit
118.31,-25.3201,mineral_deposits.2166,"334620",Nathans,Grosvenor Gold Project,WA,118.31,-25.3201,"500",N,"5",AUTO,O,Au,Gold,historic mine
118.7086,-25.7541,mineral_deposits.2167,"333476",Durack,Peak Hill Project,WA,118.7086,-25.7541,"500",N,"5",AUTO,O,Au,Gold,mineral deposit
118.3643,-25.3283,mineral_deposits.2168,"335096",Toms and Sams - Fortnum,Grosvenor Gold Project,WA,118.3643,-25.3283,"500",N,"5",AUTO,O,Au,Gold,historic mine
118.2712,-25.2882,mineral_deposits.2169,"334266",Regent  - Fortnum,Grosvenor Gold Project,WA,118.2712,-25.2882,"500",N,"5",AUTO,O,Au,Gold,historic mine
118.3551,-25.3388,mineral_deposits.2170,"335541",Callies,Grosvenor Gold Project,WA,118.3551,-25.3388,"500",N,"5",AUTO,O,Au,Gold,mineral deposit
118.3604,-25.3437,mineral_deposits.2171,"333962",Yarlarweelor,Grosvenor Gold Project,WA,118.3604,-25.3437,"500",N,"4",AUTO,O,Au,Gold,historic mine
122.3982,-28.6581,mineral_deposits.2172,"335281",Craiggiemore,Central Laverton Project,WA,122.3982,-28.6581,"500",N,"5",AUTO,O,Au,Gold,historic mine
122.3926,-28.6437,mineral_deposits.2173,"335726",Mary Mac,Central Laverton Project,WA,122.3926,-28.6437,"500",N,"5",AUTO,O,Au,Gold,historic mine
122.3914,-28.6499,mineral_deposits.2174,"335727",Mary Mac South,Central Laverton Project,WA,122.3914,-28.6499,"500",N,"5",AUTO,O,Au,Gold,historic mine
122.3759,-28.6325,mineral_deposits.2175,"335203",Laverton West,Central Laverton Project,WA,122.3759,-28.6325,"500",N,"5",AUTO,O,Au,Gold,historic mine
122.3967,-28.7274,mineral_deposits.2176,"334621",Euro - Laverton,Central Laverton Project,WA,122.3967,-28.7274,"500",N,"5",AUTO,O,Au,Gold,mineral deposit
123.0439,-29.1312,mineral_deposits.2177,"335918",Lord Byron,Jasper Hills Project,WA,123.0439,-29.1312,"500",N,"4",AUTO,O,Au,Gold,mineral deposit
123.117,-29.0995,mineral_deposits.2178,"334157",Fish,Jasper Hills Project,WA,123.117,-29.0995,"500",N,"4",AUTO,O,Au,Gold,mineral deposit
122.648,-28.7854,mineral_deposits.2179,"334622",Karridale,,WA,122.648041,-28.785431,"100",N,"5",AUTO,O,Au,Gold,mineral deposit
122.5147,-28.8092,mineral_deposits.2180,"334623",Lilly Pond Well,Barnicoat Project,WA,122.5147,-28.8092,"500",N,"5",AUTO,O,Au,Gold,mineral deposit
122.4953,-28.5553,mineral_deposits.2181,"335919",Black Label,Barnicoat Project,WA,122.4953,-28.55533,"500",N,"5",AUTO,O,Au,Gold,mineral deposit
122.4904,-28.6063,mineral_deposits.2182,"333770",Shes Right West,Barnicoat Project,WA,122.4904,-28.6063,"500",N,"5",AUTO,O,Au,Gold,historic mine
122.4927,-28.6059,mineral_deposits.2183,"335097",Shes Right East,Barnicoat Project,WA,122.4927,-28.6059,"500",N,"5",AUTO,O,Au,Gold,historic mine
122.4919,-28.1697,mineral_deposits.2184,"333477",Scotland Yet,,WA,122.491943,-28.169668,"100",N,"5",AUTO,O,Au,Gold,historic mine
122.4952,-28.6334,mineral_deposits.2185,"334057",Bogle South,Barnicoat Project,WA,122.4952,-28.6334,"500",N,"5",AUTO,O,Au,Gold,mineral deposit
122.4944,-28.6314,mineral_deposits.2186,"333567",Jacks,Barnicoat Project,WA,122.4944,-28.6314,"1000",N,"5",AUTO,O,Au,Gold,mineral deposit
122.5001,-28.6152,mineral_deposits.2187,"334714",Grouse,Barnicoat Project,WA,122.5001,-28.6152,"500",N,"5",AUTO,O,Au,Gold,mineral deposit
122.496,-28.6597,mineral_deposits.2188,"334353",Bells,Barnicoat Project,WA,122.496,-28.6597,"500",N,"5",AUTO,O,Au,Gold,mineral deposit
121.8876,-28.8054,mineral_deposits.2189,"335996",Toomey Hill,,WA,121.887558,-28.805439,"100",Y,"3",AUTO,O,"Ni, Co","Nickel, Cobalt",mineral deposit
115.9489,-32.5833,mineral_deposits.2190,"334451",North Dandalup (MZI),,WA,115.948945,-32.583286,"100",N,"5",AUTO,O,"Ilm, Zrn, Rt, (Leu)","Ilmenite, Zircon, Rutile, (Leucoxene)",mineral deposit
115.9388,-32.4642,mineral_deposits.2191,"334544",Keysbrook,,WA,115.938797,-32.46423,"5",N,"4",AUTO,O,"Ilm, Zrn, Leu, Rt","Ilmenite, Zircon, Leucoxene, Rutile",operating mine
115.9416,-32.6567,mineral_deposits.2192,"334997",The Loop,,WA,115.941566,-32.656712,"100",N,"4",AUTO,O,"Zrn, Leu, Ilm, Rt","Zircon, Leucoxene, Ilmenite, Rutile",mineral deposit
119.5055,-25.3046,mineral_deposits.2193,"334268",Callop,Plutonic Project,WA,119.5055,-25.3046,"500",N,"5",AUTO,O,Au,Gold,mineral deposit
119.5454,-25.2993,mineral_deposits.2194,"335282",Freshwater,Plutonic Project,WA,119.5454,-25.2993,"500",N,"5",AUTO,O,Au,Gold,historic mine
115.6541,-22.1737,mineral_deposits.2195,"335998",Cane River,,WA,115.654099,-22.173691,"999",N,"6",AUTO,O,"FeOre, (Fe)","Iron ore, (Iron)",mineral deposit
121.464,-28.75,mineral_deposits.2196,"333673",Gambier Lass,Leonora - Mertondale Project,WA,121.464,-28.75,"999",N,"5",AUTO,O,Au,Gold,mineral deposit
147.0913,-36.1154,mineral_deposits.2197,"333286",Bethanga,,VIC,147.0912532067,-36.1153878342,"100",N,"6",AUTO,O,"Au, Cu","Gold, Copper",historic mine
153.0,-26.1268,mineral_deposits.2198,"335370",Cooloola,,QLD,152.9999813981,-26.1268160015,"2000",Y,"3",AUTO,O,"Rt, Zrn, Ilm, Mnz, Mnsd","Rutile, Zircon, Ilmenite, Monazite, Mineral sands",mineral deposit
145.7986,-31.408,mineral_deposits.2199,"333581",Cobar CSA,CSA,NSW,145.7985966405,-31.4080198109,"2000",Y,"3",AUTO,O,"Cu, (Ag, Pb, Zn)","Copper, (Silver, Lead, Zinc)",operating mine
122.1667,-28.55,mineral_deposits.2200,"452100",Woodline Well (Ni),,WA,122.16666667,-28.55,,N,"5",AUTO,O,Ni,Nickel,mineral deposit
149.8218,-23.0293,mineral_deposits.2201,"452102",Foresthome,"Rookwood Project, Develin Creek, Fitzroy, Sulphide City, Scorpion, Window",QLD,149.8218,-23.0293,"999",N,"4",AUTO,O,"Cu, Zn, (Au, Ag)","Copper, Zinc, (Gold, Silver)",mineral deposit
139.5,-30.15,mineral_deposits.2202,"452145",Four Mile West,,SA,139.5,-30.15,"1000",Y,"3",AUTO,O,"U, U3O8","Uranium, Uranium oxide",operating mine
136.5971,-11.305,mineral_deposits.2203,"452151",Marchinbar Island,,NT,136.5971,-11.305,"100",N,"4",AUTO,O,", (Al2O3, Bx)",", (Alumina, Bauxite)",mineral deposit
120.1833,-26.8833,mineral_deposits.2204,"452068",Dawson-Hinkler Well,,WA,120.18333333,-26.88333333,,N,"4",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
149.85,-30.52,mineral_deposits.2205,"444537",Narrabri,"Narrabri North, Narabri South",NSW,149.85,-30.52,"999",Y,"2",AUTO,O,Cbl,Coal - black,operating mine
150.09,-30.99,mineral_deposits.2206,"444540",Sunnyside,,NSW,150.09,-30.99,"999",N,"4",AUTO,O,Cbl,Coal - black,historic mine
148.2094,-21.9502,mineral_deposits.2207,"444544",Carborough Downs,Broadlea North,QLD,148.2094,-21.9502,"999",Y,"2",AUTO,O,Cbl,Coal - black,operating mine
144.912,-15.927,mineral_deposits.2208,"355318",Norton,,QLD,144.911973,-15.926967,"200",N,"4",AUTO,O,Au,Gold,under development
151.107,-29.223,mineral_deposits.2209,"355322",Bonshaw,"Ashford, Brunt",NSW,151.107,-29.223,"10000",Y,"3",AUTO,O,Cbl,Coal - black,mineral deposit
119.9051,-26.7909,mineral_deposits.2210,"355324",Iron Monarch,,WA,119.905055,-26.79089,"99951",N,"5",AUTO,O,Au,Gold,mineral deposit
119.9516,-26.8051,mineral_deposits.2211,"355326",Hawk,,WA,119.95163,-26.80506,"999",N,"5",AUTO,O,Au,Gold,mineral deposit
121.6785,-31.1957,mineral_deposits.2212,"354850",McLeay,"Victor South, Victor",WA,121.6785,-31.19569,"500",N,"4",AUTO,O,"Ni, Co","Nickel, Cobalt",operating mine
121.5346,-31.4443,mineral_deposits.2213,"354861",Cooke,Mt Edwards 166N,WA,121.5346,-31.44427,"500",N,"5",AUTO,O,Ni,Nickel,mineral deposit
140.2881,-20.4221,mineral_deposits.2214,"428943",Ivy Ann,Roseby Project,QLD,140.2881,-20.4221,"999",N,"4",AUTO,O,"Cu, (Au)","Copper, (Gold)",historic mine
139.8333,-31.9333,mineral_deposits.2215,"429012",Mount Victoria (U),,SA,139.833333,-31.933333,"500",N,"5",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
147.974,-41.0027,mineral_deposits.2216,"429068",Endurance,,TAS,147.97401111,-41.002725,"500",N,"5",AUTO,O,"Zrn, Rt, (SnO2)","Zircon, Rutile, (Tin oxide/cassiterite)",mineral deposit
147.9239,-41.0734,mineral_deposits.2217,"429070",Pioneer,,TAS,147.92386667,-41.0734,,N,"5",AUTO,O,"SnO2, Zrn, Rt","Tin oxide/cassiterite, Zircon, Rutile",mineral deposit
147.9511,-40.8957,mineral_deposits.2218,"429074",Braithwaites,,TAS,147.95107,-40.89571944,,N,"5",AUTO,O,"SnO2, Zrn, Rt","Tin oxide/cassiterite, Zircon, Rutile",mineral deposit
150.918,-31.844,mineral_deposits.2219,"429091",Bickham,,NSW,150.918,-31.844,"999",Y,"3",AUTO,O,Cbl,Coal - black,mineral deposit
148.12,-21.56,mineral_deposits.2220,"429144",Lenton,Lenton North,QLD,148.12,-21.56,"999",Y,"3",AUTO,O,Cbl,Coal - black,mineral deposit
148.368,-22.458,mineral_deposits.2221,"429148",Saraji East,"New Saraji, Phillips Creek",QLD,148.368,-22.458,"999",Y,"2",AUTO,O,Cbl,Coal - black,mineral deposit
148.49,-21.66,mineral_deposits.2222,"429151",Bee Creek (New Hope),,QLD,148.49,-21.66,"999",N,"4",AUTO,O,Cbl,Coal - black,mineral deposit
151.7,-27.7,mineral_deposits.2223,"429153",Pittsworth,,QLD,151.7,-27.7,"999",Y,"3",AUTO,O,Cbl,Coal - black,mineral deposit
148.96,-23.39,mineral_deposits.2224,"429157",Boonal North,,QLD,148.96,-23.39,"999",Y,"3",AUTO,O,Cbl,Coal - black,mineral deposit
148.21,-24.6,mineral_deposits.2225,"429159",Freitag Creek,,QLD,148.21,-24.6,"999",Y,"3",AUTO,O,Cbl,Coal - black,mineral deposit
133.357,-12.5004,mineral_deposits.2226,"429161",Caramal,,NT,133.357,-12.5004,"500",N,"4",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
120.3656,-29.1184,mineral_deposits.2227,"429163",Mount Mason (DSO - Jupiter Mines),,WA,120.3656,-29.11841,"999",N,"5",AUTO,O,", (Fe, MgO, FeOre)",", (Iron, Magnesia (magnesium oxide), Iron ore)",mineral deposit
142.32,-36.62,mineral_deposits.2228,"429170",Avonbank,,VIC,142.32,-36.62,"500",Y,"3",AUTO,O,"Zrn, Ilm, (Rt, Leu, Mnz)","Zircon, Ilmenite, (Rutile, Leucoxene, Monazite)",mineral deposit
142.962,-36.612,mineral_deposits.2229,"429172",Gray Bridge,,VIC,142.962,-36.612,"500",N,"4",AUTO,O,"Zrn, Rt, Ilm, (Leu)","Zircon, Rutile, Ilmenite, (Leucoxene)",mineral deposit
131.5863,-22.305,mineral_deposits.2230,"429175",Walbiri,,NT,131.586277,-22.30498,"500",N,"5",AUTO,O,"U, U3O8","Uranium, Uranium oxide",mineral deposit
139.3391,-30.2224,mineral_deposits.2231,"429177",Mount Gee,,SA,139.3391,-30.2224,"500",Y,"3",AUTO,O,"U, U3O8, REO, REE","Uranium, Uranium oxide, Rare earth oxides, Rare earth elements",mineral deposit
145.3654,-41.995,mineral_deposits.2232,"436917",Professor,Grieves Siding,TAS,145.365391,-41.995013,"100",N,"6",AUTO,O,"Zn, (Pb, Ag)","Zinc, (Lead, Silver)",mineral deposit
149.568,-26.108,mineral_deposits.2233,"528001",Bundi,West Wandoan,QLD,149.568,-26.108,"999",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
151.15,-29.1333,mineral_deposits.2234,"512335",Brunt,,NSW,151.15,-29.13333333,"999",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
150.7415,-27.0591,mineral_deposits.2235,"512348",Kogan,Underground Coal Gasification,QLD,150.7415,-27.0591,"999",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
145.4164,-24.8565,mineral_deposits.2236,"512353",Blackall (EPC 1149),located in Eromanga Basin,QLD,145.4164,-24.8565,"999",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
146.767,-42.51,mineral_deposits.2237,"512356",Langloh,Hamilton,TAS,146.767,-42.51,"999",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
148.6757,-22.7967,mineral_deposits.2238,"512358",Sienna,,QLD,148.6757,-22.7967,"999",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
151.8549,-26.6123,mineral_deposits.2239,"513704",Kingaroy (South Burnett),"Kingaroy, South Burnett, EPC882, MDL385",QLD,151.8549,-26.6123,"999",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
150.0338,-26.4361,mineral_deposits.2240,"513706",Wandoan (Moreton),Underground Coal Gasification,QLD,150.0338,-26.4361,"999",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
152.702,-25.452,mineral_deposits.2241,"513708",Colton,"Burrum, Maryborough",QLD,152.702,-25.452,"999",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
122.2241,-30.5209,mineral_deposits.2242,"513733",Brilliant - Kurnalpi,Kurnalpi Project,WA,122.2241,-30.5209,"500",,"6",AUTO,O,Au,Gold,mineral deposit
121.6514,-31.169,mineral_deposits.2243,"436529",Otter - Juan,Kambalda,WA,121.6514,-31.16898,"500",Y,"3",AUTO,O,Ni,Nickel,care and maintenance
122.718,-28.723,mineral_deposits.2244,"433063",Gamma,Brightstar Project,WA,122.718,-28.723,"500",N,"6",AUTO,O,Au,Gold,mineral deposit
121.8216,-31.0027,mineral_deposits.2245,"433069",Wombola Dam,Mount Monger Project,WA,121.8216,-31.0027,"500",N,"5",AUTO,O,Au,Gold,mineral deposit
134.15,-21.5167,mineral_deposits.2246,"437804",Barrow Creek,Home of Bullion,NT,134.15,-21.5167,"500",N,"4",AUTO,O,"Cu, Ni, Zn, Pb, Au, Ag","Copper, Nickel, Zinc, Lead, Gold, Silver",mineral deposit
150.153,-26.408,mineral_deposits.2247,"514558",Tin Hut Creek,Surat Project,QLD,150.153,-26.408,"999",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
150.179,-26.156,mineral_deposits.2248,"514561",Bottle Tree,Surat Project,QLD,150.179,-26.156,"999",,"6",AUTO,O,Cbl,Coal - black,mineral deposit
120.7906,-33.8729,mineral_deposits.2249,"333368",Oldfield Inlet,,WA,120.790619,-33.872894,"999",N,"6",AUTO,O,"Ilm, Zrn, Grt","Ilmenite, Zircon, Garnet",mineral deposit
115.9178,-32.9659,mineral_deposits.2250,"334613",Yarloop,,WA,115.91777,-32.965946,"999",N,"6",AUTO,O,"Ilm, Zrn, Rt, Leu","Ilmenite, Zircon, Rutile, Leucoxene",historic mine
115.4156,-33.6196,mineral_deposits.2251,"335909",Wonnerup,,WA,115.415604,-33.619598,"999",N,"6",AUTO,O,"Ilm, Zrn, Rt, Leu","Ilmenite, Zircon, Rutile, Leucoxene",historic mine
115.5857,-33.5204,mineral_deposits.2252,"333762",Iluka South West Province (Capel North),,WA,115.585724,-33.520386,"999",Y,"3",AUTO,O,"Ilm, Zrn, (Rt, Leu)","Ilmenite, Zircon, (Rutile, Leucoxene)",mineral deposit
119.6592,-31.8307,mineral_deposits.2253,"335910",Cheriton's Find (Redwing),Cheriton's Find Gold Project,WA,119.6592,-31.8307,"500",N,"4",AUTO,O,Au,Gold,operating mine
115.5235,-33.7117,mineral_deposits.2254,"334151",Tutunup (Bemax),Tutunup South/Bemax,WA,115.523499,-33.711731,"999",N,"6",AUTO,O,"Zrn, Ilm, Leu","Zircon, Ilmenite, Leucoxene",historic mine
115.489,-33.5896,mineral_deposits.2255,"333369",Ludlow,,WA,115.488983,-33.589615,"999",N,"5",AUTO,O,"Ilm, Zrn, Leu","Ilmenite, Zircon, Leucoxene",historic mine
