Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,SA4,SA4 name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
9100358,Livestock slaughtered and other disposals - Pigs,35673383.68,,34508351.7,,Livestock slaughtered and other disposals,Pigs,101,Capital Region,,,
9100358,Livestock slaughtered and other disposals - Pigs,3754848.58,*,3632221.62,*,Livestock slaughtered and other disposals,Pigs,103,Central West,,,
9100358,Livestock slaughtered and other disposals - Pigs,1578.69,**,1527.14,**,Livestock slaughtered and other disposals,Pigs,104,Coffs Harbour - Grafton,,,
9100358,Livestock slaughtered and other disposals - Pigs,923818.94,^,893648.59,^,Livestock slaughtered and other disposals,Pigs,105,Far West and Orana,,,
9100358,Livestock slaughtered and other disposals - Pigs,5350968.78,**,5176215.25,**,Livestock slaughtered and other disposals,Pigs,106,Hunter Valley excluding Newcastle,,,
9100358,Livestock slaughtered and other disposals - Pigs,154214.06,**,149177.69,**,Livestock slaughtered and other disposals,Pigs,108,Mid North Coast,,,
9100358,Livestock slaughtered and other disposals - Pigs,141688288.9,^,137060990.7,^,Livestock slaughtered and other disposals,Pigs,109,Murray,,,
9100358,Livestock slaughtered and other disposals - Pigs,5855607.89,**,5664373.71,**,Livestock slaughtered and other disposals,Pigs,110,New England and North West,,,
9100358,Livestock slaughtered and other disposals - Pigs,11449632.72,^,11075707.21,^,Livestock slaughtered and other disposals,Pigs,112,Richmond - Tweed,,,
9100358,Livestock slaughtered and other disposals - Pigs,19562388.91,,18923514.59,,Livestock slaughtered and other disposals,Pigs,113,Riverina,,,
9100358,Livestock slaughtered and other disposals - Pigs,1079.31,**,1044.06,**,Livestock slaughtered and other disposals,Pigs,114,Southern Highlands and Shoalhaven,,,
9100358,Livestock slaughtered and other disposals - Pigs,7556.14,**,7309.37,**,Livestock slaughtered and other disposals,Pigs,115,Sydney - Baulkham Hills and Hawkesbury,,,
9100358,Livestock slaughtered and other disposals - Pigs,25992204.7,,25148368.52,,Livestock slaughtered and other disposals,Pigs,201,Ballarat,,,
9100358,Livestock slaughtered and other disposals - Pigs,74551732.76,^,72131412.89,^,Livestock slaughtered and other disposals,Pigs,202,Bendigo,,,
9100358,Livestock slaughtered and other disposals - Pigs,27443346.01,,26552398.57,,Livestock slaughtered and other disposals,Pigs,203,Geelong,,,
9100358,Livestock slaughtered and other disposals - Pigs,8129300.58,**,7865383.07,**,Livestock slaughtered and other disposals,Pigs,204,Hume,,,
9100358,Livestock slaughtered and other disposals - Pigs,6543043.8,^,6330624.07,^,Livestock slaughtered and other disposals,Pigs,205,Latrobe - Gippsland,,,
9100358,Livestock slaughtered and other disposals - Pigs,503228.52,**,486891.22,**,Livestock slaughtered and other disposals,Pigs,211,Melbourne - Outer East,,,
9100358,Livestock slaughtered and other disposals - Pigs,3038,**,2939.37,**,Livestock slaughtered and other disposals,Pigs,213,Melbourne - West,,,
9100358,Livestock slaughtered and other disposals - Pigs,115676424,^,111920992.2,^,Livestock slaughtered and other disposals,Pigs,215,North West,,,
9100358,Livestock slaughtered and other disposals - Pigs,46982164.66,^,45456890.02,^,Livestock slaughtered and other disposals,Pigs,216,Shepparton,,,
