Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors,State_Code,State
AGFERTTYPELTRPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Volume applied (L),np,0,24,,9991,New South Wales and Australian Capital Territory
AGFERTTYPELTRPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Volume applied (L),"31,094",,58,,9992,Victoria
AGFERTTYPELTRPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Volume applied (L),"42,857",,28,,9993,Queensland
AGFERTTYPELTRPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Volume applied (L),np,0,,0,9994,South Australia
AGFERTTYPELTRPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Volume applied (L),"17,464",,37,,9995,Western Australia
AGFERTTYPELTRPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Volume applied (L),np,0,,0,9996,Tasmania
AGFERTTYPELTRPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Volume applied (L),np,0,,0,9997,Northern Territory
