Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRMR_Code,NRMR name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
9019959,Total agriculture,662928638,,613227029.9,,Total agriculture,Total agriculture,101,Central Tablelands,,,
9019959,Total agriculture,2051959144,,1892771074,,Total agriculture,Total agriculture,102,Central West,,,
9019959,Total agriculture,828296857.5,,765112170.1,,Total agriculture,Total agriculture,103,Greater Sydney,,,
9019959,Total agriculture,624462573.6,,594715293.7,,Total agriculture,Total agriculture,104,Hunter,,,
9019959,Total agriculture,1556578217,,1441650396,,Total agriculture,Total agriculture,105,Murray,,,
9019959,Total agriculture,835435429.5,,786961908.9,,Total agriculture,Total agriculture,106,North Coast,,,
9019959,Total agriculture,2831418673,,2647423338,,Total agriculture,Total agriculture,108,North West NSW,,,
9019959,Total agriculture,571049165.3,,528878696.4,,Total agriculture,Total agriculture,109,Northern Tablelands,,,
9019959,Total agriculture,2992902039,,2748089190,,Total agriculture,Total agriculture,110,Riverina,,,
9019959,Total agriculture,707118743.5,,672160339.6,,Total agriculture,Total agriculture,111,South East NSW,,,
9019959,Total agriculture,838840641.7,,774014511.2,,Total agriculture,Total agriculture,112,Western,,,
9019959,Total agriculture,1316569270,,1250905711,,Total agriculture,Total agriculture,201,Corangamite,,,
9019959,Total agriculture,252451913.5,,224010739,,Total agriculture,Total agriculture,202,East Gippsland,,,
9019959,Total agriculture,2183791468,,2061169596,,Total agriculture,Total agriculture,203,Glenelg Hopkins,,,
9019959,Total agriculture,1809711235,,1688408860,,Total agriculture,Total agriculture,204,Goulburn Broken,,,
9019959,Total agriculture,1976814785,,1844809895,,Total agriculture,Total agriculture,205,Mallee,,,
9019959,Total agriculture,2071706570,,1941622884,,Total agriculture,Total agriculture,206,North Central,,,
9019959,Total agriculture,378311353.2,,354834792.4,,Total agriculture,Total agriculture,207,North East,,,
9019959,Total agriculture,1629162650,,1487443764,,Total agriculture,Total agriculture,208,Port Phillip and Western Port,,,
9019959,Total agriculture,1256446840,,1188921188,,Total agriculture,Total agriculture,209,West Gippsland,,,
9019959,Total agriculture,1140643804,,1047224198,,Total agriculture,Total agriculture,210,Wimmera,,,
9019959,Total agriculture,1449159163,,1322642629,,Total agriculture,Total agriculture,301,Burnett Mary,,,
9019959,Total agriculture,49357032.45,,45164241.42,,Total agriculture,Total agriculture,302,Cape York,,,
9019959,Total agriculture,1502525751,,1391746020,,Total agriculture,Total agriculture,303,Condamine,,,
9019959,Total agriculture,35644504.28,^,32194561.4,^,Total agriculture,Total agriculture,304,Cooperative Management Area,,,
9019959,Total agriculture,704848811.9,,646287905.5,,Total agriculture,Total agriculture,305,Desert Channels,,,
9019959,Total agriculture,1897581306,,1747530185,,Total agriculture,Total agriculture,306,Fitzroy Basin,,,
9019959,Total agriculture,1452495301,,1326808245,,Total agriculture,Total agriculture,307,North Queensland Dry Tropics,,,
9019959,Total agriculture,552428101.3,,501612138.9,,Total agriculture,Total agriculture,308,Northern Gulf,,,
