Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,SA4,SA4 name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
3608458,Vegetables for human consumption - Tomatoes - Processing,522606.59,^,522606.59,^,Vegetables for human consumption,Processing,109,Murray,,,
3608458,Vegetables for human consumption - Tomatoes - Processing,2536.56,*,2536.56,*,Vegetables for human consumption,Processing,114,Southern Highlands and Shoalhaven,,,
3608458,Vegetables for human consumption - Tomatoes - Processing,1188349.86,^,1188349.86,^,Vegetables for human consumption,Processing,202,Bendigo,,,
3608458,Vegetables for human consumption - Tomatoes - Processing,349638.05,,349638.05,,Vegetables for human consumption,Processing,205,Latrobe - Gippsland,,,
3608458,Vegetables for human consumption - Tomatoes - Processing,17881603.89,,17881603.89,,Vegetables for human consumption,Processing,216,Shepparton,,,
3608458,Vegetables for human consumption - Tomatoes - Processing,172305.39,^,172305.39,^,Vegetables for human consumption,Processing,312,Mackay - Isaac - Whitsunday,,,
3608458,Vegetables for human consumption - Tomatoes - Processing,,,np,,Vegetables for human consumption,Processing,315,Queensland - Outback,,,
3608458,Vegetables for human consumption - Tomatoes - Processing,,,np,,Vegetables for human consumption,Processing,318,Townsville,,,
3608458,Vegetables for human consumption - Tomatoes - Processing,38251.78,**,38251.78,**,Vegetables for human consumption,Processing,402,Adelaide - North,,,
3606658,Vegetables for human consumption - Peas - Green - Processing,19951.02,,19951.02,,Vegetables for human consumption,Processing,505,Perth - North West,,,
3608458,Vegetables for human consumption - Tomatoes - Processing,,,np,,Vegetables for human consumption,Processing,505,Perth - North West,,,
3608458,Vegetables for human consumption - Tomatoes - Processing,22320.93,,22320.93,,Vegetables for human consumption,Processing,509,Western Australia - Wheat Belt,,,
3606658,Vegetables for human consumption - Peas - Green - Processing,6554707.26,^,6554707.26,^,Vegetables for human consumption,Processing,602,Launceston and North East,,,
3606658,Vegetables for human consumption - Peas - Green - Processing,2203057.48,^,2203057.48,^,Vegetables for human consumption,Processing,604,West and North West,,,
