Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,SA4,SA4 name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
3605858,Vegetables for human consumption - Mushrooms,3667013.85,,3108094.93,,Vegetables for human consumption,Mushrooms,101,Capital Region,,,
3605858,Vegetables for human consumption - Mushrooms,1859.76,**,1576.3,**,Vegetables for human consumption,Mushrooms,105,Far West and Orana,,,
3605858,Vegetables for human consumption - Mushrooms,2716306.56,,2302292.54,,Vegetables for human consumption,Mushrooms,106,Hunter Valley excluding Newcastle,,,
3605858,Vegetables for human consumption - Mushrooms,1335387.19,*,1131850.14,*,Vegetables for human consumption,Mushrooms,107,Illawarra,,,
3605858,Vegetables for human consumption - Mushrooms,264830.39,*,224465.47,*,Vegetables for human consumption,Mushrooms,114,Southern Highlands and Shoalhaven,,,
3605858,Vegetables for human consumption - Mushrooms,49342473.47,,41821792.36,,Vegetables for human consumption,Mushrooms,115,Sydney - Baulkham Hills and Hawkesbury,,,
3605858,Vegetables for human consumption - Mushrooms,2324879.46,**,1970525.98,**,Vegetables for human consumption,Mushrooms,123,Sydney - Outer South West,,,
3605858,Vegetables for human consumption - Mushrooms,13058140.03,,11067844.45,,Vegetables for human consumption,Mushrooms,124,Sydney - Outer West and Blue Mountains,,,
3605858,Vegetables for human consumption - Mushrooms,27063785.59,^,22938777.52,^,Vegetables for human consumption,Mushrooms,127,Sydney - South West,,,
3605858,Vegetables for human consumption - Mushrooms,16464807.08,,14164194.53,,Vegetables for human consumption,Mushrooms,201,Ballarat,,,
3605858,Vegetables for human consumption - Mushrooms,260273.02,**,223905.31,**,Vegetables for human consumption,Mushrooms,202,Bendigo,,,
3605858,Vegetables for human consumption - Mushrooms,11574389.84,**,9957110.85,**,Vegetables for human consumption,Mushrooms,204,Hume,,,
3605858,Vegetables for human consumption - Mushrooms,102025464.9,,87769539.31,,Vegetables for human consumption,Mushrooms,209,Melbourne - North East,,,
3605858,Vegetables for human consumption - Mushrooms,785518.27,**,670400.01,**,Vegetables for human consumption,Mushrooms,301,Brisbane - East,,,
3605858,Vegetables for human consumption - Mushrooms,,,np,,Vegetables for human consumption,Mushrooms,307,Darling Downs - Maranoa,,,
3605858,Vegetables for human consumption - Mushrooms,4539006.92,,3873812.25,,Vegetables for human consumption,Mushrooms,309,Gold Coast,,,
3605858,Vegetables for human consumption - Mushrooms,,,np,,Vegetables for human consumption,Mushrooms,310,Ipswich,,,
3605858,Vegetables for human consumption - Mushrooms,19968023.19,,17041695.26,,Vegetables for human consumption,Mushrooms,311,Logan - Beaudesert,,,
3605858,Vegetables for human consumption - Mushrooms,,,np,,Vegetables for human consumption,Mushrooms,313,Moreton Bay - North,,,
3605858,Vegetables for human consumption - Mushrooms,2177789.31,,1858632.74,,Vegetables for human consumption,Mushrooms,316,Sunshine Coast,,,
3605858,Vegetables for human consumption - Mushrooms,,,np,,Vegetables for human consumption,Mushrooms,319,Wide Bay,,,
3605858,Vegetables for human consumption - Mushrooms,13553507.06,,11771005.44,,Vegetables for human consumption,Mushrooms,403,Adelaide - South,,,
3605858,Vegetables for human consumption - Mushrooms,10008743.67,,8692434.79,,Vegetables for human consumption,Mushrooms,405,Barossa - Yorke - Mid North,,,
3605858,Vegetables for human consumption - Mushrooms,,,np,,Vegetables for human consumption,Mushrooms,507,Perth - South West,,,
3605858,Vegetables for human consumption - Mushrooms,12056.5,*,10317.74,*,Vegetables for human consumption,Mushrooms,602,Launceston and North East,,,
3605858,Vegetables for human consumption - Mushrooms,5646958.96,,4832567.01,,Vegetables for human consumption,Mushrooms,604,West and North West,,,
