Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,SA4,SA4 name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),112991.69,^,93116.63,^,Vegetables for human consumption,Fresh market (outdoor and undercover),101,Capital Region,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),2958206.04,*,2437862.22,*,Vegetables for human consumption,Fresh market (outdoor and undercover),102,Central Coast,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),37506.35,*,30909.04,*,Vegetables for human consumption,Fresh market (outdoor and undercover),103,Central West,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),47206.41,**,38902.88,**,Vegetables for human consumption,Fresh market (outdoor and undercover),104,Coffs Harbour - Grafton,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),88805.34,**,73184.62,**,Vegetables for human consumption,Fresh market (outdoor and undercover),106,Hunter Valley excluding Newcastle,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),41018.28,*,33803.23,*,Vegetables for human consumption,Fresh market (outdoor and undercover),107,Illawarra,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),1994479.33,,1643653.53,,Vegetables for human consumption,Fresh market (outdoor and undercover),108,Mid North Coast,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),573303.62,**,472460.41,**,Vegetables for human consumption,Fresh market (outdoor and undercover),109,Murray,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),22957783.49,,18919545.24,,Vegetables for human consumption,Fresh market (outdoor and undercover),110,New England and North West,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),288478.48,**,237735.57,**,Vegetables for human consumption,Fresh market (outdoor and undercover),112,Richmond - Tweed,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),5089534.74,,4194293.53,,Vegetables for human consumption,Fresh market (outdoor and undercover),113,Riverina,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),72032.2,*,59361.85,*,Vegetables for human consumption,Fresh market (outdoor and undercover),114,Southern Highlands and Shoalhaven,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),977442.5,*,805511.9,*,Vegetables for human consumption,Fresh market (outdoor and undercover),115,Sydney - Baulkham Hills and Hawkesbury,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),1051280.49,*,866361.89,*,Vegetables for human consumption,Fresh market (outdoor and undercover),123,Sydney - Outer South West,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),1257400.9,**,1036226.05,**,Vegetables for human consumption,Fresh market (outdoor and undercover),124,Sydney - Outer West and Blue Mountains,,,
3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),2699530.27,*,2224687.11,*,Vegetables for human consumption,Fresh market (outdoor and undercover),127,Sydney - South West,,,
