Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
3605858,Vegetables for human consumption - Mushrooms,99774676.3,,84567219.71,,1,New South Wales
3605858,Vegetables for human consumption - Mushrooms,130324934.8,,112114750,,2,Victoria
3605858,Vegetables for human consumption - Mushrooms,,,,,3,Queensland
3605858,Vegetables for human consumption - Mushrooms,23562250.73,,20463440.23,,4,South Australia
3605858,Vegetables for human consumption - Mushrooms,,,,,5,Western Australia
3605858,Vegetables for human consumption - Mushrooms,5659015.46,,4842884.75,,6,Tasmania
