Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,State_Code,State,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
9015959,Livestock slaughtered and other disposals - Total,4204622007,,3949142486,,Livestock slaughtered and other disposals,Total,1,New South Wales,,,
9015959,Livestock slaughtered and other disposals - Total,4412413630,,4095077008,,Livestock slaughtered and other disposals,Total,2,Victoria,,,
9015959,Livestock slaughtered and other disposals - Total,6730513499,,6221269097,,Livestock slaughtered and other disposals,Total,3,Queensland,,,
9015959,Livestock slaughtered and other disposals - Total,2048270692,,1906023456,,Livestock slaughtered and other disposals,Total,4,South Australia,,,
9015959,Livestock slaughtered and other disposals - Total,1726363169,,1586392656,,Livestock slaughtered and other disposals,Total,5,Western Australia,,,
9015959,Livestock slaughtered and other disposals - Total,,,np,,Livestock slaughtered and other disposals,Total,6,Tasmania,,,
9015959,Livestock slaughtered and other disposals - Total,493615729.8,,448393738,,Livestock slaughtered and other disposals,Total,7,Northern Territory,,,
9015959,Livestock slaughtered and other disposals - Total,,,np,,Livestock slaughtered and other disposals,Total,8,Australian Capital Territory,,,
