Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,NRMR_Code,NRMR name
1901916,Broadacre crops - Non-cereal crops - Other pulses,2317063.55,**,2211876.57,**,101,Central Tablelands
1901916,Broadacre crops - Non-cereal crops - Other pulses,45194925.83,^,43143226.48,^,102,Central West
1901916,Broadacre crops - Non-cereal crops - Other pulses,13630342.96,^,13011570.71,^,105,Murray
1901916,Broadacre crops - Non-cereal crops - Other pulses,4867.32,,4646.36,,106,North Coast
1901916,Broadacre crops - Non-cereal crops - Other pulses,163765547.7,,156331136.4,,108,North West NSW
1901916,Broadacre crops - Non-cereal crops - Other pulses,10766461.56,*,10277700.01,*,109,Northern Tablelands
1901916,Broadacre crops - Non-cereal crops - Other pulses,18386266.21,^,17551590.86,^,110,Riverina
1901916,Broadacre crops - Non-cereal crops - Other pulses,2605968.45,,2487666.14,,112,Western
1901916,Broadacre crops - Non-cereal crops - Other pulses,5200711.73,*,4849738.18,*,201,Corangamite
1901916,Broadacre crops - Non-cereal crops - Other pulses,189922.65,*,177105.59,*,202,East Gippsland
1901916,Broadacre crops - Non-cereal crops - Other pulses,7841442.48,*,7312257.43,*,203,Glenelg Hopkins
1901916,Broadacre crops - Non-cereal crops - Other pulses,3984141.48,**,3715269,**,204,Goulburn Broken
1901916,Broadacre crops - Non-cereal crops - Other pulses,83865020.43,^,78205332.73,^,205,Mallee
1901916,Broadacre crops - Non-cereal crops - Other pulses,38475741.41,^,35879179.95,^,206,North Central
1901916,Broadacre crops - Non-cereal crops - Other pulses,848717.44,*,791441.17,*,207,North East
1901916,Broadacre crops - Non-cereal crops - Other pulses,1650556.54,^,1539167.61,^,208,Port Phillip and Western Port
1901916,Broadacre crops - Non-cereal crops - Other pulses,82148.56,,76604.71,,209,West Gippsland
1901916,Broadacre crops - Non-cereal crops - Other pulses,110179444.5,^,102743910,^,210,Wimmera
1901916,Broadacre crops - Non-cereal crops - Other pulses,9749605.09,**,9361492.54,**,301,Burnett Mary
1901916,Broadacre crops - Non-cereal crops - Other pulses,84030118.24,,80685044.94,,303,Condamine
1901916,Broadacre crops - Non-cereal crops - Other pulses,140041286.4,,134466519,,306,Fitzroy Basin
1901916,Broadacre crops - Non-cereal crops - Other pulses,47186166.52,^,45307778.28,^,307,North Queensland Dry Tropics
1901916,Broadacre crops - Non-cereal crops - Other pulses,94384643.12,,90627376.59,,309,Queensland Murray Darling Basin
1901916,Broadacre crops - Non-cereal crops - Other pulses,1102007.8,*,1058139.05,*,311,South East Queensland
1901916,Broadacre crops - Non-cereal crops - Other pulses,22863.68,**,21953.52,**,312,South West Queensland
1901916,Broadacre crops - Non-cereal crops - Other pulses,827600.07,*,794654.94,*,314,Terrain NRM
1901916,Broadacre crops - Non-cereal crops - Other pulses,15500693.15,^,14807206.91,^,401,Adelaide and Mount Lofty Ranges
1901916,Broadacre crops - Non-cereal crops - Other pulses,14417658.03,^,13772625.75,^,403,Eyre Peninsula
1901916,Broadacre crops - Non-cereal crops - Other pulses,2293894.58,,2191267.92,,404,Kangaroo Island
1901916,Broadacre crops - Non-cereal crops - Other pulses,159109979.8,^,151991550.9,^,405,Northern and Yorke
1901916,Broadacre crops - Non-cereal crops - Other pulses,194786.98,,186072.4,,406,South Australian Arid Lands
1901916,Broadacre crops - Non-cereal crops - Other pulses,20867113.52,^,19933538.74,^,407,South Australian Murray Darling Basin
1901916,Broadacre crops - Non-cereal crops - Other pulses,35742282.91,^,34143207.23,^,408,South East
1901916,Broadacre crops - Non-cereal crops - Other pulses,83149089.93,^,77761036.49,^,501,Northern Agricultural
1901916,Broadacre crops - Non-cereal crops - Other pulses,685970.87,^,641520.02,^,502,Peel-Harvey
1901916,Broadacre crops - Non-cereal crops - Other pulses,544669.1,,509374.59,,503,Perth
1901916,Broadacre crops - Non-cereal crops - Other pulses,792798.69,^,741425.41,^,504,Rangelands
1901916,Broadacre crops - Non-cereal crops - Other pulses,29139995.11,^,27251726.09,^,505,South Coast
1901916,Broadacre crops - Non-cereal crops - Other pulses,9272424.84,^,8671572.56,^,506,South West
1901916,Broadacre crops - Non-cereal crops - Other pulses,62593.86,,58897.68,,601,Cradle Coast
1901916,Broadacre crops - Non-cereal crops - Other pulses,175846.43,^,165462.67,^,602,North
1901916,Broadacre crops - Non-cereal crops - Other pulses,23183.42,*,21814.44,*,603,South
1901916,Broadacre crops - Non-cereal crops - Other pulses,8365.7,*,7985.93,*,801,ACT
