Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,NRMR_Code,NRMR name
1919559,"Nurseries, cut flowers or cultivated turf - Total",14804735.08,,13712159.69,,101,Central Tablelands
1919559,"Nurseries, cut flowers or cultivated turf - Total",12657041.69,*,11831972.4,*,102,Central West
1919559,"Nurseries, cut flowers or cultivated turf - Total",225570335.6,^,211201590,^,103,Greater Sydney
1919559,"Nurseries, cut flowers or cultivated turf - Total",26464422.59,*,24234888.94,*,104,Hunter
1919559,"Nurseries, cut flowers or cultivated turf - Total",6365702.58,,5729132.32,,105,Murray
1919559,"Nurseries, cut flowers or cultivated turf - Total",68172052.99,^,62103288.5,^,106,North Coast
1919559,"Nurseries, cut flowers or cultivated turf - Total",2040402.08,**,2031959.03,**,108,North West NSW
1919559,"Nurseries, cut flowers or cultivated turf - Total",339340.57,*,305406.51,*,109,Northern Tablelands
1919559,"Nurseries, cut flowers or cultivated turf - Total",67023660.47,,60406255.19,,110,Riverina
1919559,"Nurseries, cut flowers or cultivated turf - Total",44766872.32,*,42432303.56,*,111,South East NSW
1919559,"Nurseries, cut flowers or cultivated turf - Total",3468104.95,,3121294.46,,112,Western
1919559,"Nurseries, cut flowers or cultivated turf - Total",66133693.47,^,59828734.33,^,201,Corangamite
1919559,"Nurseries, cut flowers or cultivated turf - Total",,,,,202,East Gippsland
1919559,"Nurseries, cut flowers or cultivated turf - Total",362707.96,**,350363.7,**,203,Glenelg Hopkins
1919559,"Nurseries, cut flowers or cultivated turf - Total",52093424.15,^,47664753.15,^,204,Goulburn Broken
1919559,"Nurseries, cut flowers or cultivated turf - Total",,,,,205,Mallee
1919559,"Nurseries, cut flowers or cultivated turf - Total",,,,,206,North Central
1919559,"Nurseries, cut flowers or cultivated turf - Total",2459626.65,^,2286256.19,^,207,North East
1919559,"Nurseries, cut flowers or cultivated turf - Total",321293020,^,290858475.2,^,208,Port Phillip and Western Port
1919559,"Nurseries, cut flowers or cultivated turf - Total",16614689.43,*,14953220.49,*,209,West Gippsland
1919559,"Nurseries, cut flowers or cultivated turf - Total",49750080.02,^,44775072.02,^,210,Wimmera
1919559,"Nurseries, cut flowers or cultivated turf - Total",30078148.9,^,27153684.57,^,301,Burnett Mary
1919559,"Nurseries, cut flowers or cultivated turf - Total",,,,,303,Condamine
1919559,"Nurseries, cut flowers or cultivated turf - Total",7357273.99,^,6659394.22,^,306,Fitzroy Basin
1919559,"Nurseries, cut flowers or cultivated turf - Total",16619569.53,*,15132031.59,*,307,North Queensland Dry Tropics
1919559,"Nurseries, cut flowers or cultivated turf - Total",2160684.04,*,2036732.02,*,308,Northern Gulf
1919559,"Nurseries, cut flowers or cultivated turf - Total",16676142.3,,15008528.07,,309,Queensland Murray Darling Basin
1919559,"Nurseries, cut flowers or cultivated turf - Total",3426176.03,^,3241353.47,^,310,Reef Catchments
1919559,"Nurseries, cut flowers or cultivated turf - Total",156423208.4,,144668101.7,,311,South East Queensland
1919559,"Nurseries, cut flowers or cultivated turf - Total",,,,,314,Terrain NRM
1919559,"Nurseries, cut flowers or cultivated turf - Total",,,,,401,Adelaide and Mount Lofty Ranges
1919559,"Nurseries, cut flowers or cultivated turf - Total",,,,,403,Eyre Peninsula
1919559,"Nurseries, cut flowers or cultivated turf - Total",30912558.67,,29048001.89,,407,South Australian Murray Darling Basin
1919559,"Nurseries, cut flowers or cultivated turf - Total",13535460.62,^,12310938.2,^,408,South East
1919559,"Nurseries, cut flowers or cultivated turf - Total",15981056.27,^,15231763.29,^,501,Northern Agricultural
1919559,"Nurseries, cut flowers or cultivated turf - Total",19236397.34,^,17669988.51,^,502,Peel-Harvey
1919559,"Nurseries, cut flowers or cultivated turf - Total",35323643.82,^,32083757.66,^,503,Perth
1919559,"Nurseries, cut flowers or cultivated turf - Total",867687.89,*,828317.18,*,504,Rangelands
1919559,"Nurseries, cut flowers or cultivated turf - Total",3749300.89,*,3391800.58,*,505,South Coast
1919559,"Nurseries, cut flowers or cultivated turf - Total",11108548.77,^,10031920.39,^,506,South West
1919559,"Nurseries, cut flowers or cultivated turf - Total",,,,,601,Cradle Coast
1919559,"Nurseries, cut flowers or cultivated turf - Total",4409188.47,,3968269.62,,602,North
1919559,"Nurseries, cut flowers or cultivated turf - Total",,,,,603,South
1919559,"Nurseries, cut flowers or cultivated turf - Total",,,,,701,Northern Territory
1919559,"Nurseries, cut flowers or cultivated turf - Total",,,,,801,ACT
