Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
1504158,Broadacre crops - Cereal crops - Sorghum for grain,96625019.93,,85945123.89,,1,New South Wales
1504158,Broadacre crops - Cereal crops - Sorghum for grain,196995.91,,177574.19,,2,Victoria
1504158,Broadacre crops - Cereal crops - Sorghum for grain,139398872.5,,120168514.1,,3,Queensland
1504158,Broadacre crops - Cereal crops - Sorghum for grain,5455.48,**,4852.49,**,4,South Australia
1504158,Broadacre crops - Cereal crops - Sorghum for grain,586698.3,*,540719.27,*,5,Western Australia
