Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
4309359,Fruit and nuts (excluding grapes) - Total,661082543.2,,604240054.6,,1,New South Wales
4309359,Fruit and nuts (excluding grapes) - Total,1167662190,,1060924039,,2,Victoria
4309359,Fruit and nuts (excluding grapes) - Total,1545027781,,1353775996,,3,Queensland
4309359,Fruit and nuts (excluding grapes) - Total,606253912.2,,528443267.3,,4,South Australia
4309359,Fruit and nuts (excluding grapes) - Total,317642239.4,,278557509.9,,5,Western Australia
4309359,Fruit and nuts (excluding grapes) - Total,196731284.9,,177627779.5,,6,Tasmania
4309359,Fruit and nuts (excluding grapes) - Total,73565573.98,,62873177.61,,7,Northern Territory
4309359,Fruit and nuts (excluding grapes) - Total,136986.61,,123183.59,,8,Australian Capital Territory
