Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
3307859,Hay - Total,175121167.2,,175121167.2,,1,New South Wales
3307859,Hay - Total,369901107.9,,369901107.9,,2,Victoria
3307859,Hay - Total,94213124.29,,94213124.29,,3,Queensland
3307859,Hay - Total,198885852.8,,198885852.8,,4,South Australia
3307859,Hay - Total,286511930.9,^,286511930.9,^,5,Western Australia
3307859,Hay - Total,35765659.5,,35765659.5,,6,Tasmania
3307859,Hay - Total,11071415.48,^,11071415.48,^,7,Northern Territory
3307859,Hay - Total,37324.28,^,37324.28,^,8,Australian Capital Territory
