Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRMR_Code,NRMR name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
3308558,Hay - Other pasture cut for hay,5488293.5,^,5488293.5,^,Hay,Other pasture cut for hay,101,Central Tablelands,,,
3308558,Hay - Other pasture cut for hay,6121998.36,^,6121998.36,^,Hay,Other pasture cut for hay,102,Central West,,,
3308558,Hay - Other pasture cut for hay,99348.1,^,99348.1,^,Hay,Other pasture cut for hay,103,Greater Sydney,,,
3308558,Hay - Other pasture cut for hay,3136289.73,*,3136289.73,*,Hay,Other pasture cut for hay,104,Hunter,,,
3308558,Hay - Other pasture cut for hay,28531738.34,^,28531738.34,^,Hay,Other pasture cut for hay,105,Murray,,,
3308558,Hay - Other pasture cut for hay,5296917.89,**,5296917.89,**,Hay,Other pasture cut for hay,106,North Coast,,,
3308558,Hay - Other pasture cut for hay,3418134.59,**,3418134.59,**,Hay,Other pasture cut for hay,108,North West NSW,,,
3308558,Hay - Other pasture cut for hay,1064498.37,**,1064498.37,**,Hay,Other pasture cut for hay,109,Northern Tablelands,,,
3308558,Hay - Other pasture cut for hay,16357093.53,^,16357093.53,^,Hay,Other pasture cut for hay,110,Riverina,,,
3308558,Hay - Other pasture cut for hay,5957728.46,*,5957728.46,*,Hay,Other pasture cut for hay,111,South East NSW,,,
3308558,Hay - Other pasture cut for hay,2198864.69,**,2198864.69,**,Hay,Other pasture cut for hay,112,Western,,,
3308558,Hay - Other pasture cut for hay,47034416.79,^,47034416.79,^,Hay,Other pasture cut for hay,201,Corangamite,,,
3308558,Hay - Other pasture cut for hay,3123737.85,^,3123737.85,^,Hay,Other pasture cut for hay,202,East Gippsland,,,
3308558,Hay - Other pasture cut for hay,66140336.44,^,66140336.44,^,Hay,Other pasture cut for hay,203,Glenelg Hopkins,,,
3308558,Hay - Other pasture cut for hay,37681373.63,^,37681373.63,^,Hay,Other pasture cut for hay,204,Goulburn Broken,,,
3308558,Hay - Other pasture cut for hay,3107485.39,*,3107485.39,*,Hay,Other pasture cut for hay,205,Mallee,,,
3308558,Hay - Other pasture cut for hay,40113078.56,^,40113078.56,^,Hay,Other pasture cut for hay,206,North Central,,,
3308558,Hay - Other pasture cut for hay,7498341.25,,7498341.25,,Hay,Other pasture cut for hay,207,North East,,,
3308558,Hay - Other pasture cut for hay,21699121.75,*,21699121.75,*,Hay,Other pasture cut for hay,208,Port Phillip and Western Port,,,
3308558,Hay - Other pasture cut for hay,43565425.99,^,43565425.99,^,Hay,Other pasture cut for hay,209,West Gippsland,,,
3308558,Hay - Other pasture cut for hay,16342340.05,^,16342340.05,^,Hay,Other pasture cut for hay,210,Wimmera,,,
3308558,Hay - Other pasture cut for hay,2898450.88,*,2898450.88,*,Hay,Other pasture cut for hay,301,Burnett Mary,,,
3308558,Hay - Other pasture cut for hay,79626.52,^,79626.52,^,Hay,Other pasture cut for hay,302,Cape York,,,
3308558,Hay - Other pasture cut for hay,1628709.22,*,1628709.22,*,Hay,Other pasture cut for hay,303,Condamine,,,
3308558,Hay - Other pasture cut for hay,26803.52,*,26803.52,*,Hay,Other pasture cut for hay,304,Cooperative Management Area,,,
3308558,Hay - Other pasture cut for hay,812037.03,**,812037.03,**,Hay,Other pasture cut for hay,305,Desert Channels,,,
3308558,Hay - Other pasture cut for hay,,,np,,Hay,Other pasture cut for hay,306,Fitzroy Basin,,,
